station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
88.5, None, None, None, None, None, None, None, -1.0, 1012.0, None, None, None, None, None, 0.471, None, None, 1.163, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 00:00:00, None
None, None, None, None, None, None, None, None, None, 1012.0, None, None, None, None, None, None, None, None, 0.973, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 01:00:00, None
None, None, None, None, None, None, None, None, None, 1013.0, None, None, None, None, None, None, None, None, 3.237, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 02:00:00, None
None, None, None, None, None, None, None, None, None, 1013.0, None, None, None, None, None, None, None, None, 2.959, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 03:00:00, None
None, None, None, None, None, None, None, None, None, 1013.0, None, None, None, None, None, None, None, None, 2.863, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 04:00:00, None
None, None, None, None, None, None, None, None, None, 1012.0, None, None, None, None, None, None, None, None, 1.971, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 05:00:00, None
None, None, None, None, None, None, None, None, None, 1012.0, None, None, None, None, None, None, None, None, 2.309, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 06:00:00, None
None, None, None, None, None, None, None, None, None, 1012.0, None, None, None, None, None, None, None, None, 2.067, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 07:00:00, None
None, None, None, None, None, None, None, None, None, 1012.0, None, None, None, None, None, None, None, None, 1.827, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 08:00:00, None
None, None, None, None, None, None, None, None, None, 1011.0, None, None, None, None, None, None, None, None, 2.07, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 09:00:00, None
