station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
None, -10.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 19:00:00, None, None, None, None
None, -9.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 20:00:00, None, None, None, None
None, -10.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 21:00:00, None, None, None, None
None, -11.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 22:00:00, None, None, None, None
None, -10.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 23:00:00, None, None, None, None
None, -11.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 00:00:00, None, None, None, None
None, -11.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 01:00:00, None, None, None, None
None, -10.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 02:00:00, None, None, None, None
None, -11.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 03:00:00, None, None, None, None
None, -11.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 04:00:00, None, None, None, None
None, -10.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 05:00:00, None, None, None, None
None, -10.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 06:00:00, None, None, None, None
None, -10.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 07:00:00, None, None, None, None
None, -9.88, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 08:00:00, None, None, None, None
None, -9.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 09:00:00, None, None, None, None
None, -8.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 10:00:00, None, None, None, None
None, -6.002, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 11:00:00, None, None, None, None
None, -5.314, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 12:00:00, None, None, None, None
None, -3.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 13:00:00, None, None, None, None
None, -3.264, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 14:00:00, None, None, None, None
None, -3.686, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 15:00:00, None, None, None, None
None, -4.775, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 16:00:00, None, None, None, None
None, -4.823, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 17:00:00, None, None, None, None
None, -6.202, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 18:00:00, None, None, None, None
None, -2.421, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 19:00:00, None, None, None, None
None, -4.876, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 20:00:00, None, None, None, None
None, -4.866, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 21:00:00, None, None, None, None
None, -3.221, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 22:00:00, None, None, None, None
None, -3.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 23:00:00, None, None, None, None
None, -2.571, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 00:00:00, None, None, None, None
None, -2.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 01:00:00, None, None, None, None
None, -3.296, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 02:00:00, None, None, None, None
None, -4.127, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 03:00:00, None, None, None, None
None, -3.334, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 04:00:00, None, None, None, None
None, -2.731, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 05:00:00, None, None, None, None
None, -2.299, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 06:00:00, None, None, None, None
None, -2.516, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 07:00:00, None, None, None, None
None, -2.572, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 08:00:00, None, None, None, None
None, -2.401, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 09:00:00, None, None, None, None
None, -1.643, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 10:00:00, None, None, None, None
None, -2.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 12:00:00, None, None, None, None
None, -2.103, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 13:00:00, None, None, None, None
None, -2.704, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 14:00:00, None, None, None, None
None, -2.863, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 15:00:00, None, None, None, None
None, -2.994, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 16:00:00, None, None, None, None
None, -2.581, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 17:00:00, None, None, None, None
None, -2.572, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 18:00:00, None, None, None, None
None, -2.563, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 19:00:00, None, None, None, None
None, -2.816, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 20:00:00, None, None, None, None
None, -2.694, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 21:00:00, None, None, None, None
None, -2.515, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 22:00:00, None, None, None, None
None, -2.535, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 23:00:00, None, None, None, None
None, -2.094, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 00:00:00, None, None, None, None
None, -2.178, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 01:00:00, None, None, None, None
None, -1.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 02:00:00, None, None, None, None
None, -0.915, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 03:00:00, None, None, None, None
None, -0.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 04:00:00, None, None, None, None
None, -0.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 05:00:00, None, None, None, None
None, 0.375, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 06:00:00, None, None, None, None
None, 0.489, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 07:00:00, None, None, None, None
None, 0.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 08:00:00, None, None, None, None
None, 0.479, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 09:00:00, None, None, None, None
None, 0.675, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 10:00:00, None, None, None, None
None, 1.236, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 11:00:00, None, None, None, None
None, 1.236, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 12:00:00, None, None, None, None
None, 0.862, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 13:00:00, None, None, None, None
None, 0.703, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 14:00:00, None, None, None, None
None, 0.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 15:00:00, None, None, None, None
None, 0.115, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 16:00:00, None, None, None, None
None, -0.071, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 17:00:00, None, None, None, None
None, 0.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 18:00:00, None, None, None, None
None, 0.311, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 19:00:00, None, None, None, None
None, 0.638, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 20:00:00, None, None, None, None
None, 1.087, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 21:00:00, None, None, None, None
None, 0.087, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 22:00:00, None, None, None, None
None, -0.127, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 23:00:00, None, None, None, None
None, -0.362, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 00:00:00, None, None, None, None
None, -1.513, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 01:00:00, None, None, None, None
None, -2.957, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 02:00:00, None, None, None, None
None, -2.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 03:00:00, None, None, None, None
None, -3.541, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 04:00:00, None, None, None, None
None, -4.041, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 05:00:00, None, None, None, None
None, -4.704, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 06:00:00, None, None, None, None
None, -4.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 07:00:00, None, None, None, None
None, -4.971, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 08:00:00, None, None, None, None
None, -4.297, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 09:00:00, None, None, None, None
None, -4.344, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 10:00:00, None, None, None, None
None, -3.588, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 11:00:00, None, None, None, None
None, -2.009, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 12:00:00, None, None, None, None
None, -3.664, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 13:00:00, None, None, None, None
None, -4.202, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 14:00:00, None, None, None, None
None, -4.828, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 15:00:00, None, None, None, None
None, -5.983, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 16:00:00, None, None, None, None
None, -7.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 17:00:00, None, None, None, None
None, -6.851, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 18:00:00, None, None, None, None
None, -6.706, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 19:00:00, None, None, None, None
None, -7.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 20:00:00, None, None, None, None
None, -8.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 21:00:00, None, None, None, None
None, -7.93, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 22:00:00, None, None, None, None
None, -7.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 23:00:00, None, None, None, None
None, -7.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 00:00:00, None, None, None, None
None, -7.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 01:00:00, None, None, None, None
None, -8.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 02:00:00, None, None, None, None
None, -8.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 03:00:00, None, None, None, None
None, -8.69, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 04:00:00, None, None, None, None
None, -8.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 05:00:00, None, None, None, None
None, -8.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 06:00:00, None, None, None, None
None, -8.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 07:00:00, None, None, None, None
None, -7.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 08:00:00, None, None, None, None
None, -7.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 09:00:00, None, None, None, None
None, -6.744, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 10:00:00, None, None, None, None
None, -6.271, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 11:00:00, None, None, None, None
None, -5.887, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 12:00:00, None, None, None, None
None, -5.907, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 13:00:00, None, None, None, None
None, -5.897, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 14:00:00, None, None, None, None
None, -6.463, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 15:00:00, None, None, None, None
None, -7.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 16:00:00, None, None, None, None
None, -7.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 17:00:00, None, None, None, None
None, -8.19, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 18:00:00, None, None, None, None
None, -8.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 19:00:00, None, None, None, None
None, -8.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 20:00:00, None, None, None, None
None, -8.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 21:00:00, None, None, None, None
None, -8.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 22:00:00, None, None, None, None
None, -8.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 23:00:00, None, None, None, None
None, -8.41, 71.2, None, None, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2012-01-07 00:00:00, None, None, None, None
None, -8.62, 76.9, None, None, None, None, 0.338, 0.008, 332.3, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2012-01-07 01:00:00, None, None, None, None
None, -8.48, 79.9, None, None, None, None, 2.356, 0.016, 335.4, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-07 02:00:00, None, None, None, None
None, -8.45, 89.8, None, None, None, None, 0.308, 0.001, 318.5, None, None, None, None, None, -10.0, None, None, None, None, None, None, None, 2012-01-07 03:00:00, None, None, None, None
None, -8.49, 93.4, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -9.0, None, None, None, None, None, None, None, 2012-01-07 04:00:00, None, None, None, None
None, -8.45, 94.6, None, None, None, None, 2.072, 0.001, 337.8, None, None, None, None, None, -9.0, None, None, None, None, None, None, None, 2012-01-07 05:00:00, None, None, None, None
None, -8.89, 90.7, None, None, None, None, 0.003, 0.0, 338.2, None, None, None, None, None, -10.0, None, None, None, None, None, None, None, 2012-01-07 06:00:00, None, None, None, None
None, -9.37, 74.3, None, None, None, None, 1.96, 0.023, 338.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2012-01-07 07:00:00, None, None, None, None
None, -9.32, 73.1, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2012-01-07 08:00:00, None, None, None, None
None, -8.79, 74.8, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2012-01-07 09:00:00, None, None, None, None
None, -7.04, 60.51, None, None, None, None, 3.071, 0.075, 224.8, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2012-01-07 10:00:00, None, None, None, None
None, -5.665, 51.44, None, None, None, None, 12.17, 1.254, 225.2, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2012-01-07 11:00:00, None, None, None, None
None, -5.79, 51.42, None, None, None, None, 12.66, 2.549, 215.8, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2012-01-07 12:00:00, None, None, None, None
None, -6.291, 51.57, None, None, None, None, 12.64, 0.491, 221.3, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2012-01-07 13:00:00, None, None, None, None
None, -6.812, 57.07, None, None, None, None, 10.6, 0.227, 219.3, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2012-01-07 14:00:00, None, None, None, None
None, -6.503, 51.71, None, None, None, None, 2.94, 0.187, 195.1, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2012-01-07 15:00:00, None, None, None, None
None, -7.56, 57.01, None, None, None, None, 0.0, 0.0, 134.7, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2012-01-07 16:00:00, None, None, None, None
None, -8.16, 74.5, None, None, None, None, 1.415, 0.104, 138.7, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-07 17:00:00, None, None, None, None
None, -8.34, 77.4, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-07 18:00:00, None, None, None, None
None, -8.39, 83.1, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -10.0, None, None, None, None, None, None, None, 2012-01-07 19:00:00, None, None, None, None
None, -8.35, 81.6, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-07 20:00:00, None, None, None, None
None, -8.35, 82.2, None, None, None, None, 0.128, 0.029, 106.3, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-07 21:00:00, None, None, None, None
None, -8.53, 80.3, None, None, None, None, 0.0, 0.003, 317.2, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-07 22:00:00, None, None, None, None
None, -8.31, 84.4, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -10.0, None, None, None, None, None, None, None, 2012-01-07 23:00:00, None, None, None, None
None, -8.0, 79.0, None, None, None, None, 0.262, 0.009, 128.6, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-08 00:00:00, None, None, None, None
None, -7.74, 73.7, None, None, None, None, 2.203, 0.008, 134.5, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-08 01:00:00, None, None, None, None
None, -7.86, 74.5, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-08 02:00:00, None, None, None, None
None, -8.34, 79.0, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-08 03:00:00, None, None, None, None
None, -7.88, 79.1, None, None, None, None, 0.093, 0.002, 345.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-08 04:00:00, None, None, None, None
None, -7.57, 75.9, None, None, None, None, 0.0, 0.0, 144.2, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-08 05:00:00, None, None, None, None
None, -7.59, 75.8, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2012-01-08 06:00:00, None, None, None, None
None, -7.71, 80.0, None, None, None, None, 0.0, 0.0, 351.6, None, None, None, None, None, -10.0, None, None, None, None, None, None, None, 2012-01-08 07:00:00, None, None, None, None
None, -7.7, 80.7, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -10.0, None, None, None, None, None, None, None, 2012-01-08 08:00:00, None, None, None, None
None, -7.66, 82.3, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -10.0, None, None, None, None, None, None, None, 2012-01-08 09:00:00, None, None, None, None
None, -6.928, 79.6, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -10.0, None, None, None, None, None, None, None, 2012-01-08 10:00:00, None, None, None, None
