station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -5.76, None, None, None, None, None, 10.48, None, 8.04, 155.1, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 22:00:00, None, None, 148.3
None, -5.733, None, None, None, None, None, 12.94, None, 7.71, 164.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 23:00:00, None, None, 148.1
None, -3.842, None, None, None, None, None, 13.31, None, 10.82, 152.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 00:00:00, None, None, 148.2
None, -3.36, None, None, None, None, None, 12.42, None, 10.16, 160.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 01:00:00, None, None, 147.7
None, -3.512, None, None, None, None, None, 16.17, None, 8.88, 170.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 02:00:00, None, None, 148.1
None, -3.741, None, None, None, None, None, 14.97, None, 10.98, 179.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 03:00:00, None, None, 147.3
None, -4.004, None, None, None, None, None, 14.07, None, 11.43, 180.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 04:00:00, None, None, 147.0
None, -4.367, None, None, None, None, None, 16.15, None, 10.56, 184.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 05:00:00, None, None, 147.0
None, -4.462, None, None, None, None, None, 12.05, None, 13.01, 172.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 06:00:00, None, None, 146.5
None, -4.625, None, None, None, None, None, 10.97, None, 11.65, 165.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 07:00:00, None, None, 146.4
None, -4.86, None, None, None, None, None, 13.64, None, 11.82, 163.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 08:00:00, None, None, 146.0
None, -3.589, None, None, None, None, None, 13.29, None, 11.02, 165.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 09:00:00, None, None, 145.2
None, -2.34, None, None, None, None, None, 14.64, None, 10.68, 161.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 10:00:00, None, None, 144.8
None, -2.324, None, None, None, None, None, 20.02, None, 9.78, 171.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 11:00:00, None, None, 144.5
None, -2.471, None, None, None, None, None, 18.81, None, 10.49, 182.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 12:00:00, None, None, 144.2
None, -1.943, None, None, None, None, None, 22.85, None, 8.81, 181.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 13:00:00, None, None, 143.3
None, -2.382, None, None, None, None, None, 21.25, None, 9.67, 202.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 14:00:00, None, None, 142.4
None, -3.766, None, None, None, None, None, 18.87, None, 10.81, 186.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 15:00:00, None, None, 141.8
None, -3.679, None, None, None, None, None, 17.65, None, 11.87, 157.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 16:00:00, None, None, 141.8
None, -3.75, None, None, None, None, None, 17.91, None, 16.82, 198.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 17:00:00, None, None, 141.7
None, -4.1, None, None, None, None, None, 20.43, None, 18.3, 207.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 18:00:00, None, None, 146.5
None, -5.089, None, None, None, None, None, 19.27, None, 16.65, 206.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 19:00:00, None, None, 146.4
None, -5.259, None, None, None, None, None, 19.21, None, 18.2, 202.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 20:00:00, None, None, 146.3
None, -5.223, None, None, None, None, None, 19.18, None, 17.41, 203.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 21:00:00, None, None, 145.9
None, -4.814, None, None, None, None, None, 18.36, None, 17.08, 211.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 22:00:00, None, None, None
None, -5.098, None, None, None, None, None, 18.63, None, 15.24, 217.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 23:00:00, None, None, None
None, -5.675, None, None, None, None, None, 22.16, None, 9.24, 225.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 00:00:00, None, None, 149.7
None, -5.943, None, None, None, None, None, 21.48, None, 8.72, 223.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 01:00:00, None, None, 149.9
None, -5.914, None, None, None, None, None, 23.31, None, 10.12, 234.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 02:00:00, None, None, None
None, -5.655, None, None, None, None, None, 25.53, None, 8.15, 244.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 03:00:00, None, None, 150.3
None, -5.52, None, None, None, None, None, 28.5, None, 6.232, 239.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 04:00:00, None, None, 152.2
None, -5.318, None, None, None, None, None, 24.93, None, 5.263, 235.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 05:00:00, None, None, 152.5
None, -5.76, None, None, None, None, None, 24.38, None, 5.875, 236.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 06:00:00, None, None, 152.3
None, -6.106, None, None, None, None, None, 27.53, None, 5.48, 198.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 07:00:00, None, None, 152.3
None, -6.191, None, None, None, None, None, 25.43, None, 4.334, 182.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 08:00:00, None, None, 152.2
None, -6.039, None, None, None, None, None, 27.64, None, 3.863, 181.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 09:00:00, None, None, 152.0
None, -5.982, None, None, None, None, None, 23.42, None, 4.828, 154.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 10:00:00, None, None, 152.0
None, -5.712, None, None, None, None, None, 25.72, None, 3.834, 200.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 11:00:00, None, None, 151.9
None, -5.597, None, None, None, None, None, 25.05, None, 4.709, 199.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 12:00:00, None, None, 151.7
None, -5.864, None, None, None, None, None, 19.16, None, 6.033, 186.1, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 13:00:00, None, None, 151.6
None, -5.933, None, None, None, None, None, 16.91, None, 6.971, 191.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 14:00:00, None, None, 151.5
None, -5.643, None, None, None, None, None, 18.9, None, 5.424, 204.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 15:00:00, None, None, 151.5
None, -5.384, None, None, None, None, None, 18.83, None, 7.42, 211.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 16:00:00, None, None, 151.4
None, -5.373, None, None, None, None, None, 19.22, None, 5.431, 210.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 17:00:00, None, None, 151.2
None, -5.138, None, None, None, None, None, 16.98, None, 5.594, 184.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 18:00:00, None, None, 150.8
None, -4.725, None, None, None, None, None, 16.99, None, 5.979, 167.1, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 19:00:00, None, None, 148.8
None, -4.032, None, None, None, None, None, 18.94, None, 7.36, 175.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 20:00:00, None, None, 154.0
None, -3.691, None, None, None, None, None, 20.95, None, 6.59, 196.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 21:00:00, None, None, 154.3
None, -3.312, None, None, None, None, None, 23.87, None, 6.694, 211.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 22:00:00, None, None, 155.3
None, -3.094, None, None, None, None, None, 21.35, None, 7.91, 216.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 23:00:00, None, None, 155.3
None, -2.945, None, None, None, None, None, 18.11, None, 9.41, 220.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 00:00:00, None, None, 153.9
None, -2.918, None, None, None, None, None, 20.76, None, 7.33, 224.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 01:00:00, None, None, 154.7
None, -3.04, None, None, None, None, None, 25.64, None, 5.679, 199.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 02:00:00, None, None, None
None, -3.097, None, None, None, None, None, 23.79, None, 6.028, 185.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 03:00:00, None, None, None
None, -3.268, None, None, None, None, None, 25.27, None, 4.863, 168.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 04:00:00, None, None, None
None, -3.201, None, None, None, None, None, 22.27, None, 6.253, 192.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 05:00:00, None, None, None
None, -3.559, None, None, None, None, None, 22.49, None, 7.12, 187.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 06:00:00, None, None, None
None, -3.313, None, None, None, None, None, 19.71, None, 9.36, 198.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 07:00:00, None, None, None
None, -3.163, None, None, None, None, None, 20.28, None, 10.74, 187.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 08:00:00, None, None, None
None, -2.477, None, None, None, None, None, 20.76, None, 10.11, 183.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 09:00:00, None, None, None
None, -1.43, None, None, None, None, None, 24.18, None, 10.15, 181.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 10:00:00, None, None, 151.6
None, -2.15, None, None, None, None, None, 21.92, None, 13.73, 184.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 11:00:00, None, None, 152.0
None, -2.132, None, None, None, None, None, 23.11, None, 16.88, 203.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 12:00:00, None, None, 152.9
None, -2.643, None, None, None, None, None, 20.02, None, 18.25, 198.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 13:00:00, None, None, 153.1
None, -2.596, None, None, None, None, None, 20.9, None, 16.79, 191.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 14:00:00, None, None, 153.4
None, -2.407, None, None, None, None, None, 17.95, None, 19.71, 201.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 15:00:00, None, None, 153.7
None, -2.661, None, None, None, None, None, 19.47, None, 19.12, 199.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 16:00:00, None, None, 153.1
None, -2.512, None, None, None, None, None, 20.77, None, 18.68, 194.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 17:00:00, None, None, 152.4
None, -2.381, None, None, None, None, None, 19.48, None, 20.43, 201.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 18:00:00, None, None, 153.9
None, -2.307, None, None, None, None, None, 19.38, None, 21.96, 203.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 19:00:00, None, None, 152.3
None, -2.126, None, None, None, None, None, 18.27, None, 25.78, 209.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 20:00:00, None, None, 153.8
None, -2.533, None, None, None, None, None, 19.42, None, 23.58, 216.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 21:00:00, None, None, 154.1
None, -1.968, None, None, None, None, None, 19.68, None, 20.96, 226.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 22:00:00, None, None, 154.2
None, -1.734, None, None, None, None, None, 21.59, None, 18.38, 224.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 23:00:00, None, None, 153.7
None, -1.93, None, None, None, None, None, 27.6, None, 13.98, 244.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 00:00:00, None, None, 153.4
None, -2.369, None, None, None, None, None, 39.1, None, 10.01, 262.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 01:00:00, None, None, 151.8
None, -2.699, None, None, None, None, None, 42.28, None, 8.51, 287.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 02:00:00, None, None, 152.8
None, -3.37, None, None, None, None, None, 43.18, None, 6.735, 285.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 03:00:00, None, None, 152.8
None, -4.023, None, None, None, None, None, 48.68, None, 5.341, 279.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 04:00:00, None, None, 152.5
None, -4.384, None, None, None, None, None, 43.93, None, 5.456, 279.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 05:00:00, None, None, 152.0
None, -4.938, None, None, None, None, None, 42.41, None, 5.425, 268.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 06:00:00, None, None, 151.5
None, -5.607, None, None, None, None, None, 33.57, None, 7.41, 242.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 07:00:00, None, None, 150.0
None, -5.875, None, None, None, None, None, 35.49, None, 6.404, 251.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 08:00:00, None, None, 151.2
None, -5.895, None, None, None, None, None, 44.15, None, 4.342, 260.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 09:00:00, None, None, 151.3
None, -5.943, None, None, None, None, None, 36.32, None, 5.166, 258.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 10:00:00, None, None, 151.3
None, -6.06, None, None, None, None, None, 39.6, None, 4.873, 262.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 11:00:00, None, None, None
None, -6.485, None, None, None, None, None, 37.65, None, 5.406, 298.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 12:00:00, None, None, 155.2
None, -6.85, None, None, None, None, None, 24.31, None, 11.15, 311.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 13:00:00, None, None, 156.4
None, -6.337, None, None, None, None, None, 27.11, None, 7.44, 310.1, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 14:00:00, None, None, 156.3
None, -6.656, None, None, None, None, None, 26.87, None, 7.24, 307.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 15:00:00, None, None, 153.7
None, -6.889, None, None, None, None, None, 24.98, None, 7.35, 308.2, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 16:00:00, None, None, 155.1
None, -7.33, None, None, None, None, None, 22.87, None, 7.9, 311.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 17:00:00, None, None, 155.2
None, -7.66, None, None, None, None, None, 27.76, None, 6.518, 304.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 18:00:00, None, None, 149.7
None, -7.67, None, None, None, None, None, 29.21, None, 5.91, 305.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 19:00:00, None, None, None
None, -7.81, None, None, None, None, None, 26.1, None, 5.516, 291.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 20:00:00, None, None, None
None, -7.76, None, None, None, None, None, 28.91, None, 5.535, 283.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 21:00:00, None, None, None
None, -8.13, None, None, None, None, None, 27.22, None, 4.231, 280.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 22:00:00, None, None, None
None, -8.38, None, None, None, None, None, 22.94, None, 5.839, 305.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 23:00:00, None, None, None
None, -8.76, None, None, None, None, None, 32.12, None, 4.282, 285.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 00:00:00, None, None, None
None, -9.38, None, None, None, None, None, 35.3, None, 3.706, 279.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 01:00:00, None, None, None
None, -9.45, None, None, None, None, None, 44.61, None, 2.392, 240.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 02:00:00, None, None, None
None, -9.45, None, None, None, None, None, 19.96, None, 3.868, 149.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 03:00:00, None, None, 150.5
None, -9.95, None, None, None, None, None, 28.53, None, 3.298, 184.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 04:00:00, None, None, 149.7
None, -10.03, None, None, None, None, None, 17.86, None, 3.418, 185.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 05:00:00, None, None, 148.9
None, -10.3, None, None, None, None, None, 23.16, None, 2.676, 181.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 06:00:00, None, None, 148.1
None, -10.86, None, None, None, None, None, 32.15, None, 2.683, 223.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 07:00:00, None, None, 149.1
None, -10.27, None, None, None, None, None, 21.86, None, 3.125, 230.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 08:00:00, None, None, None
None, -9.62, None, None, None, None, None, 20.19, None, 2.784, 183.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 09:00:00, None, None, None
None, -8.9, None, None, None, None, None, 31.05, None, 1.891, 205.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 10:00:00, None, None, None
None, -8.13, None, None, None, None, None, 25.21, None, 2.873, 230.9, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 11:00:00, None, None, None
None, -7.39, None, None, None, None, None, 22.41, None, 2.689, 252.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 12:00:00, None, None, None
None, -6.908, None, None, None, None, None, 31.03, None, 1.712, 256.7, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 13:00:00, None, None, 151.6
None, -7.54, None, None, None, None, None, 25.44, None, 1.327, 240.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 14:00:00, None, None, 151.6
None, -8.23, None, None, None, None, None, 19.92, None, 2.919, 224.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 15:00:00, None, None, 151.9
None, -9.38, None, None, None, None, None, 22.67, None, 3.188, 233.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 16:00:00, None, None, 152.3
None, -9.62, None, None, None, None, None, 24.6, None, 2.767, 230.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 17:00:00, None, None, 151.6
None, -9.7, None, None, None, None, None, 23.84, None, 3.462, 242.3, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 18:00:00, None, None, 151.3
None, -10.09, None, None, None, None, None, 21.15, None, 2.069, 220.8, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 19:00:00, None, None, 150.9
None, -10.1, None, None, None, None, None, 30.95, None, 2.33, 249.6, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 20:00:00, None, None, 151.0
None, -10.07, None, None, None, None, None, 26.95, None, 2.763, 242.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 21:00:00, None, None, 150.8
None, -10.25, None, None, None, None, None, 21.87, None, 1.496, 186.5, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 22:00:00, None, None, 150.5
None, -10.4, None, None, None, None, None, 28.33, None, 1.223, 171.0, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 23:00:00, None, None, 150.7
None, -10.74, None, None, None, None, None, 32.17, None, 0.686, 159.4, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 00:00:00, None, None, 150.0
None, -10.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 01:00:00, None, None, None
None, -10.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 02:00:00, None, None, None
None, -11.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 03:00:00, None, None, None
None, -10.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 04:00:00, None, None, None
None, -10.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 05:00:00, None, None, None
None, -10.09, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 06:00:00, None, None, None
None, -10.19, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 07:00:00, None, None, None
None, -10.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 08:00:00, None, None, None
None, -10.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 09:00:00, None, None, None
None, -9.66, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 10:00:00, None, None, None
None, -9.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 11:00:00, None, None, None
None, -8.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 12:00:00, None, None, None
None, -8.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 13:00:00, None, None, None
None, -9.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 14:00:00, None, None, None
None, -9.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 15:00:00, None, None, None
None, -10.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 16:00:00, None, None, None
None, -10.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 17:00:00, None, None, None
None, -10.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 18:00:00, None, None, None
None, -10.37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 19:00:00, None, None, None
None, -10.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 20:00:00, None, None, None
None, -10.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 21:00:00, None, None, None
