station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
75.89, None, None, None, None, None, None, None, -12.0, 885.0, None, None, None, None, None, 15.16, None, None, -8.86, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 00:00:00, None
78.25, None, None, None, 12.02, 154.9, None, None, -12.0, 885.0, None, None, None, None, None, 15.14, None, None, -8.88, None, None, None, None, 13.47, None, None, None, None, None, None, 2012-01-01 01:00:00, None
79.57, None, None, None, 12.74, 158.1, None, None, -11.0, 885.0, None, None, None, None, None, 15.14, None, None, -8.65, None, None, None, None, 11.6, None, None, None, None, None, None, 2012-01-01 02:00:00, None
77.7, None, None, None, 16.64, 157.8, None, None, -11.0, 885.0, None, None, None, None, None, 15.09, None, None, -8.09, None, None, None, None, 11.61, None, None, None, None, None, None, 2012-01-01 03:00:00, None
78.78, None, None, None, 18.75, 157.6, None, None, -11.0, 886.0, None, None, None, None, None, 15.09, None, None, -8.1, None, None, None, None, 12.04, None, None, None, None, None, None, 2012-01-01 04:00:00, None
79.01, None, None, None, 20.13, 157.5, None, None, -10.0, 885.0, None, None, None, None, None, 15.04, None, None, -7.471, None, None, None, None, 12.86, None, None, None, None, None, None, 2012-01-01 05:00:00, None
80.1, None, None, None, 17.92, 155.2, None, None, -10.0, 885.0, None, None, None, None, None, 14.95, None, None, -7.713, None, None, None, None, 13.78, None, None, None, None, None, None, 2012-01-01 06:00:00, None
79.85, None, None, None, 21.04, 156.2, None, None, -10.0, 885.0, None, None, None, None, None, 14.91, None, None, -7.568, None, None, None, None, 13.17, None, None, None, None, None, None, 2012-01-01 07:00:00, None
79.39, None, None, None, 20.46, 155.7, None, None, -10.0, 885.0, None, None, None, None, None, 14.78, None, None, -7.326, None, None, None, None, 14.7, None, None, None, None, None, None, 2012-01-01 08:00:00, None
78.59, None, None, None, 22.23, 156.9, None, None, -10.0, 886.0, None, None, None, None, None, 14.68, None, None, -6.855, None, None, None, None, 13.84, None, None, None, None, None, None, 2012-01-01 09:00:00, None
76.82, None, None, None, 22.57, 158.3, None, None, -9.0, 886.0, None, None, None, None, None, 14.8, None, None, -6.37, None, None, None, None, 14.02, None, None, None, None, None, None, 2012-01-01 10:00:00, None
75.23, None, None, None, 24.57, 155.7, None, None, -9.0, 885.0, None, None, None, None, None, 14.86, None, None, -5.579, None, None, None, None, 13.14, None, None, None, None, None, None, 2012-01-01 11:00:00, None
72.43, None, None, None, 27.61, 159.1, None, None, -8.0, 885.0, None, None, None, None, None, 14.82, None, None, -4.605, None, None, None, None, 13.32, None, None, None, None, None, None, 2012-01-01 12:00:00, None
71.42, None, None, None, 27.12, 157.5, None, None, -8.0, 885.0, None, None, None, None, None, 14.8, None, None, -4.123, None, None, None, None, 13.64, None, None, None, None, None, None, 2012-01-01 13:00:00, None
72.19, None, None, None, 24.01, 155.9, None, None, -8.0, 885.0, None, None, None, None, None, 14.82, None, None, -3.834, None, None, None, None, 15.63, None, None, None, None, None, None, 2012-01-01 14:00:00, None
72.62, None, None, None, 24.37, 158.7, None, None, -7.0, 885.0, None, None, None, None, None, 14.8, None, None, -3.398, None, None, None, None, 14.16, None, None, None, None, None, None, 2012-01-01 15:00:00, None
74.72, None, None, None, 27.83, 158.8, None, None, -7.0, 884.0, None, None, None, None, None, 14.8, None, None, -3.259, None, None, None, None, 14.3, None, None, None, None, None, None, 2012-01-01 16:00:00, None
