station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, ACTUAL_WIND_DIRECTION, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MAXIMUM_MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1
None, -11.58, None, None, None, None, 2012-11-09 06:00:00, 0.222, None, 0.353, None, 124.1
None, -11.79, None, None, None, None, 2012-11-09 07:00:00, 0.156, None, 0.353, None, 124.0
None, -12.04, None, None, None, None, 2012-11-09 08:00:00, 0.115, None, 0.353, None, 124.0
None, -12.38, None, None, None, None, 2012-11-09 09:00:00, 0.108, None, 0.353, None, 124.0
None, -12.58, None, None, None, None, 2012-11-09 10:00:00, 0.108, None, 0.353, None, 124.0
None, -12.49, None, None, None, None, 2012-11-09 11:00:00, 0.137, None, 0.353, None, 124.0
None, -12.55, None, None, None, None, 2012-11-09 12:00:00, 0.265, None, 0.353, None, 124.1
None, -12.4, None, None, None, None, 2012-11-09 13:00:00, 0.267, None, 0.353, None, 124.1
None, -12.21, None, None, None, None, 2012-11-09 14:00:00, 0.267, None, 0.353, None, 124.1
None, -11.91, None, None, None, None, 2012-11-09 15:00:00, 0.267, None, 0.353, None, 124.1
None, -11.89, None, None, None, None, 2012-11-09 16:00:00, 0.267, None, 0.353, None, 124.1
None, -11.83, None, None, None, None, 2012-11-09 17:00:00, 0.267, None, 0.353, None, 124.1
None, -11.78, None, None, None, None, 2012-11-09 18:00:00, 0.267, None, 0.353, None, 124.1
None, -11.83, None, None, None, None, 2012-11-09 19:00:00, 0.261, None, 0.353, None, 124.1
None, -11.99, None, None, None, None, 2012-11-09 20:00:00, 0.198, None, 0.353, None, 124.1
None, -12.11, None, None, None, None, 2012-11-09 21:00:00, 0.17, None, 0.353, None, 124.0
None, -12.13, None, None, None, None, 2012-11-09 22:00:00, 0.158, None, 0.353, None, 124.0
None, -12.15, None, None, None, None, 2012-11-09 23:00:00, 0.108, None, 0.353, None, 124.0
None, -12.1, None, None, None, None, 2012-11-10 00:00:00, 0.108, None, 0.353, None, 124.0
None, -12.08, None, None, None, None, 2012-11-10 01:00:00, 0.108, None, 0.353, None, 124.0
None, -12.06, None, None, None, None, 2012-11-10 02:00:00, 0.108, None, 0.353, None, 124.0
None, -12.03, None, None, None, None, 2012-11-10 03:00:00, 0.108, None, 0.353, None, 124.0
None, -11.89, None, None, None, None, 2012-11-10 04:00:00, None, None, None, None, None
None, -11.78, None, None, None, None, 2012-11-10 05:00:00, None, None, None, None, None
None, -11.83, None, None, None, None, 2012-11-10 06:00:00, None, None, None, None, None
None, -11.85, None, None, None, None, 2012-11-10 07:00:00, None, None, None, None, None
None, -11.8, None, None, None, None, 2012-11-10 08:00:00, None, None, None, None, None
None, -11.75, None, None, None, None, 2012-11-10 09:00:00, None, None, None, None, None
None, -11.64, None, None, None, None, 2012-11-10 10:00:00, None, None, None, None, None
None, -11.54, None, None, None, None, 2012-11-10 11:00:00, None, None, None, None, None
None, -11.36, None, None, None, None, 2012-11-10 12:00:00, None, None, None, None, None
None, -11.08, None, None, None, None, 2012-11-10 13:00:00, None, None, None, None, None
None, -10.89, None, None, None, None, 2012-11-10 14:00:00, None, None, None, None, None
None, -10.93, None, None, None, None, 2012-11-10 15:00:00, None, None, None, None, None
None, -10.89, None, None, None, None, 2012-11-10 16:00:00, None, None, None, None, None
None, -11.14, None, None, None, None, 2012-11-10 17:00:00, None, None, None, None, None
None, -11.32, None, None, None, None, 2012-11-10 18:00:00, None, None, None, None, None
None, -11.45, None, None, None, None, 2012-11-10 19:00:00, None, None, None, None, None
None, -11.64, None, None, None, None, 2012-11-10 20:00:00, None, None, None, None, None
None, -11.83, None, None, None, None, 2012-11-10 21:00:00, None, None, None, None, None
None, -11.7, None, None, None, None, 2012-11-10 22:00:00, None, None, None, None, None
None, -11.23, None, None, None, None, 2012-11-10 23:00:00, None, None, None, None, None
None, -11.28, None, None, None, None, 2012-11-11 00:00:00, None, None, None, None, None
None, -11.15, None, None, None, None, 2012-11-11 01:00:00, None, None, None, None, None
None, -10.74, None, None, None, None, 2012-11-11 02:00:00, None, None, None, None, None
None, -10.36, None, None, None, None, 2012-11-11 03:00:00, None, None, None, None, None
None, -9.97, None, None, None, None, 2012-11-11 04:00:00, None, None, None, None, None
None, -9.49, None, None, None, None, 2012-11-11 05:00:00, None, None, None, None, None
None, -9.09, None, None, None, None, 2012-11-11 06:00:00, None, None, None, None, None
None, -8.66, None, None, None, None, 2012-11-11 07:00:00, None, None, None, None, None
None, -8.39, None, None, None, None, 2012-11-11 08:00:00, None, None, None, None, None
None, -8.1, None, None, None, None, 2012-11-11 09:00:00, None, None, None, None, None
None, -7.77, None, None, None, None, 2012-11-11 10:00:00, None, None, None, None, None
None, -7.51, None, None, None, None, 2012-11-11 11:00:00, None, None, None, None, None
None, -7.38, None, None, None, None, 2012-11-11 12:00:00, None, None, None, None, None
None, -7.22, None, None, None, None, 2012-11-11 13:00:00, None, None, None, None, None
None, -7.18, None, None, None, None, 2012-11-11 14:00:00, None, None, None, None, None
None, -7.14, None, None, None, None, 2012-11-11 15:00:00, None, None, None, None, None
None, -7.1, None, None, None, None, 2012-11-11 16:00:00, None, None, None, None, None
None, -7.06, None, None, None, None, 2012-11-11 17:00:00, None, None, None, None, None
None, -7.05, None, None, None, None, 2012-11-11 18:00:00, None, None, None, None, None
None, -7.02, None, None, None, None, 2012-11-11 19:00:00, None, None, None, None, None
None, -6.997, None, None, None, None, 2012-11-11 20:00:00, None, None, None, None, None
None, -6.929, None, None, None, None, 2012-11-11 21:00:00, None, None, None, None, None
None, -6.842, None, None, None, None, 2012-11-11 22:00:00, None, None, None, None, None
None, -6.725, None, None, None, None, 2012-11-11 23:00:00, None, None, None, None, None
None, -6.599, None, None, None, None, 2012-11-12 00:00:00, None, None, None, None, None
None, -6.33, None, None, None, None, 2012-11-12 01:00:00, None, None, None, None, None
None, -6.08, None, None, None, None, 2012-11-12 02:00:00, None, None, None, None, None
None, -5.925, None, None, None, None, 2012-11-12 03:00:00, None, None, None, None, None
None, -5.802, None, None, None, None, 2012-11-12 04:00:00, None, None, None, None, None
None, -5.831, None, None, None, None, 2012-11-12 05:00:00, None, None, None, None, None
None, -5.869, None, None, None, None, 2012-11-12 06:00:00, None, None, None, None, None
None, -6.014, None, None, None, None, 2012-11-12 07:00:00, None, None, None, None, None
None, -5.984, None, None, None, None, 2012-11-12 08:00:00, None, None, None, None, None
None, -5.917, None, None, None, None, 2012-11-12 09:00:00, None, None, None, None, None
None, -5.927, None, None, None, None, 2012-11-12 10:00:00, None, None, None, None, None
None, -5.908, None, None, None, None, 2012-11-12 11:00:00, None, None, None, None, None
None, -5.849, None, None, None, None, 2012-11-12 12:00:00, None, None, None, None, None
None, -5.774, None, None, None, None, 2012-11-12 13:00:00, None, None, None, None, None
None, -5.688, None, None, None, None, 2012-11-12 14:00:00, None, None, None, None, None
None, -5.63, None, None, None, None, 2012-11-12 15:00:00, None, None, None, None, None
None, -5.554, None, None, None, None, 2012-11-12 16:00:00, None, None, None, None, None
None, -5.525, None, None, None, None, 2012-11-12 17:00:00, None, None, None, None, None
None, -5.514, None, None, None, None, 2012-11-12 18:00:00, None, None, None, None, None
None, -5.563, None, None, None, None, 2012-11-12 19:00:00, None, None, None, None, None
None, -5.61, None, None, None, None, 2012-11-12 20:00:00, None, None, None, None, None
None, -5.65, None, None, None, None, 2012-11-12 21:00:00, None, None, None, None, None
None, -5.698, None, None, None, None, 2012-11-12 22:00:00, None, None, None, None, None
None, -5.764, None, None, None, None, 2012-11-12 23:00:00, None, None, None, None, None
None, -5.841, None, None, None, None, 2012-11-13 00:00:00, None, None, None, None, None
None, -5.928, None, None, None, None, 2012-11-13 01:00:00, None, None, None, None, None
None, -5.985, None, None, None, None, 2012-11-13 02:00:00, None, None, None, None, None
None, -6.052, None, None, None, None, 2012-11-13 03:00:00, None, None, None, None, None
None, -6.109, None, None, None, None, 2012-11-13 04:00:00, None, None, None, None, None
None, -6.205, None, None, None, None, 2012-11-13 05:00:00, None, None, None, None, None
None, -6.312, None, None, None, None, 2012-11-13 06:00:00, None, None, None, None, None
None, -6.388, None, None, None, None, 2012-11-13 07:00:00, None, None, None, None, None
None, -6.504, None, None, None, None, 2012-11-13 08:00:00, None, None, None, None, None
None, -6.581, None, None, None, None, 2012-11-13 09:00:00, None, None, None, None, None
None, -6.755, None, None, None, None, 2012-11-13 10:00:00, None, None, None, None, None
None, -6.901, None, None, None, None, 2012-11-13 11:00:00, None, None, None, None, None
None, -7.01, None, None, None, None, 2012-11-13 12:00:00, None, None, None, None, None
None, -6.978, None, None, None, None, 2012-11-13 13:00:00, None, None, None, None, None
None, -6.929, None, None, None, None, 2012-11-13 14:00:00, None, None, None, None, None
None, -6.871, None, None, None, None, 2012-11-13 15:00:00, None, None, None, None, None
None, -6.871, None, None, None, None, 2012-11-13 16:00:00, None, None, None, None, None
None, -6.931, None, None, None, None, 2012-11-13 17:00:00, None, None, None, None, None
None, -6.988, None, None, None, None, 2012-11-13 18:00:00, None, None, None, None, None
None, -7.08, None, None, None, None, 2012-11-13 19:00:00, None, None, None, None, None
None, -7.17, None, None, None, None, 2012-11-13 20:00:00, None, None, None, None, None
None, -7.22, None, None, None, None, 2012-11-13 21:00:00, None, None, None, None, None
None, -7.23, None, None, None, None, 2012-11-13 22:00:00, None, None, None, None, None
None, -7.3, None, None, None, None, 2012-11-13 23:00:00, None, None, None, None, None
None, -7.35, None, None, None, None, 2012-11-14 00:00:00, None, None, None, None, None
None, -7.38, None, None, None, None, 2012-11-14 01:00:00, None, None, None, None, None
None, -7.32, None, None, None, None, 2012-11-14 02:00:00, None, None, None, None, None
None, -7.23, None, None, None, None, 2012-11-14 03:00:00, None, None, None, None, None
None, -7.23, None, None, None, None, 2012-11-14 04:00:00, None, None, None, None, None
None, -7.26, None, None, None, None, 2012-11-14 05:00:00, None, None, None, None, None
None, -7.28, None, None, None, None, 2012-11-14 06:00:00, None, None, None, None, None
None, -7.31, None, None, None, None, 2012-11-14 07:00:00, None, None, None, None, None
None, -7.34, None, None, None, None, 2012-11-14 08:00:00, None, None, None, None, None
None, -7.38, None, None, None, None, 2012-11-14 09:00:00, None, None, None, None, None
None, -7.45, None, None, None, None, 2012-11-14 10:00:00, None, None, None, None, None
None, -7.48, None, None, None, None, 2012-11-14 11:00:00, None, None, None, None, None
None, -7.43, None, None, None, None, 2012-11-14 12:00:00, None, None, None, None, None
None, -7.29, None, None, None, None, 2012-11-14 13:00:00, None, None, None, None, None
None, -7.22, None, None, None, None, 2012-11-14 14:00:00, None, None, None, None, None
None, -7.13, None, None, None, None, 2012-11-14 15:00:00, None, None, None, None, None
None, -7.05, None, None, None, None, 2012-11-14 16:00:00, None, None, None, None, None
None, -7.01, None, None, None, None, 2012-11-14 17:00:00, None, None, None, None, None
None, -7.02, None, None, None, None, 2012-11-14 18:00:00, None, None, None, None, None
None, -7.05, None, None, None, None, 2012-11-14 19:00:00, None, None, None, None, None
None, -6.959, None, None, None, None, 2012-11-14 20:00:00, None, None, None, None, None
None, -6.977, None, None, None, None, 2012-11-14 21:00:00, None, None, None, None, None
None, -6.96, None, None, None, None, 2012-11-14 22:00:00, None, None, None, None, None
None, -6.89, None, None, None, None, 2012-11-14 23:00:00, None, None, None, None, None
None, -6.814, None, None, None, None, 2012-11-15 00:00:00, None, None, None, None, None
None, -6.765, None, None, None, None, 2012-11-15 01:00:00, None, None, None, None, None
None, -6.794, None, None, None, None, 2012-11-15 02:00:00, None, None, None, None, None
None, -6.978, None, None, None, None, 2012-11-15 03:00:00, None, None, None, None, None
None, -7.15, None, None, None, None, 2012-11-15 04:00:00, None, None, None, None, None
None, -7.31, None, None, None, None, 2012-11-15 05:00:00, None, None, None, None, None
None, -7.52, None, None, None, None, 2012-11-15 06:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-11-15 07:00:00, None, None, None, None, None
None, -8.05, None, None, None, None, 2012-11-15 08:00:00, None, None, None, None, None
None, -8.32, None, None, None, None, 2012-11-15 09:00:00, None, None, None, None, None
None, -8.64, None, None, None, None, 2012-11-15 10:00:00, None, None, None, None, None
None, -8.91, None, None, None, None, 2012-11-15 11:00:00, None, None, None, None, None
None, -9.09, None, None, None, None, 2012-11-15 12:00:00, None, None, None, None, None
None, -9.12, None, None, None, None, 2012-11-15 13:00:00, None, None, None, None, None
None, -9.06, None, None, None, None, 2012-11-15 14:00:00, None, None, None, None, None
None, -8.92, None, None, None, None, 2012-11-15 15:00:00, None, None, None, None, None
None, -8.86, None, None, None, None, 2012-11-15 16:00:00, None, None, None, None, None
None, -8.79, None, None, None, None, 2012-11-15 17:00:00, None, None, None, None, None
None, -8.73, None, None, None, None, 2012-11-15 18:00:00, None, None, None, None, None
None, -8.68, None, None, None, None, 2012-11-15 19:00:00, None, None, None, None, None
None, -8.63, None, None, None, None, 2012-11-15 20:00:00, None, None, None, None, None
None, -8.56, None, None, None, None, 2012-11-15 21:00:00, None, None, None, None, None
None, -8.55, None, None, None, None, 2012-11-15 22:00:00, None, None, None, None, None
None, -8.52, None, None, None, None, 2012-11-15 23:00:00, None, None, None, None, None
None, -8.5, None, None, None, None, 2012-11-16 00:00:00, None, None, None, None, None
None, -8.29, None, None, None, None, 2012-11-16 01:00:00, None, None, None, None, None
None, -8.07, None, None, None, None, 2012-11-16 02:00:00, None, None, None, None, None
None, -8.06, None, None, None, None, 2012-11-16 03:00:00, None, None, None, None, None
None, -8.03, None, None, None, None, 2012-11-16 04:00:00, None, None, None, None, None
None, -7.63, None, None, None, None, 2012-11-16 05:00:00, None, None, None, None, None
None, -7.17, None, None, None, None, 2012-11-16 06:00:00, None, None, None, None, None
None, -7.06, None, None, None, None, 2012-11-16 07:00:00, None, None, None, None, None
None, -6.968, None, None, None, None, 2012-11-16 08:00:00, None, None, None, None, None
None, -7.05, None, None, None, None, 2012-11-16 09:00:00, None, None, None, None, None
None, -7.02, None, None, None, None, 2012-11-16 10:00:00, None, None, None, None, None
None, -7.1, None, None, None, None, 2012-11-16 11:00:00, None, None, None, None, None
None, -7.08, None, None, None, None, 2012-11-16 12:00:00, None, None, None, None, None
None, -7.06, None, None, None, None, 2012-11-16 13:00:00, None, None, None, None, None
None, -7.01, None, None, None, None, 2012-11-16 14:00:00, None, None, None, None, None
None, -7.03, None, None, None, None, 2012-11-16 15:00:00, None, None, None, None, None
None, -7.4, None, None, None, None, 2012-11-16 16:00:00, None, None, None, None, None
None, -7.72, None, None, None, None, 2012-11-16 17:00:00, None, None, None, None, None
None, -7.78, None, None, None, None, 2012-11-16 18:00:00, None, None, None, None, None
None, -7.79, None, None, None, None, 2012-11-16 19:00:00, None, None, None, None, None
None, -7.82, None, None, None, None, 2012-11-16 20:00:00, None, None, None, None, None
None, -7.7, None, None, None, None, 2012-11-16 21:00:00, None, None, None, None, None
None, -8.2, None, None, None, None, 2012-11-16 22:00:00, None, None, None, None, None
None, -8.45, None, None, None, None, 2012-11-16 23:00:00, None, None, None, None, None
None, -8.46, None, None, None, None, 2012-11-17 00:00:00, None, None, None, None, None
None, -8.51, None, None, None, None, 2012-11-17 01:00:00, None, None, None, None, None
None, -8.52, None, None, None, None, 2012-11-17 02:00:00, None, None, None, None, None
None, -8.48, None, None, None, None, 2012-11-17 03:00:00, None, None, None, None, None
None, -8.41, None, None, None, None, 2012-11-17 04:00:00, None, None, None, None, None
None, -8.39, None, None, None, None, 2012-11-17 05:00:00, None, None, None, None, None
None, -8.39, None, None, None, None, 2012-11-17 06:00:00, None, None, None, None, None
None, -8.27, None, None, None, None, 2012-11-17 07:00:00, None, None, None, None, None
None, -7.99, None, None, None, None, 2012-11-17 08:00:00, None, None, None, None, None
None, -7.86, None, None, None, None, 2012-11-17 09:00:00, None, None, None, None, None
None, -7.82, None, None, None, None, 2012-11-17 10:00:00, None, None, None, None, None
None, -7.81, None, None, None, None, 2012-11-17 11:00:00, None, None, None, None, None
None, -7.77, None, None, None, None, 2012-11-17 12:00:00, None, None, None, None, None
None, -7.75, None, None, None, None, 2012-11-17 13:00:00, None, None, None, None, None
None, -7.75, None, None, None, None, 2012-11-17 14:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-11-17 15:00:00, None, None, None, None, None
None, -7.74, None, None, None, None, 2012-11-17 16:00:00, None, None, None, None, None
None, -7.65, None, None, None, None, 2012-11-17 17:00:00, None, None, None, None, None
None, -7.72, None, None, None, None, 2012-11-17 18:00:00, None, None, None, None, None
None, -7.79, None, None, None, None, 2012-11-17 19:00:00, None, None, None, None, None
None, -7.77, None, None, None, None, 2012-11-17 20:00:00, None, None, None, None, None
None, -7.66, None, None, None, None, 2012-11-17 21:00:00, None, None, None, None, None
None, -7.62, None, None, None, None, 2012-11-17 22:00:00, None, None, None, None, None
None, -7.64, None, None, None, None, 2012-11-17 23:00:00, None, None, None, None, None
None, -7.65, None, None, None, None, 2012-11-18 00:00:00, None, None, None, None, None
None, -7.67, None, None, None, None, 2012-11-18 01:00:00, None, None, None, None, None
None, -7.75, None, None, None, None, 2012-11-18 02:00:00, None, None, None, None, None
None, -7.84, None, None, None, None, 2012-11-18 03:00:00, None, None, None, None, None
None, -7.92, None, None, None, None, 2012-11-18 04:00:00, None, None, None, None, None
None, -8.01, None, None, None, None, 2012-11-18 05:00:00, None, None, None, None, None
None, -8.02, None, None, None, None, 2012-11-18 06:00:00, None, None, None, None, None
None, -8.02, None, None, None, None, 2012-11-18 07:00:00, None, None, None, None, None
None, -8.04, None, None, None, None, 2012-11-18 08:00:00, None, None, None, None, None
None, -8.07, None, None, None, None, 2012-11-18 09:00:00, None, None, None, None, None
None, -8.08, None, None, None, None, 2012-11-18 10:00:00, None, None, None, None, None
None, -8.08, None, None, None, None, 2012-11-18 11:00:00, None, None, None, None, None
None, -8.1, None, None, None, None, 2012-11-18 12:00:00, None, None, None, None, None
None, -8.13, None, None, None, None, 2012-11-18 13:00:00, None, None, None, None, None
None, -8.13, None, None, None, None, 2012-11-18 14:00:00, None, None, None, None, None
None, -8.13, None, None, None, None, 2012-11-18 15:00:00, None, None, None, None, None
None, -8.07, None, None, None, None, 2012-11-18 16:00:00, None, None, None, None, None
None, -8.51, None, None, None, None, 2012-11-18 17:00:00, None, None, None, None, None
None, -8.7, None, None, None, None, 2012-11-18 18:00:00, None, None, None, None, None
None, -8.85, None, None, None, None, 2012-11-18 19:00:00, None, None, None, None, None
None, -8.97, None, None, None, None, 2012-11-18 20:00:00, None, None, None, None, None
None, -8.99, None, None, None, None, 2012-11-18 21:00:00, None, None, None, None, None
None, -8.94, None, None, None, None, 2012-11-18 22:00:00, None, None, None, None, None
None, -8.89, None, None, None, None, 2012-11-18 23:00:00, None, None, None, None, None
None, -8.79, None, None, None, None, 2012-11-19 00:00:00, None, None, None, None, None
None, -8.71, None, None, None, None, 2012-11-19 01:00:00, None, None, None, None, None
None, -8.58, None, None, None, None, 2012-11-19 02:00:00, None, None, None, None, None
None, -8.49, None, None, None, None, 2012-11-19 03:00:00, None, None, None, None, None
None, -8.47, None, None, None, None, 2012-11-19 04:00:00, None, None, None, None, None
None, -8.39, None, None, None, None, 2012-11-19 05:00:00, None, None, None, None, None
None, -8.3, None, None, None, None, 2012-11-19 06:00:00, None, None, None, None, None
None, -8.27, None, None, None, None, 2012-11-19 07:00:00, None, None, None, None, None
None, -8.3, None, None, None, None, 2012-11-19 08:00:00, None, None, None, None, None
None, -8.21, None, None, None, None, 2012-11-19 09:00:00, None, None, None, None, None
None, -8.16, None, None, None, None, 2012-11-19 10:00:00, None, None, None, None, None
None, -8.17, None, None, None, None, 2012-11-19 11:00:00, None, None, None, None, None
None, -8.1, None, None, None, None, 2012-11-19 12:00:00, None, None, None, None, None
None, -8.04, None, None, None, None, 2012-11-19 13:00:00, None, None, None, None, None
None, -7.94, None, None, None, None, 2012-11-19 14:00:00, None, None, None, None, None
None, -7.88, None, None, None, None, 2012-11-19 15:00:00, None, None, None, None, None
None, -7.85, None, None, None, None, 2012-11-19 16:00:00, None, None, None, None, None
None, -7.79, None, None, None, None, 2012-11-19 17:00:00, None, None, None, None, None
None, -7.76, None, None, None, None, 2012-11-19 18:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-11-19 19:00:00, None, None, None, None, None
None, -7.71, None, None, None, None, 2012-11-19 20:00:00, None, None, None, None, None
None, -7.71, None, None, None, None, 2012-11-19 21:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-11-19 22:00:00, None, None, None, None, None
None, -7.71, None, None, None, None, 2012-11-19 23:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-11-20 00:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-11-20 01:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-11-20 02:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-11-20 03:00:00, None, None, None, None, None
None, -7.75, None, None, None, None, 2012-11-20 04:00:00, None, None, None, None, None
None, -7.76, None, None, None, None, 2012-11-20 05:00:00, None, None, None, None, None
None, -7.86, None, None, None, None, 2012-11-20 06:00:00, None, None, None, None, None
None, -8.11, None, None, None, None, 2012-11-20 07:00:00, None, None, None, None, None
None, -8.43, None, None, None, None, 2012-11-20 08:00:00, None, None, None, None, None
None, -8.82, None, None, None, None, 2012-11-20 09:00:00, None, None, None, None, None
None, -9.09, None, None, None, None, 2012-11-20 10:00:00, None, None, None, None, None
None, -9.33, None, None, None, None, 2012-11-20 11:00:00, None, None, None, None, None
None, -9.49, None, None, None, None, 2012-11-20 12:00:00, None, None, None, None, None
None, -9.82, None, None, None, None, 2012-11-20 13:00:00, None, None, None, None, None
None, -10.45, None, None, None, None, 2012-11-20 14:00:00, None, None, None, None, None
None, -10.7, None, None, None, None, 2012-11-20 15:00:00, None, None, None, None, None
None, -10.87, None, None, None, None, 2012-11-20 16:00:00, None, None, None, None, None
None, -10.88, None, None, None, None, 2012-11-20 17:00:00, None, None, None, None, None
None, -11.0, None, None, None, None, 2012-11-20 18:00:00, None, None, None, None, None
None, -11.24, None, None, None, None, 2012-11-20 19:00:00, None, None, None, None, None
None, -11.51, None, None, None, None, 2012-11-20 20:00:00, None, None, None, None, None
None, -11.81, None, None, None, None, 2012-11-20 21:00:00, None, None, None, None, None
None, -11.87, None, None, None, None, 2012-11-20 22:00:00, None, None, None, None, None
None, -11.78, None, None, None, None, 2012-11-20 23:00:00, None, None, None, None, None
None, -11.56, None, None, None, None, 2012-11-21 00:00:00, None, None, None, None, None
None, -11.32, None, None, None, None, 2012-11-21 01:00:00, None, None, None, None, None
None, -11.34, None, None, None, None, 2012-11-21 02:00:00, None, None, None, None, None
None, -11.49, None, None, None, None, 2012-11-21 03:00:00, None, None, None, None, None
None, -11.58, None, None, None, None, 2012-11-21 04:00:00, None, None, None, None, None
None, -11.65, None, None, None, None, 2012-11-21 05:00:00, None, None, None, None, None
None, -11.77, None, None, None, None, 2012-11-21 06:00:00, None, None, None, None, None
None, -11.96, None, None, None, None, 2012-11-21 07:00:00, None, None, None, None, None
None, -12.23, None, None, None, None, 2012-11-21 08:00:00, None, None, None, None, None
None, -12.61, None, None, None, None, 2012-11-21 09:00:00, None, None, None, None, None
None, -12.89, None, None, None, None, 2012-11-21 10:00:00, None, None, None, None, None
None, -13.01, None, None, None, None, 2012-11-21 11:00:00, None, None, None, None, None
None, -13.04, None, None, None, None, 2012-11-21 12:00:00, None, None, None, None, None
None, -12.95, None, None, None, None, 2012-11-21 13:00:00, None, None, None, None, None
None, -12.92, None, None, None, None, 2012-11-21 14:00:00, None, None, None, None, None
None, -12.84, None, None, None, None, 2012-11-21 15:00:00, None, None, None, None, None
None, -12.75, None, None, None, None, 2012-11-21 16:00:00, None, None, None, None, None
None, -12.6, None, None, None, None, 2012-11-21 17:00:00, None, None, None, None, None
None, -12.32, None, None, None, None, 2012-11-21 18:00:00, None, None, None, None, None
None, -11.95, None, None, None, None, 2012-11-21 19:00:00, None, None, None, None, None
None, -11.63, None, None, None, None, 2012-11-21 20:00:00, None, None, None, None, None
None, -11.46, None, None, None, None, 2012-11-21 21:00:00, None, None, None, None, None
None, -11.31, None, None, None, None, 2012-11-21 22:00:00, None, None, None, None, None
None, -11.25, None, None, None, None, 2012-11-21 23:00:00, None, None, None, None, None
None, -11.25, None, None, None, None, 2012-11-22 00:00:00, None, None, None, None, None
None, -11.21, None, None, None, None, 2012-11-22 01:00:00, None, None, None, None, None
None, -11.21, None, None, None, None, 2012-11-22 02:00:00, None, None, None, None, None
None, -11.21, None, None, None, None, 2012-11-22 03:00:00, None, None, None, None, None
None, -11.21, None, None, None, None, 2012-11-22 04:00:00, None, None, None, None, None
None, -11.33, None, None, None, None, 2012-11-22 05:00:00, None, None, None, None, None
None, -11.48, None, None, None, None, 2012-11-22 06:00:00, None, None, None, None, None
None, -11.37, None, None, None, None, 2012-11-22 07:00:00, None, None, None, None, None
None, -11.66, None, None, None, None, 2012-11-22 08:00:00, None, None, None, None, None
None, -11.56, None, None, None, None, 2012-11-22 09:00:00, None, None, None, None, None
None, -11.87, None, None, None, None, 2012-11-22 10:00:00, None, None, None, None, None
None, -12.03, None, None, None, None, 2012-11-22 11:00:00, None, None, None, None, None
None, -11.66, None, None, None, None, 2012-11-22 12:00:00, None, None, None, None, None
None, -11.33, None, None, None, None, 2012-11-22 13:00:00, None, None, None, None, None
None, -11.35, None, None, None, None, 2012-11-22 14:00:00, None, None, None, None, None
None, -11.32, None, None, None, None, 2012-11-22 15:00:00, None, None, None, None, None
None, -10.83, None, None, None, None, 2012-11-22 16:00:00, None, None, None, None, None
None, -10.63, None, None, None, None, 2012-11-22 17:00:00, None, None, None, None, None
None, -10.77, None, None, None, None, 2012-11-22 18:00:00, None, None, None, None, None
None, -10.73, None, None, None, None, 2012-11-22 19:00:00, None, None, None, None, None
None, -10.69, None, None, None, None, 2012-11-22 20:00:00, None, None, None, None, None
None, -10.69, None, None, None, None, 2012-11-22 21:00:00, None, None, None, None, None
None, -10.72, None, None, None, None, 2012-11-22 22:00:00, None, None, None, None, None
None, -10.71, None, None, None, None, 2012-11-22 23:00:00, None, None, None, None, None
None, -10.7, None, None, None, None, 2012-11-23 00:00:00, None, None, None, None, None
None, -10.68, None, None, None, None, 2012-11-23 01:00:00, None, None, None, None, None
None, -10.68, None, None, None, None, 2012-11-23 02:00:00, None, None, None, None, None
None, -10.68, None, None, None, None, 2012-11-23 03:00:00, None, None, None, None, None
None, -10.65, None, None, None, None, 2012-11-23 04:00:00, None, None, None, None, None
None, -10.62, None, None, None, None, 2012-11-23 05:00:00, None, None, None, None, None
None, -10.58, None, None, None, None, 2012-11-23 06:00:00, None, None, None, None, None
None, -10.52, None, None, None, None, 2012-11-23 07:00:00, None, None, None, None, None
None, -10.47, None, None, None, None, 2012-11-23 08:00:00, None, None, None, None, None
None, -10.42, None, None, None, None, 2012-11-23 09:00:00, None, None, None, None, None
None, -10.36, None, None, None, None, 2012-11-23 10:00:00, None, None, None, None, None
None, -10.3, None, None, None, None, 2012-11-23 11:00:00, None, None, None, None, None
None, -10.23, None, None, None, None, 2012-11-23 12:00:00, None, None, None, None, None
None, -10.15, None, None, None, None, 2012-11-23 13:00:00, None, None, None, None, None
None, -10.08, None, None, None, None, 2012-11-23 14:00:00, None, None, None, None, None
None, -9.99, None, None, None, None, 2012-11-23 15:00:00, None, None, None, None, None
None, -9.93, None, None, None, None, 2012-11-23 16:00:00, None, None, None, None, None
None, -9.91, None, None, None, None, 2012-11-23 17:00:00, None, None, None, None, None
