ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
3.0,0.0,-8.0,3.0,2021-01-08,142.0,-5.0,2,,,,,,,,,,,,,
4.0,0.0,-9.5,4.0,2021-01-09,145.0,-6.0,2,,,,,,,,,,,,,
0.0,0.0,-8.0,0.0,2021-01-10,147.0,-4.5,2,,,,,,,,,,,,,
10.0,0.0,-6.0,10.0,2021-01-11,142.0,-3.0,2,,,,,,,,,,,,,
4.0,0.0,-5.0,4.0,2021-01-12,151.0,0.0,2,,,,,,,,,,,,,
2.0,0.0,-7.0,2.0,2021-01-13,153.0,-7.0,2,,,,,,,,,,,,,
0.0,0.0,-12.0,0.0,2021-01-14,151.0,-5.0,2,,,,,,,,,,,,,
3.0,0.0,-7.0,3.0,2021-01-08,81.0,-2.0,2,,,,,,,,,,,,,
4.0,0.0,-4.5,4.0,2021-01-09,83.0,0.0,2,,,,,,,,,,,,,
0.0,0.0,-4.0,0.0,2021-01-10,85.0,-0.5,2,,,,,,,,,,,,,
8.0,0.0,-4.0,8.0,2021-01-11,79.0,1.0,2,,,,,,,,,,,,,
4.0,0.0,-3.0,4.0,2021-01-12,85.0,3.0,2,,,,,,,,,,,,,
1.0,0.0,-2.0,1.0,2021-01-13,86.0,-2.0,2,,,,,,,,,,,,,
0.0,0.0,-11.0,0.0,2021-01-14,85.0,-1.0,2,,,,,,,,,,,,,
4.0,0.0,-9.5,4.0,2021-01-08,157.0,-6.0,2,,,,,,,,,,,,,
4.0,0.0,-9.5,4.0,2021-01-09,158.0,-7.5,2,,,,,,,,,,,,,
0.0,0.0,-9.5,0.0,2021-01-10,160.0,-4.5,2,,,,,,,,,,,,,
10.0,0.0,-8.0,10.0,2021-01-11,158.0,-4.5,2,,,,,,,,,,,,,
10.0,0.0,-6.5,10.0,2021-01-12,164.0,-1.0,2,,,,,,,,,,,,,
2.0,0.0,-9.0,2.0,2021-01-13,168.0,-8.5,2,,,,,,,,,,,,,
0.0,0.0,-12.5,0.0,2021-01-14,171.0,-6.0,2,,,,,,,,,,,,,
