BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
991.0, -3.3, None,90.3, None,2020-03-04 00:00:00, None,10
991.0, -2.8, None,91.3, None,2020-03-04 01:00:00, None,10
992.0, -3.7, None,91.1, None,2020-03-04 02:00:00, None,10
993.0, -4.3, None,92.9, None,2020-03-04 03:00:00, None,10
994.0, -4.0, None,92.7, None,2020-03-04 04:00:00, None,10
995.0, -4.9, None,94.8, None,2020-03-04 05:00:00, None,10
997.0, -4.7, None,95.8, None,2020-03-04 06:00:00, None,10
998.0, -6.5, None,94.5, None,2020-03-04 07:00:00, None,10
999.0, -6.3, None,96.6, None,2020-03-04 08:00:00, None,10
1000.0, -4.3, None,97.0, None,2020-03-04 09:00:00, None,10
1001.0, -3.1, None,93.7, None,2020-03-04 10:00:00, None,10
1002.0, -0.1, None,75.5, None,2020-03-04 11:00:00, None,10
1004.0, 2.1, None,44.8, None,2020-03-04 12:00:00, None,10
1005.0, 2.8, None,42.5, None,2020-03-04 13:00:00, None,10
1006.0, 2.6, None,42.8, None,2020-03-04 14:00:00, None,10
1008.0, 2.5, None,39.6, None,2020-03-04 15:00:00, None,10
1009.0, 2.2, None,39.0, None,2020-03-04 16:00:00, None,10
1009.0, 1.6, None,41.1, None,2020-03-04 17:00:00, None,10
1010.0, -0.1, None,45.2, None,2020-03-04 18:00:00, None,10
1010.0, -2.7, None,51.6, None,2020-03-04 19:00:00, None,10
1010.0, -3.1, None,49.1, None,2020-03-04 20:00:00, None,10
1011.0, -3.6, None,50.8, None,2020-03-04 21:00:00, None,10
1011.0, -4.8, None,57.5, None,2020-03-04 22:00:00, None,10
1012.0, -5.9, None,66.5, None,2020-03-04 23:00:00, None,10
1011.0, -6.0, None,74.8, None,2020-03-05 00:00:00, None,10
1011.0, -5.4, None,72.3, None,2020-03-05 01:00:00, None,10
1011.0, -5.3, None,74.2, None,2020-03-05 02:00:00, None,10
1010.0, -5.1, None,74.2, None,2020-03-05 03:00:00, None,10
1009.0, -5.1, None,75.7, None,2020-03-05 04:00:00, None,10
1009.0, -4.8, None,77.0, None,2020-03-05 05:00:00, None,10
1008.0, -3.7, None,71.8, None,2020-03-05 06:00:00, None,10
1007.0, -2.8, None,61.3, None,2020-03-05 07:00:00, None,10
1006.0, -2.5, None,58.7, None,2020-03-05 08:00:00, None,10
1006.0, -2.3, None,58.7, None,2020-03-05 09:00:00, None,10
1005.0, -2.0, None,57.6, None,2020-03-05 10:00:00, None,10
1004.0, -0.9, None,56.3, None,2020-03-05 11:00:00, None,10
