WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
58.0, None, None,2021-10-29 00:00:00, None,44
69.1, None, None,2021-10-29 01:00:00, None,44
59.6, None, None,2021-10-29 02:00:00, None,44
55.2, None, None,2021-10-29 03:00:00, None,44
51.3, None, None,2021-10-29 04:00:00, None,44
52.6, None, None,2021-10-29 05:00:00, None,44
61.2, None, None,2021-10-29 06:00:00, None,44
65.6, None, None,2021-10-29 07:00:00, None,44
59.3, None, None,2021-10-29 08:00:00, None,44
50.4, None, None,2021-10-29 09:00:00, None,44
233.4, None, None,2021-10-29 10:00:00, None,44
252.6, None, None,2021-10-29 11:00:00, None,44
252.2, None, None,2021-10-29 12:00:00, None,44
247.4, None, None,2021-10-29 13:00:00, None,44
241.8, None, None,2021-10-29 14:00:00, None,44
256.8, None, None,2021-10-29 15:00:00, None,44
252.5, None, None,2021-10-29 16:00:00, None,44
237.6, None, None,2021-10-29 17:00:00, None,44
235.9, None, None,2021-10-29 18:00:00, None,44
237.4, None, None,2021-10-29 19:00:00, None,44
238.9, None, None,2021-10-29 20:00:00, None,44
249.6, None, None,2021-10-29 21:00:00, None,44
233.5, None, None,2021-10-29 22:00:00, None,44
235.3, None, None,2021-10-29 23:00:00, None,44
239.2, None, None,2021-10-30 00:00:00, None,44
254.9, None, None,2021-10-30 01:00:00, None,44
251.7, None, None,2021-10-30 02:00:00, None,44
237.3, None, None,2021-10-30 03:00:00, None,44
239.1, None, None,2021-10-30 04:00:00, None,44
256.7, None, None,2021-10-30 05:00:00, None,44
259.9, None, None,2021-10-30 06:00:00, None,44
268.0, None, None,2021-10-30 07:00:00, None,44
264.3, None, None,2021-10-30 08:00:00, None,44
252.0, None, None,2021-10-30 09:00:00, None,44
235.9, None, None,2021-10-30 10:00:00, None,44
237.8, None, None,2021-10-30 11:00:00, None,44
238.1, None, None,2021-10-30 12:00:00, None,44
234.3, None, None,2021-10-30 13:00:00, None,44
237.7, None, None,2021-10-30 14:00:00, None,44
223.6, None, None,2021-10-30 15:00:00, None,44
257.4, None, None,2021-10-30 16:00:00, None,44
249.9, None, None,2021-10-30 17:00:00, None,44
210.0, None, None,2021-10-30 18:00:00, None,44
207.3, None, None,2021-10-30 19:00:00, None,44
184.9, None, None,2021-10-30 20:00:00, None,44
170.4, None, None,2021-10-30 21:00:00, None,44
192.8, None, None,2021-10-30 22:00:00, None,44
153.4, None, None,2021-10-30 23:00:00, None,44
204.4, None, None,2021-10-31 00:00:00, None,44
204.2, None, None,2021-10-31 01:00:00, None,44
257.4, None, None,2021-10-31 02:00:00, None,44
249.9, None, None,2021-10-31 03:00:00, None,44
259.2, None, None,2021-10-31 04:00:00, None,44
282.0, None, None,2021-10-31 05:00:00, None,44
260.0, None, None,2021-10-31 06:00:00, None,44
220.7, None, None,2021-10-31 07:00:00, None,44
