CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,0.687,82.9, None,2018-02-05 00:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,6
None,0.608,82.9, None,2018-02-05 01:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,6
None,0.388,83.0, None,2018-02-05 02:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,6
None,0.245,83.0, None,2018-02-05 03:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,6
None,-0.111,82.7, None,2018-02-05 04:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,6
None,0.091,82.9, None,2018-02-05 05:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,6
None,0.101,82.8, None,2018-02-05 06:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,6
None,-0.043,75.6, None,2018-02-05 07:00:00, None, None, None, None, None, -3.0, None, None, None, None, None, None,6
None,0.1,68.58, None,2018-02-05 09:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,6
None,1.215,49.53, None,2018-02-05 10:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,6
None,0.599,61.68, None,2018-02-05 11:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,6
None,0.629,72.1, None,2018-02-05 12:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,0.725,71.1, None,2018-02-05 13:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,1.529,64.44, None,2018-02-05 14:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,0.984,70.7, None,2018-02-05 15:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,0.482,72.1, None,2018-02-05 16:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,0.224,75.4, None,2018-02-05 17:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,-0.409,77.7, None,2018-02-05 18:00:00, None, None, None, None, None, -3.0, None, None, None, None, None, None,6
None,-0.726,78.5, None,2018-02-05 19:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,-1.033,76.7, None,2018-02-05 20:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,-1.148,76.8, None,2018-02-05 21:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,-1.456,75.1, None,2018-02-05 22:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,6
None,-1.264,75.5, None,2018-02-05 23:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,6
None,-1.207,75.8, None,2018-02-06 00:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,6
None,-2.284,69.83, None,2018-02-06 01:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,6
None,-2.622,68.08, None,2018-02-06 02:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,6
None,-1.639,74.3, None,2018-02-06 03:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,6
None,-1.572,72.2, None,2018-02-06 04:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,6
None,-1.476,72.7, None,2018-02-06 05:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,6
None,-1.466,73.4, None,2018-02-06 06:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,6
None,-1.562,74.2, None,2018-02-06 07:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,6
