pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, -3.5, 101.0, None, None, 458.0, 273.0,2020-01-29 00:00:00, None,5
None, None, None, None, None, -4.0, 101.0, None, None, 457.0, 273.0,2020-01-29 01:00:00, None,5
None, None, None, None, None, -4.1, 101.0, None, None, 457.0, 273.0,2020-01-29 02:00:00, None,5
None, None, None, None, None, -4.1, 99.0, None, None, 457.0, 273.0,2020-01-29 03:00:00, None,5
None, None, None, None, None, -3.5, 99.0, None, None, 457.0, 274.0,2020-01-29 04:00:00, None,5
None, None, None, None, None, -2.8, 99.0, None, None, 458.0, 274.0,2020-01-29 05:00:00, None,5
None, None, None, None, None, -2.5, 99.0, None, None, 457.0, 274.0,2020-01-29 06:00:00, None,5
None, None, None, None, None, -2.4, 99.0, None, None, 458.0, 274.0,2020-01-29 07:00:00, None,5
None, None, None, None, None, -2.3, 98.0, None, None, 458.0, 276.0,2020-01-29 08:00:00, None,5
None, None, None, None, None, -2.3, 105.0, None, None, 458.0, 277.0,2020-01-29 09:00:00, None,5
None, None, None, None, None, -2.2, 105.0, None, None, 459.0, 278.0,2020-01-29 10:00:00, None,5
None, None, None, None, None, -2.2, 104.0, None, None, 459.0, 279.0,2020-01-29 11:00:00, None,5
None, None, None, None, None, -2.1, 108.0, None, None, 460.0, 281.0,2020-01-29 12:00:00, None,5
None, None, None, None, None, -2.1, 111.0, None, None, 461.0, 283.0,2020-01-29 13:00:00, None,5
None, None, None, None, None, -2.0, 115.0, None, None, 461.0, 284.0,2020-01-29 14:00:00, None,5
None, None, None, None, None, -2.0, 118.0, None, None, 462.0, 286.0,2020-01-29 15:00:00, None,5
None, 401.0, None, None, None, -1.9, None, None, None, 462.0, 286.0,2020-01-29 16:00:00, None,5
None, None, None, None, None, -1.9, 117.0, None, None, 462.0, 287.0,2020-01-29 17:00:00, None,5
None, None, None, None, None, -1.6, 114.0, None, None, 462.0, 288.0,2020-01-29 18:00:00, None,5
None, None, None, None, None, -1.4, 116.0, None, None, 462.0, 288.0,2020-01-29 19:00:00, None,5
None, None, None, None, None, -1.3, 119.0, None, None, 462.0, 289.0,2020-01-29 20:00:00, None,5
None, None, None, None, None, -1.4, None, None, None, 463.0, 290.0,2020-01-29 21:00:00, None,5
None, None, None, None, None, -1.5, 120.0, None, None, 463.0, 291.0,2020-01-29 22:00:00, None,5
None, None, None, None, None, -2.0, 114.0, None, None, 463.0, 292.0,2020-01-29 23:00:00, None,5
None, None, None, None, None, -2.5, 117.0, None, None, 464.0, 293.0,2020-01-30 00:00:00, None,5
None, None, None, None, None, -3.0, None, None, None, 464.0, 293.0,2020-01-30 01:00:00, None,5
None, None, None, None, None, -3.3, 116.0, None, None, 464.0, 293.0,2020-01-30 02:00:00, None,5
None, None, None, None, None, -4.1, 119.0, None, None, 464.0, 293.0,2020-01-30 03:00:00, None,5
None, None, None, None, None, -4.9, 118.0, None, None, 464.0, 293.0,2020-01-30 04:00:00, None,5
None, None, None, None, None, -5.1, 118.0, None, None, 464.0, 293.0,2020-01-30 05:00:00, None,5
None, None, None, None, None, -5.1, 118.0, None, None, 465.0, 293.0,2020-01-30 06:00:00, None,5
None, None, None, None, None, -5.6, 116.0, None, None, 465.0, 293.0,2020-01-30 07:00:00, None,5
None, None, None, None, None, -5.5, 116.0, None, None, 465.0, 293.0,2020-01-30 08:00:00, None,5
