wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
202.5, 2.0, None, None, 8.0, 101.1, -1.5, None, None, 78.0,2021-10-03 14:00:00, None, None,40
247.5, 3.6, 30.0, None, 18.0, 101.2, -4.4, None, None, 56.0,2021-10-03 15:00:00, None, None,40
247.5, 3.0, 28.0, None, 18.0, 101.2, -4.9, None, None, 56.0,2021-10-03 16:00:00, None, None,40
247.5, 2.9, None, 0.16, 13.0, 101.3, -4.4, None, None, 59.0,2021-10-03 17:00:00, None, None,40
247.5, 2.3, None, 0.11, 9.0, 101.3, -4.8, None, None, 60.0,2021-10-03 18:00:00, None, None,40
225.0, 1.3, None, 0.12, 13.0, 101.4, -4.8, None, None, 64.0,2021-10-03 19:00:00, None, None,40
337.5, -1.3, None, 0.15, 2.0, 101.5, -4.5, None, None, 79.0,2021-10-03 20:00:00, None, None,40
292.5, -2.4, None, 0.19, 2.0, None, -4.5, None, None, 86.0,2021-10-03 21:00:00, None, None,40
292.5, -2.3, None, 0.22, 3.0, None, -4.4, None, None, 85.0,2021-10-03 22:00:00, None, None,40
247.5, -1.9, None, 0.2, 3.0, None, -3.9, None, None, 86.0,2021-10-03 23:00:00, None, None,40
270.0, -2.9, None, 0.19, 2.0, None, -4.2, None, None, 90.0,2021-10-04 00:00:00, None, None,40
67.5, -3.2, None, 0.16, 3.0, None, -4.3, None, None, 92.0,2021-10-04 01:00:00, None, None,40
202.5, -3.1, None, 0.11, 1.0, 101.8, -4.2, None, None, 92.0,2021-10-04 02:00:00, None, None,40
337.5, -3.0, None, 0.08, 2.0, 101.8, -4.1, None, None, 92.0,2021-10-04 03:00:00, None, None,40
202.5, -3.5, None, 0.06, 5.0, 101.9, -4.5, None, None, 93.0,2021-10-04 04:00:00, None, None,40
270.0, -3.2, None, 0.07, 3.0, 101.9, -4.3, None, None, 92.0,2021-10-04 05:00:00, None, None,40
202.5, -3.0, None, 0.06, 4.0, 101.9, -4.6, None, None, 88.0,2021-10-04 06:00:00, None, None,40
202.5, -3.8, None, 0.04, 2.0, 102.0, -5.0, None, None, 91.0,2021-10-04 07:00:00, None, None,40
270.0, -4.8, None, 0.06, 3.0, 102.0, -5.9, None, None, 92.0,2021-10-04 08:00:00, None, None,40
None, -2.8, None, 0.09, 0.0, 102.1, -5.3, None, None, 83.0,2021-10-04 09:00:00, None, None,40
225.0, -1.7, None, 0.12, 3.0, 102.1, -5.1, None, None, 78.0,2021-10-04 10:00:00, None, None,40
202.5, -0.2, None, 0.06, 9.0, 102.1, -4.6, None, None, 72.0,2021-10-04 11:00:00, None, None,40
180.0, 1.2, None, 0.01, 13.0, 102.0, -4.6, None, None, 65.0,2021-10-04 12:00:00, None, None,40
225.0, 2.5, None, -0.05, 14.0, 102.0, -5.1, None, None, 57.0,2021-10-04 13:00:00, None, None,40
202.5, 4.2, None, -0.06, 11.0, 102.0, -5.2, None, None, 51.0,2021-10-04 14:00:00, None, None,40
202.5, 3.0, None, -0.06, 8.0, 102.0, -7.3, None, None, 47.0,2021-10-04 15:00:00, None, None,40
45.0, 2.9, None, -0.04, 2.0, 102.0, -6.5, None, None, 50.0,2021-10-04 16:00:00, None, None,40
157.5, 2.8, None, -0.03, 3.0, 101.9, -6.6, None, None, 50.0,2021-10-04 17:00:00, None, None,40
337.5, 2.4, None, -0.01, 3.0, 102.0, -5.5, None, None, 56.0,2021-10-04 18:00:00, None, None,40
292.5, 1.1, None, 0.0, 3.0, 102.0, -3.8, None, None, 70.0,2021-10-04 19:00:00, None, None,40
337.5, -0.1, None, 0.04, 2.0, 102.0, -4.3, None, None, 73.0,2021-10-04 20:00:00, None, None,40
22.5, -0.4, None, 0.03, 3.0, 102.0, -4.6, None, None, 73.0,2021-10-04 21:00:00, None, None,40
337.5, -0.6, None, 0.05, 1.0, 102.0, -4.1, None, None, 77.0,2021-10-04 22:00:00, None, None,40
None, -1.0, None, 0.05, 0.0, 102.0, -4.4, None, 4.7, 78.0,2021-10-04 23:00:00, -4.9, 0.0,40
22.5, -1.1, None, 0.05, 2.0, 102.0, -4.0, None, None, 81.0,2021-10-05 00:00:00, None, None,40
0.0, -1.0, None, 0.02, 2.0, 102.0, -4.3, None, None, 79.0,2021-10-05 01:00:00, None, None,40
270.0, -1.2, None, -0.01, 2.0, 102.0, -4.4, None, None, 79.0,2021-10-05 02:00:00, None, None,40
270.0, -1.5, None, -0.03, 2.0, 102.0, -4.4, None, None, 81.0,2021-10-05 03:00:00, None, None,40
67.5, -2.1, None, -0.04, 3.0, 102.0, -5.1, None, None, 80.0,2021-10-05 04:00:00, None, None,40
67.5, -1.3, None, -0.03, 7.0, 102.0, -7.6, None, None, 62.0,2021-10-05 05:00:00, None, None,40
0.0, -3.0, None, -0.01, 5.0, 102.0, -8.6, None, None, 65.0,2021-10-05 06:00:00, None, None,40
22.5, -3.7, None, 0.02, 7.0, 102.0, -9.6, None, None, 63.0,2021-10-05 07:00:00, None, None,40
22.5, -4.6, None, 0.01, 5.0, 102.0, -10.1, None, None, 66.0,2021-10-05 08:00:00, None, None,40
22.5, -4.1, None, -0.01, 3.0, 102.0, -10.5, None, None, 61.0,2021-10-05 09:00:00, None, None,40
67.5, -1.8, None, -0.05, 5.0, 102.0, -9.4, None, None, 56.0,2021-10-05 10:00:00, None, None,40
67.5, 0.4, None, -0.1, 10.0, 101.9, -7.5, None, None, 56.0,2021-10-05 11:00:00, None, None,40
90.0, 1.9, None, -0.12, 7.0, 101.8, -8.3, None, None, 47.0,2021-10-05 12:00:00, None, None,40
90.0, 3.7, None, -0.18, 8.0, 101.7, -8.2, None, None, 41.0,2021-10-05 13:00:00, None, None,40
135.0, 4.4, None, -0.19, 3.0, 101.6, -9.4, None, None, 36.0,2021-10-05 14:00:00, None, None,40
22.5, 5.2, None, -0.21, 7.0, 101.6, -10.0, None, None, 32.0,2021-10-05 15:00:00, None, None,40
0.0, 5.9, None, -0.2, 6.0, 101.5, -10.9, None, None, 29.0,2021-10-05 16:00:00, None, None,40
337.5, 6.0, None, -0.15, 5.0, 101.5, -11.8, None, None, 26.0,2021-10-05 17:00:00, None, None,40
