AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
9.0, 76.1,2021-09-17 00:00:00, 8.1, 11.5,38
9.1, None,2021-09-17 00:15:00, None, None,38
9.1, None,2021-09-17 00:30:00, None, None,38
8.7, None,2021-09-17 00:45:00, None, None,38
8.7, None,2021-09-17 01:00:00, None, None,38
8.6, None,2021-09-17 01:15:00, None, None,38
8.6, None,2021-09-17 01:30:00, None, None,38
8.3, None,2021-09-17 01:45:00, None, None,38
8.1, None,2021-09-17 02:00:00, None, None,38
8.2, None,2021-09-17 02:15:00, None, None,38
8.1, None,2021-09-17 02:30:00, None, None,38
8.1, None,2021-09-17 02:45:00, None, None,38
8.2, None,2021-09-17 03:00:00, None, None,38
8.3, None,2021-09-17 03:15:00, None, None,38
8.2, None,2021-09-17 03:30:00, None, None,38
8.3, None,2021-09-17 03:45:00, None, None,38
8.3, None,2021-09-17 04:00:00, None, None,38
8.2, None,2021-09-17 04:15:00, None, None,38
8.3, None,2021-09-17 04:30:00, None, None,38
8.4, None,2021-09-17 04:45:00, None, None,38
8.5, None,2021-09-17 05:00:00, None, None,38
8.4, None,2021-09-17 05:15:00, None, None,38
8.5, None,2021-09-17 05:30:00, None, None,38
8.4, None,2021-09-17 05:45:00, None, None,38
8.4, None,2021-09-17 06:00:00, None, None,38
8.4, None,2021-09-17 06:15:00, None, None,38
8.3, None,2021-09-17 06:30:00, None, None,38
8.4, None,2021-09-17 06:45:00, None, None,38
8.6, None,2021-09-17 07:00:00, None, None,38
8.6, None,2021-09-17 07:15:00, None, None,38
8.5, None,2021-09-17 07:30:00, None, None,38
8.5, None,2021-09-17 07:45:00, None, None,38
8.5, None,2021-09-17 08:00:00, None, None,38
8.7, None,2021-09-17 08:15:00, None, None,38
8.8, None,2021-09-17 08:30:00, None, None,38
8.9, None,2021-09-17 08:45:00, None, None,38
9.4, None,2021-09-17 09:00:00, None, None,38
9.3, None,2021-09-17 09:15:00, None, None,38
9.3, None,2021-09-17 09:30:00, None, None,38
9.0, None,2021-09-17 09:45:00, None, None,38
9.1, None,2021-09-17 10:00:00, None, None,38
8.7, None,2021-09-17 10:15:00, None, None,38
8.8, None,2021-09-17 10:30:00, None, None,38
8.9, None,2021-09-17 10:45:00, None, None,38
8.8, None,2021-09-17 11:00:00, None, None,38
8.9, None,2021-09-17 11:15:00, None, None,38
8.9, None,2021-09-17 11:30:00, None, None,38
8.9, None,2021-09-17 11:45:00, None, None,38
9.0, None,2021-09-17 12:00:00, None, None,38
9.0, None,2021-09-17 12:15:00, None, None,38
9.2, None,2021-09-17 12:30:00, None, None,38
9.4, None,2021-09-17 12:45:00, None, None,38
9.8, None,2021-09-17 13:00:00, None, None,38
9.8, None,2021-09-17 13:15:00, None, None,38
9.7, None,2021-09-17 13:30:00, None, None,38
9.8, None,2021-09-17 13:45:00, None, None,38
9.5, None,2021-09-17 14:00:00, None, None,38
9.4, None,2021-09-17 14:15:00, None, None,38
9.4, None,2021-09-17 14:30:00, None, None,38
9.4, None,2021-09-17 14:45:00, None, None,38
9.6, None,2021-09-17 15:00:00, None, None,38
9.4, None,2021-09-17 15:15:00, None, None,38
9.2, None,2021-09-17 15:30:00, None, None,38
9.6, None,2021-09-17 15:45:00, None, None,38
9.6, None,2021-09-17 16:00:00, None, None,38
9.7, None,2021-09-17 16:15:00, None, None,38
9.5, None,2021-09-17 16:30:00, None, None,38
9.6, None,2021-09-17 16:45:00, None, None,38
9.5, None,2021-09-17 17:00:00, None, None,38
9.4, None,2021-09-17 17:15:00, None, None,38
9.5, None,2021-09-17 17:30:00, None, None,38
9.4, None,2021-09-17 17:45:00, None, None,38
9.4, None,2021-09-17 18:00:00, None, None,38
9.5, None,2021-09-17 18:15:00, None, None,38
9.5, None,2021-09-17 18:30:00, None, None,38
9.8, None,2021-09-17 18:45:00, None, None,38
9.6, None,2021-09-17 19:00:00, None, None,38
9.6, None,2021-09-17 19:15:00, None, None,38
9.7, None,2021-09-17 19:30:00, None, None,38
9.6, None,2021-09-17 19:45:00, None, None,38
9.7, None,2021-09-17 20:00:00, None, None,38
9.6, None,2021-09-17 20:15:00, None, None,38
9.6, None,2021-09-17 20:30:00, None, None,38
9.8, None,2021-09-17 20:45:00, None, None,38
9.9, None,2021-09-17 21:00:00, None, None,38
10.4, None,2021-09-17 21:15:00, None, None,38
10.6, None,2021-09-17 21:30:00, None, None,38
10.6, None,2021-09-17 21:45:00, None, None,38
10.7, None,2021-09-17 22:00:00, None, None,38
11.2, None,2021-09-17 22:15:00, None, None,38
11.2, None,2021-09-17 22:30:00, None, None,38
11.5, None,2021-09-17 22:45:00, None, None,38
11.5, None,2021-09-17 23:00:00, None, None,38
11.5, None,2021-09-17 23:15:00, None, None,38
11.3, None,2021-09-17 23:30:00, None, None,38
11.3, None,2021-09-17 23:45:00, None, None,38
11.2, 18.9,2021-09-18 00:00:00, 9.1, 13.8,38
11.0, None,2021-09-18 00:15:00, None, None,38
10.9, None,2021-09-18 00:30:00, None, None,38
10.6, None,2021-09-18 00:45:00, None, None,38
10.4, None,2021-09-18 01:00:00, None, None,38
10.2, None,2021-09-18 01:15:00, None, None,38
10.3, None,2021-09-18 01:30:00, None, None,38
10.3, None,2021-09-18 01:45:00, None, None,38
9.8, None,2021-09-18 02:00:00, None, None,38
9.3, None,2021-09-18 02:15:00, None, None,38
9.1, None,2021-09-18 02:30:00, None, None,38
9.1, None,2021-09-18 02:45:00, None, None,38
9.2, None,2021-09-18 03:00:00, None, None,38
9.4, None,2021-09-18 03:15:00, None, None,38
9.7, None,2021-09-18 03:30:00, None, None,38
9.8, None,2021-09-18 03:45:00, None, None,38
9.7, None,2021-09-18 04:00:00, None, None,38
9.6, None,2021-09-18 04:15:00, None, None,38
9.7, None,2021-09-18 04:30:00, None, None,38
9.7, None,2021-09-18 04:45:00, None, None,38
9.7, None,2021-09-18 05:00:00, None, None,38
9.6, None,2021-09-18 05:15:00, None, None,38
9.5, None,2021-09-18 05:30:00, None, None,38
9.4, None,2021-09-18 05:45:00, None, None,38
9.5, None,2021-09-18 06:00:00, None, None,38
9.5, None,2021-09-18 06:15:00, None, None,38
9.6, None,2021-09-18 06:30:00, None, None,38
9.6, None,2021-09-18 06:45:00, None, None,38
9.6, None,2021-09-18 07:00:00, None, None,38
9.8, None,2021-09-18 07:15:00, None, None,38
9.9, None,2021-09-18 07:30:00, None, None,38
10.2, None,2021-09-18 07:45:00, None, None,38
10.5, None,2021-09-18 08:00:00, None, None,38
10.6, None,2021-09-18 08:15:00, None, None,38
10.9, None,2021-09-18 08:30:00, None, None,38
10.7, None,2021-09-18 08:45:00, None, None,38
10.6, None,2021-09-18 09:00:00, None, None,38
10.8, None,2021-09-18 09:15:00, None, None,38
11.2, None,2021-09-18 09:30:00, None, None,38
11.5, None,2021-09-18 09:45:00, None, None,38
11.3, None,2021-09-18 10:00:00, None, None,38
11.7, None,2021-09-18 10:15:00, None, None,38
12.3, None,2021-09-18 10:30:00, None, None,38
12.4, None,2021-09-18 10:45:00, None, None,38
13.0, None,2021-09-18 11:00:00, None, None,38
13.6, None,2021-09-18 11:15:00, None, None,38
13.2, None,2021-09-18 11:30:00, None, None,38
