pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 12.44, None, None, None, None, None, 30.25, None, 3.858, 302.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 00:00:00, None, None, None,34
None, None, 12.88, None, None, None, None, None, 48.4, None, 2.293, 92.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 01:00:00, None, None, None,34
None, None, 12.43, None, None, None, None, None, 6.12, None, 8.6, 86.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 02:00:00, None, None, None,34
None, None, 11.3, None, None, None, None, None, 5.077, None, 18.55, 77.75, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 03:00:00, None, None, None,34
None, None, 12.01, None, None, None, None, None, 19.0, None, 11.68, 95.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 04:00:00, None, None, None,34
None, None, 12.41, None, None, None, None, None, 19.25, None, 8.39, 75.46, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 05:00:00, None, None, None,34
None, None, 13.3, None, None, None, None, None, 8.62, None, 20.58, 70.68, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 06:00:00, None, None, None,34
None, None, 12.58, None, None, None, None, None, 6.56, None, 24.96, 74.38, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 07:00:00, None, None, None,34
None, None, 14.66, None, None, None, None, None, 5.718, None, 17.94, 78.46, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 08:00:00, None, None, None,34
None, None, 16.18, None, None, None, None, None, 8.04, None, 16.11, 84.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 09:00:00, None, None, None,34
None, None, 18.16, None, None, None, None, None, 16.67, None, 12.97, 94.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 10:00:00, None, None, None,34
None, None, 18.87, None, None, None, None, None, 29.72, None, 8.02, 136.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 11:00:00, None, None, None,34
None, None, 19.16, None, None, None, None, None, 26.59, None, 9.44, 168.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 12:00:00, None, None, None,34
None, None, 20.33, None, None, None, None, None, 14.77, None, 18.55, 194.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 13:00:00, None, None, None,34
None, None, 20.16, None, None, None, None, None, 21.06, None, 18.02, 181.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 14:00:00, None, None, None,34
None, None, 20.33, None, None, None, None, None, 13.29, None, 16.31, 207.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 15:00:00, None, None, None,34
None, None, 20.65, None, None, None, None, None, 26.9, None, 14.09, 205.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 16:00:00, None, None, None,34
None, None, 21.53, None, None, None, None, None, 46.5, None, 7.561, 217.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 17:00:00, None, None, None,34
None, None, 21.04, None, None, None, None, None, 48.03, None, 7.82, 248.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 18:00:00, None, None, None,34
None, None, 21.32, None, None, None, None, None, 38.34, None, 10.21, 241.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 19:00:00, None, None, None,34
None, None, 19.85, None, None, None, None, None, 33.89, None, 11.66, 217.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-20 20:00:00, None, None, None,34
