AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
5.0, 4.0,2.03, 3.9,2020-01-22 00:00:00, 312.0, 100.0,4
4.6, None,0.51, 4.9,2020-01-22 00:15:00, 130.0, 100.0,4
4.2, None,0.0, 3.8,2020-01-22 00:30:00, 161.0, 100.0,4
4.1, None,0.25, 8.6,2020-01-22 00:45:00, 170.0, 100.0,4
4.0, 1.0,0.0, 8.6,2020-01-22 01:00:00, 155.0, 100.0,4
3.6, None,0.0, 7.9,2020-01-22 01:15:00, 170.0, 100.0,4
3.9, None,0.25, 8.0,2020-01-22 01:30:00, 163.0, 100.0,4
4.1, None,0.25, 6.2,2020-01-22 01:45:00, 150.0, 100.0,4
3.7, 0.0,0.0, 8.8,2020-01-22 02:00:00, 154.0, 100.0,4
3.4, None,0.0, 9.1,2020-01-22 02:15:00, 162.0, 100.0,4
3.8, None,0.25, 10.1,2020-01-22 02:30:00, 160.0, 100.0,4
4.2, None,0.0, 9.6,2020-01-22 02:45:00, 164.0, 100.0,4
4.3, 0.0,0.25, 9.5,2020-01-22 03:00:00, 172.0, 100.0,4
5.0, None,0.0, 12.4,2020-01-22 03:15:00, 175.0, 100.0,4
4.9, None,0.25, 9.3,2020-01-22 03:30:00, 168.0, 100.0,4
4.9, None,0.0, 12.4,2020-01-22 03:45:00, 167.0, 100.0,4
5.0, 1.0,0.51, 11.9,2020-01-22 04:00:00, 170.0, 100.0,4
4.8, None,0.25, 9.1,2020-01-22 04:15:00, 172.0, 100.0,4
4.4, None,0.0, 9.6,2020-01-22 04:30:00, 148.0, 100.0,4
4.2, None,0.0, 9.9,2020-01-22 04:45:00, 146.0, 100.0,4
4.0, 1.0,0.0, 11.6,2020-01-22 05:00:00, 147.0, 100.0,4
3.8, None,0.0, 9.8,2020-01-22 05:15:00, 159.0, 100.0,4
3.7, None,0.0, 4.3,2020-01-22 05:30:00, 216.0, 100.0,4
3.0, None,0.25, 6.4,2020-01-22 05:45:00, 168.0, 100.0,4
2.5, 0.0,0.0, 5.6,2020-01-22 06:00:00, 162.0, 100.0,4
