wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,snw_dpth
31.0, None, None,0.0, None,6.2, None,2.1, None, None, None,66.0,2018-10-22 00:00:00,43,
34.0, None, None,0.0, None,5.7, None,1.8, None, None, None,65.0,2018-10-22 01:00:00,43,
32.0, None, None,0.0, None,4.8, None,1.4, None, None, None,64.0,2018-10-22 02:00:00,43,
23.0, None, None,0.0, None,4.7, None,1.1, None, None, None,64.0,2018-10-22 03:00:00,43,
26.0, None, None,0.0, None,4.9, None,1.0, None, None, None,68.0,2018-10-22 04:00:00,43,
28.0, None, None,0.0, None,6.3, None,1.5, None, None, None,64.0,2018-10-22 05:00:00,43,
29.0, None, None,0.0, None,6.2, None,1.5, None, None, None,66.0,2018-10-22 06:00:00,43,
22.0, None, None,0.0, None,5.4, None,1.1, None, None, None,67.0,2018-10-22 07:00:00,43,
30.0, None, None,0.0, None,4.8, None,3.2, None, None, None,57.0,2018-10-22 08:00:00,43,
42.0, None, None,0.0, None,4.7, None,8.2, None, None, None,45.0,2018-10-22 09:00:00,43,
56.0, None, None,0.0, None,5.9, None,11.1, None, None, None,35.0,2018-10-22 10:00:00,43,
99.0, None, None,0.0, None,6.8, None,11.8, None, None, None,33.0,2018-10-22 11:00:00,43,
95.0, None, None,0.0, None,6.7, None,13.4, None, None, None,31.0,2018-10-22 12:00:00,43,
95.0, None, None,0.0, None,6.1, None,14.0, None, None, None,30.0,2018-10-22 13:00:00,43,
83.0, None, None,0.0, None,5.1, None,14.2, None, None, None,30.0,2018-10-22 14:00:00,43,
80.0, None, None,0.0, None,4.2, None,13.8, None, None, None,32.0,2018-10-22 15:00:00,43,
52.0, None, None,0.0, None,3.4, None,10.5, None, None, None,47.0,2018-10-22 16:00:00,43,
25.0, None, None,0.0, None,4.7, None,6.0, None, None, None,61.0,2018-10-22 17:00:00,43,
25.0, None, None,0.0, None,5.1, None,4.5, None, None, None,63.0,2018-10-22 18:00:00,43,
19.0, None, None,0.0, None,4.4, None,3.7, None, None, None,66.0,2018-10-22 19:00:00,43,
20.0, None, None,0.0, None,5.5, None,3.5, None, None, None,66.0,2018-10-22 20:00:00,43,
22.0, None, None,0.0, None,6.1, None,3.4, None, None, None,67.0,2018-10-22 21:00:00,43,
23.0, None, None,0.0, None,6.3, None,3.4, None, None, None,66.0,2018-10-22 22:00:00,43,
