ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
12.0, 0.0, -20.0, 12.0,2021-12-17, 126.0, -13.0,51
9.0, 0.0, -15.0, 9.0,2021-12-18, 142.0, -8.5,51
0.0, 0.0, -16.0, 0.0,2021-12-19, 143.0, -14.5,51
0.0, 0.0, -19.0, 0.0,2021-12-20, 140.0, -12.0,51
1.0, 0.0, -18.0, 1.0,2021-12-21, 140.0, -4.0,51
1.0, 0.0, -10.0, 1.0,2021-12-22, 133.0, -6.5,51
8.0, 0.0, -9.5, 8.0,2021-12-23, 132.0, -13.0,51
