wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
10.0, 101.5, 10.4, 270.0, 82.0, 13.4,2021-08-27 00:00:00, None, None, None, None, -0.04,35
5.0, 101.5, 10.7, 247.5, 84.0, 13.3,2021-08-27 01:00:00, None, None, None, None, -0.02,35
5.0, 101.5, 10.4, 247.5, 88.0, 12.4,2021-08-27 02:00:00, None, None, None, None, 0.0,35
9.0, 101.5, 10.0, 247.5, 87.0, 12.0,2021-08-27 03:00:00, None, None, None, None, 0.01,35
6.0, 101.5, 9.5, 270.0, 84.0, 12.2,2021-08-27 04:00:00, None, None, None, None, 0.0,35
8.0, 101.6, 10.3, 270.0, 85.0, 12.8,2021-08-27 05:00:00, None, None, None, None, 0.04,35
4.0, 101.6, 9.4, 225.0, 78.0, 13.2,2021-08-27 06:00:00, None, None, None, None, 0.03,35
6.0, 101.7, 9.3, 292.5, 75.0, 13.6,2021-08-27 07:00:00, None, None, None, None, 0.09,35
2.0, 101.7, 11.6, 337.5, 78.0, 15.4,2021-08-27 08:00:00, None, None, None, None, 0.12,35
2.0, 101.7, 10.9, 22.5, 68.0, 16.9,2021-08-27 09:00:00, None, None, None, None, 0.12,35
0.0, 101.7, 9.9, None, 58.0, 18.2,2021-08-27 10:00:00, None, None, None, None, 0.08,35
5.0, 101.7, 11.4, 45.0, 58.0, 20.0,2021-08-27 11:00:00, None, None, None, None, 0.04,35
4.0, 101.7, 8.8, 67.5, 47.0, 20.7,2021-08-27 12:00:00, None, None, None, None, 0.01,35
7.0, 101.7, 8.4, 0.0, 46.0, 20.2,2021-08-27 13:00:00, None, None, None, None, -0.02,35
13.0, 101.7, 9.2, 337.5, 47.0, 20.9,2021-08-27 14:00:00, None, None, None, None, -0.03,35
9.0, 101.7, 8.3, 0.0, 41.0, 22.2,2021-08-27 15:00:00, None, None, None, None, 0.0,35
22.0, 101.7, 7.6, 337.5, 40.0, 21.7,2021-08-27 16:00:00, None, None, 37.0, None, 0.0,35
7.0, 101.7, 6.1, 315.0, 37.0, 21.3,2021-08-27 17:00:00, None, None, None, None, 0.01,35
6.0, 101.7, 7.8, 292.5, 43.0, 20.9,2021-08-27 18:00:00, None, None, None, None, 0.03,35
5.0, 101.7, 7.4, 337.5, 45.0, 19.7,2021-08-27 19:00:00, None, None, None, None, 0.02,35
3.0, 101.8, 9.7, 202.5, 63.0, 16.7,2021-08-27 20:00:00, None, None, None, None, 0.06,35
1.0, 101.9, 8.3, 180.0, 61.0, 15.9,2021-08-27 21:00:00, None, None, None, None, 0.12,35
5.0, 101.9, 7.9, 270.0, 61.0, 15.4,2021-08-27 22:00:00, None, None, None, None, 0.14,35
7.0, 101.9, 7.7, 337.5, 54.0, 17.0,2021-08-27 23:00:00, 11.6, 0.0, 37.0, 22.9, 0.13,35
8.0, 102.0, 7.2, 247.5, 59.0, 15.0,2021-08-28 00:00:00, None, None, None, None, 0.13,35
9.0, 102.0, 7.1, 270.0, 62.0, 14.2,2021-08-28 01:00:00, None, None, None, None, 0.12,35
6.0, 102.0, 6.8, 270.0, 64.0, 13.4,2021-08-28 02:00:00, None, None, None, None, 0.1,35
9.0, 102.1, 6.1, 270.0, 68.0, 11.8,2021-08-28 03:00:00, None, None, None, None, 0.06,35
3.0, 102.1, 6.2, 247.5, 71.0, 11.3,2021-08-28 04:00:00, None, None, None, None, 0.05,35
10.0, 102.1, 6.3, 270.0, 69.0, 11.8,2021-08-28 05:00:00, None, None, None, None, 0.06,35
10.0, 102.1, 6.4, 292.5, 67.0, 12.3,2021-08-28 06:00:00, None, None, None, None, 0.04,35
10.0, 102.1, 6.8, 292.5, 65.0, 13.3,2021-08-28 07:00:00, None, None, None, None, 0.06,35
7.0, 102.2, 6.3, 315.0, 55.0, 15.3,2021-08-28 08:00:00, None, None, None, None, 0.09,35
7.0, 102.2, 9.6, 45.0, 62.0, 17.0,2021-08-28 09:00:00, None, None, None, None, 0.07,35
9.0, 102.1, 9.6, 22.5, 60.0, 17.4,2021-08-28 10:00:00, None, None, None, None, -0.04,35
