ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
0.0,0.0,-7.0,0.0,2020-02-12,177.0,0.0,7,,,,,
1.4,0.0,-6.0,1.4,2020-02-13,175.0,-2.5,7,,,,,
6.0,0.0,-6.5,6.0,2020-02-14,174.0,-2.0,7,,,,,
1.0,0.0,-6.5,1.0,2020-02-15,178.0,-0.5,7,,,,,
6.0,0.0,-9.0,6.0,2020-02-16,177.0,-4.0,7,,,,,
0.0,0.0,-9.0,0.0,2020-02-17,180.0,-3.0,7,,,,,
1.0,0.0,-12.0,1.0,2020-02-18,178.0,-4.0,7,,,,,
,,,,2020-02-12 00:00:00,,,7,0.0,-8.1,219.0,100.0,0.0
,,,,2020-02-12 01:00:00,,,7,0.0,-8.6,217.0,100.0,0.0
,,,,2020-02-12 02:00:00,,,7,0.0,-8.7,217.0,100.0,0.0
,,,,2020-02-12 03:00:00,,,7,0.0,-8.7,218.0,100.0,0.0
,,,,2020-02-12 04:00:00,,,7,0.0,-9.1,216.0,100.0,0.0
,,,,2020-02-12 05:00:00,,,7,0.0,-9.4,219.0,100.0,0.0
,,,,2020-02-12 06:00:00,,,7,0.0,-9.6,216.0,100.0,0.0
,,,,2020-02-12 07:00:00,,,7,0.0,-7.9,215.0,100.0,0.0
,,,,2020-02-12 08:00:00,,,7,0.0,-4.4,214.0,100.0,0.0
,,,,2020-02-12 09:00:00,,,7,0.0,-3.4,218.0,100.0,0.0
,,,,2020-02-12 10:00:00,,,7,0.0,0.3,214.0,100.0,0.0
,,,,2020-02-12 11:00:00,,,7,0.0,1.4,214.0,100.0,0.0
,,,,2020-02-12 12:00:00,,,7,0.0,2.8,217.0,89.0,0.0
,,,,2020-02-12 13:00:00,,,7,1.6,2.5,217.0,90.0,0.0
,,,,2020-02-12 14:00:00,,,7,0.0,2.4,217.0,92.0,0.0
,,,,2020-02-12 15:00:00,,,7,0.0,0.3,217.0,100.0,0.0
,,,,2020-02-12 16:00:00,,,7,0.0,-3.8,217.0,100.0,0.0
,,,,2020-02-12 17:00:00,,,7,1.6,-5.8,217.0,100.0,0.0
,,,,2020-02-12 18:00:00,,,7,0.0,-5.9,217.0,100.0,0.0
,,,,2020-02-12 19:00:00,,,7,0.0,-6.0,217.0,99.0,0.0
,,,,2020-02-12 20:00:00,,,7,1.6,-6.0,217.0,99.0,0.0
,,,,2020-02-12 21:00:00,,,7,1.6,-6.1,216.0,100.0,0.0
,,,,2020-02-12 22:00:00,,,7,1.7,-6.6,212.0,99.0,0.0
,,,,2020-02-12 23:00:00,,,7,1.7,-6.1,204.0,98.0,0.0
,,,,2020-02-13 00:00:00,,,7,1.7,-6.2,200.0,97.0,0.0
,,,,2020-02-13 01:00:00,,,7,1.7,-6.7,199.0,99.0,0.0
,,,,2020-02-13 02:00:00,,,7,1.6,-7.5,184.0,100.0,0.0
,,,,2020-02-13 03:00:00,,,7,1.8,-6.4,191.0,100.0,0.0
,,,,2020-02-13 04:00:00,,,7,1.7,-7.0,183.0,99.0,0.0
,,,,2020-02-13 05:00:00,,,7,1.6,-7.4,184.0,100.0,0.0
,,,,2020-02-13 06:00:00,,,7,1.7,-6.7,174.0,100.0,0.0
,,,,2020-02-13 07:00:00,,,7,1.6,-6.9,178.0,100.0,0.0
,,,,2020-02-13 08:00:00,,,7,0.0,-6.6,178.0,100.0,0.0
,,,,2020-02-13 09:00:00,,,7,1.6,-6.3,180.0,100.0,0.0
,,,,2020-02-13 10:00:00,,,7,1.7,-6.3,178.0,100.0,0.0
,,,,2020-02-13 11:00:00,,,7,1.8,-6.2,185.0,100.0,0.0
,,,,2020-02-13 12:00:00,,,7,1.8,-5.9,190.0,100.0,0.0
,,,,2020-02-13 13:00:00,,,7,1.7,-5.8,191.0,100.0,0.0
,,,,2020-02-13 14:00:00,,,7,1.6,-5.4,191.0,100.0,0.0
,,,,2020-02-13 15:00:00,,,7,1.6,-5.5,197.0,100.0,0.0
,,,,2020-02-13 16:00:00,,,7,0.0,-5.6,199.0,100.0,0.0
,,,,2020-02-13 17:00:00,,,7,0.0,-5.8,201.0,100.0,0.0
,,,,2020-02-13 18:00:00,,,7,0.0,-6.3,207.0,100.0,0.0
,,,,2020-02-13 19:00:00,,,7,0.0,-7.2,208.0,100.0,0.0
,,,,2020-02-13 20:00:00,,,7,0.0,-7.8,211.0,100.0,0.0
,,,,2020-02-13 21:00:00,,,7,1.6,-8.3,211.0,100.0,0.0
,,,,2020-02-13 22:00:00,,,7,1.6,-8.5,212.0,100.0,0.0
,,,,2020-02-13 23:00:00,,,7,0.0,-8.9,213.0,100.0,0.0
,,,,2020-02-14 00:00:00,,,7,0.0,-8.6,212.0,100.0,0.0
,,,,2020-02-14 01:00:00,,,7,0.0,-8.7,215.0,100.0,0.0
