TempC,time,RH,week_of_year
3.775,2021-04-16 00:00:00,75.9,16
3.88,2021-04-16 01:00:00,67.6,16
2.956,2021-04-16 02:00:00,68.8,16
2.77,2021-04-16 03:00:00,71.9,16
2.316,2021-04-16 04:00:00,71.9,16
2.047,2021-04-16 05:00:00,73.5,16
3.142,2021-04-16 06:00:00,72.0,16
4.921,2021-04-16 07:00:00,67.5,16
8.419,2021-04-16 08:00:00,59.6,16
12.195,2021-04-16 09:00:00,50.6,16
14.96,2021-04-16 10:00:00,42.0,16
18.628,2021-04-16 11:00:00,35.4,16
19.151,2021-04-16 12:00:00,31.8,16
19.341,2021-04-16 13:00:00,31.1,16
19.508,2021-04-16 14:00:00,29.4,16
19.08,2021-04-16 15:00:00,30.0,16
18.628,2021-04-16 16:00:00,29.7,16
15.796,2021-04-16 17:00:00,33.7,16
10.565,2021-04-16 18:00:00,44.3,16
7.519,2021-04-16 19:00:00,56.1,16
4.636,2021-04-16 20:00:00,63.2,16
2.155,2021-04-16 21:00:00,70.7,16
0.907,2021-04-16 22:00:00,75.5,16
0.135,2021-04-16 23:00:00,78.9,16
1.697,2021-04-17 00:00:00,80.8,16
2.101,2021-04-17 01:00:00,78.0,16
1.48,2021-04-17 02:00:00,77.1,16
1.18,2021-04-17 03:00:00,79.9,16
2.396,2021-04-17 04:00:00,77.7,16
1.778,2021-04-17 05:00:00,77.1,16
2.797,2021-04-17 06:00:00,77.3,16
5.462,2021-04-17 07:00:00,71.0,16
9.213,2021-04-17 08:00:00,66.3,16
12.727,2021-04-17 09:00:00,52.0,16
16.225,2021-04-17 10:00:00,41.6,16
19.246,2021-04-17 11:00:00,34.5,16
19.389,2021-04-17 12:00:00,30.1,16
19.984,2021-04-17 13:00:00,29.2,16
20.031,2021-04-17 14:00:00,28.3,16
19.817,2021-04-17 15:00:00,29.0,16
18.675,2021-04-17 16:00:00,28.1,16
17.534,2021-04-17 17:00:00,31.0,16
11.419,2021-04-17 18:00:00,40.6,16
7.695,2021-04-17 19:00:00,54.6,16
4.74,2021-04-17 20:00:00,62.0,16
2.956,2021-04-17 21:00:00,69.1,16
1.832,2021-04-17 22:00:00,73.2,16
0.742,2021-04-17 23:00:00,76.9,16
-0.789,2021-04-18 00:00:00,80.4,16
-1.641,2021-04-18 01:00:00,84.6,16
-2.073,2021-04-18 02:00:00,87.4,16
-2.45,2021-04-18 03:00:00,89.1,16
-2.363,2021-04-18 04:00:00,90.4,16
-1.67,2021-04-18 05:00:00,90.8,16
-0.367,2021-04-18 06:00:00,90.6,16
4.48,2021-04-18 07:00:00,86.0,16
5.205,2021-04-18 08:00:00,67.2,16
7.72,2021-04-18 09:00:00,52.4,16
9.114,2021-04-18 10:00:00,43.5,16
11.394,2021-04-18 11:00:00,38.2,16
10.149,2021-04-18 12:00:00,33.2,16
9.756,2021-04-18 13:00:00,30.6,16
10.173,2021-04-18 14:00:00,28.1,16
9.534,2021-04-18 15:00:00,27.2,16
8.99,2021-04-18 16:00:00,27.8,16
7.795,2021-04-18 17:00:00,30.2,16
6.306,2021-04-18 18:00:00,34.1,16
2.396,2021-04-18 19:00:00,43.9,16
0.467,2021-04-18 20:00:00,52.2,16
-1.842,2021-04-18 21:00:00,61.5,16
-1.527,2021-04-18 22:00:00,69.6,16
-2.683,2021-04-18 23:00:00,73.3,16
-3.212,2021-04-19 00:00:00,77.1,16
-3.836,2021-04-19 01:00:00,77.9,16
-4.257,2021-04-19 02:00:00,79.3,16
-4.682,2021-04-19 03:00:00,81.3,16
-4.59,2021-04-19 04:00:00,82.4,16
-4.865,2021-04-19 05:00:00,82.8,16
-3.183,2021-04-19 06:00:00,81.4,16
1.017,2021-04-19 07:00:00,75.5,16
4.194,2021-04-19 08:00:00,56.9,16
6.788,2021-04-19 09:00:00,45.5,16
9.064,2021-04-19 10:00:00,38.0,16
11.904,2021-04-19 11:00:00,31.1,16
11.977,2021-04-19 12:00:00,27.3,16
12.461,2021-04-19 13:00:00,23.9,16
12.871,2021-04-19 14:00:00,24.5,16
13.137,2021-04-19 15:00:00,25.1,16
12.727,2021-04-19 16:00:00,25.2,16
11.807,2021-04-19 17:00:00,27.6,16
7.92,2021-04-19 18:00:00,34.7,16
4.298,2021-04-19 19:00:00,51.0,16
1.044,2021-04-19 20:00:00,54.8,16
-1.299,2021-04-19 21:00:00,64.0,16
