wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
117.0, None, None,0.0, None,4.4, None,4.8, None, None,76.0,2019-03-19 00:00:00, None,12
151.0, None, None,0.0, None,6.0, None,4.5, None, None,76.0,2019-03-19 01:00:00, None,12
105.0, None, None,0.0, None,2.9, None,3.7, None, None,83.0,2019-03-19 02:00:00, None,12
122.0, None, None,0.0, None,4.0, None,3.3, None, None,82.0,2019-03-19 03:00:00, None,12
121.0, None, None,0.0, None,3.7, None,3.2, None, None,84.0,2019-03-19 04:00:00, None,12
115.0, None, None,0.0, None,4.3, None,3.2, None, None,84.0,2019-03-19 05:00:00, None,12
92.0, None, None,0.0, None,3.7, None,2.9, None, None,84.0,2019-03-19 06:00:00, None,12
97.0, None, None,0.0, None,3.2, None,3.3, None, None,83.0,2019-03-19 07:00:00, None,12
114.0, None, None,0.0, None,3.8, None,3.8, None, None,82.0,2019-03-19 08:00:00, None,12
109.0, None, None,0.0, None,4.0, None,4.2, None, None,80.0,2019-03-19 09:00:00, None,12
87.0, None, None,0.0, None,3.2, None,7.5, None, None,63.0,2019-03-19 10:00:00, None,12
350.0, None, None,0.0, None,4.7, None,15.0, None, None,33.0,2019-03-19 11:00:00, None,12
322.0, None, None,0.0, None,4.2, None,16.9, None, None,34.0,2019-03-19 12:00:00, None,12
240.0, None, None,0.0, None,5.1, None,18.4, None, None,27.0,2019-03-19 13:00:00, None,12
243.0, None, None,0.0, None,5.0, None,19.3, None, None,29.0,2019-03-19 14:00:00, None,12
235.0, None, None,0.0, None,3.9, None,19.1, None, None,27.0,2019-03-19 15:00:00, None,12
250.0, None, None,0.0, None,3.8, None,20.2, None, None,26.0,2019-03-19 16:00:00, None,12
279.0, None, None,0.0, None,3.2, None,18.2, None, None,32.0,2019-03-19 17:00:00, None,12
107.0, None, None,0.0, None,3.6, None,9.6, None, None,72.0,2019-03-19 18:00:00, None,12
105.0, None, None,0.0, None,5.2, None,7.3, None, None,74.0,2019-03-19 19:00:00, None,12
103.0, None, None,0.0, None,5.0, None,6.6, None, None,73.0,2019-03-19 20:00:00, None,12
109.0, None, None,0.0, None,5.0, None,6.4, None, None,72.0,2019-03-19 21:00:00, None,12
108.0, None, None,0.0, None,5.0, None,6.2, None, None,75.0,2019-03-19 22:00:00, None,12
105.0, None, None,0.0, None,3.9, None,5.5, None, None,78.0,2019-03-19 23:00:00, None,12
110.0, None, None,0.0, None,3.9, None,5.3, None, None,77.0,2019-03-20 00:00:00, None,12
104.0, None, None,0.0, None,4.1, None,5.2, None, None,77.0,2019-03-20 01:00:00, None,12
114.0, None, None,0.0, None,4.5, None,5.3, None, None,78.0,2019-03-20 02:00:00, None,12
128.0, None, None,0.0, None,5.4, None,5.2, None, None,78.0,2019-03-20 03:00:00, None,12
