station_observations
time, tasmin, tasmax, pcp
2017-01-01 00:00:00, -19.9, -10.8, 2.6
2017-01-02 00:00:00, -21.5, -12.2, 0.5
2017-01-03 00:00:00, -14.6, -5.1, 0.0
2017-01-04 00:00:00, -13.4, -4.9, 0.2
2017-01-05 00:00:00, -7.9, -4.8, 5.5
2017-01-06 00:00:00, -11.9, -7.0, 4.8
2017-01-07 00:00:00, -19.6, -11.9, 0.0
2017-01-08 00:00:00, -21.5, -15.7, 2.9
2017-01-09 00:00:00, -21.5, -14.8, 6.7
2017-01-10 00:00:00, -24.1, -16.7, 1.1
2017-01-11 00:00:00, -20.2, -6.5, 0.6
2017-01-12 00:00:00, -13.5, -5.6, 0.3
2017-01-13 00:00:00, -8.1, -4.4, 0.0
2017-01-14 00:00:00, -4.7, -0.5, 0.8
2017-01-15 00:00:00, -3.3, 0.2, 3.6
2017-01-16 00:00:00, -0.8, 1.6, 10.6
2017-01-17 00:00:00, -0.9, 1.0, 15.5
2017-01-18 00:00:00, -1.0, 2.4, 11.8
2017-01-19 00:00:00, -4.9, -0.8, 0.0
2017-01-20 00:00:00, -9.1, 1.5, 0.0
2017-01-21 00:00:00, -9.5, -4.4, 0.0
2017-01-22 00:00:00, -9.1, -5.1, 0.0
2017-01-23 00:00:00, -12.7, -0.5, 0.0
2017-01-24 00:00:00, -6.4, -0.4, 0.0
2017-01-25 00:00:00, -4.1, 0.2, 0.0
2017-01-26 00:00:00, -4.6, 0.0, 0.0
2017-01-27 00:00:00, -4.7, 1.7, 0.0
2017-01-28 00:00:00, -1.2, 2.2, 1.8
2017-01-29 00:00:00, -7.6, -1.3, 5.4
2017-01-30 00:00:00, -11.8, -3.4, 1.3
2017-01-31 00:00:00, -11.8, -3.5, 0.6
2017-02-01 00:00:00, -21.6, -10.1, 0.6
2017-02-02 00:00:00, -21.6, -10.6, 1.8
2017-02-03 00:00:00, -21.6, -16.2, 5.2
2017-02-04 00:00:00, -20.9, -14.7, 0.0
2017-02-05 00:00:00, -23.2, -16.6, 0.0
2017-02-06 00:00:00, -25.9, -14.9, 0.7
2017-02-07 00:00:00, -28.2, -19.2, 0.0
2017-02-08 00:00:00, -25.4, -11.8, 0.0
2017-02-09 00:00:00, -20.4, -10.4, 11.2
2017-02-10 00:00:00, -18.0, -6.1, 0.0
2017-02-11 00:00:00, -8.9, -3.0, 0.0
2017-02-12 00:00:00, -4.4, 0.3, 2.8
2017-02-13 00:00:00, -2.0, 6.1, 2.6
2017-02-14 00:00:00, -0.2, 6.0, 14.0
2017-02-15 00:00:00, -1.3, 4.0, 10.3
2017-02-16 00:00:00, -4.6, 1.5, 9.1
2017-02-17 00:00:00, -9.5, -0.4, 0.0
2017-02-18 00:00:00, -15.0, -6.4, 0.3
2017-02-19 00:00:00, -8.5, -3.7, 0.1
2017-02-20 00:00:00, -8.1, -1.6, 0.0
2017-02-21 00:00:00, -9.2, -2.1, 0.0
2017-02-22 00:00:00, -14.1, -1.3, 0.0
2017-02-23 00:00:00, -17.9, -5.4, 0.0
2017-02-24 00:00:00, -18.2, -6.9, 0.0
2017-02-25 00:00:00, -16.6, -3.8, 12.3
2017-02-26 00:00:00, -18.5, -5.4, 5.7
2017-02-27 00:00:00, -15.1, -5.7, 7.0
2017-02-28 00:00:00, -17.5, -5.2, 0.0
2017-03-01 00:00:00, -11.9, -3.8, 0.0
2017-03-02 00:00:00, -6.9, 0.6, 14.6
2017-03-03 00:00:00, -16.8, -2.7, 0.7
2017-03-04 00:00:00, -17.4, -7.1, 0.4
2017-03-05 00:00:00, -17.8, -5.7, 2.7
2017-03-06 00:00:00, -15.9, -5.4, 0.0
2017-03-07 00:00:00, -16.9, -7.6, 0.0
2017-03-08 00:00:00, -21.6, -12.0, 0.0
2017-03-09 00:00:00, -19.7, -13.5, 0.0
2017-03-10 00:00:00, -19.7, -13.0, 3.7
2017-03-11 00:00:00, -18.0, -13.7, 8.0
2017-03-12 00:00:00, -16.1, 0.8, 8.3
2017-03-13 00:00:00, -1.0, 4.8, 2.3
2017-03-14 00:00:00, -5.4, 4.8, 7.0
2017-03-15 00:00:00, -8.6, 1.1, 0.0
2017-03-16 00:00:00, -8.8, 0.9, 0.0
2017-03-17 00:00:00, -6.4, -1.5, 6.2
2017-03-18 00:00:00, -10.0, -0.7, 7.0
2017-03-19 00:00:00, -9.5, -0.1, 0.0
2017-03-20 00:00:00, -14.7, 0.5, 1.4
2017-03-21 00:00:00, -11.2, 0.4, 13.7
2017-03-22 00:00:00, -5.7, 5.7, 3.2
2017-03-23 00:00:00, -6.7, 2.9, 0.0
2017-03-24 00:00:00, -5.9, 3.8, 5.9
2017-03-25 00:00:00, -6.7, 1.4, 0.0
2017-03-26 00:00:00, -9.4, 0.5, 3.2
2017-03-27 00:00:00, -5.6, 5.8, 0.8
2017-03-28 00:00:00, -3.2, 4.8, 0.1
2017-03-29 00:00:00, -5.9, 2.0, 3.4
2017-03-30 00:00:00, -4.5, 6.6, 0.0
2017-03-31 00:00:00, -3.4, 4.2, 3.9
2017-04-01 00:00:00, -5.9, 5.0, 3.4
