pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 11.08, None, None, None, None, None, None, None, 11.1, 10.3, 1.9, None, None, 11.1, None, None,2022-09-24 00:00:00, None, None, None,39
None, None, 11.56, None, None, None, None, None, None, None, 11.6, 10.3, -1.1, None, None, 11.6, None, None,2022-09-24 01:00:00, None, None, None,39
None, None, 11.7, None, None, None, None, None, None, None, 11.7, 10.3, 0.2, None, None, 11.8, None, None,2022-09-24 02:00:00, None, None, None,39
None, None, 11.62, None, None, None, None, None, None, None, 11.6, 10.3, 0.9, None, None, 11.8, None, None,2022-09-24 03:00:00, None, None, None,39
None, None, 11.53, None, None, None, None, None, None, None, 11.5, 10.3, 0.6, None, None, 11.8, None, None,2022-09-24 04:00:00, None, None, None,39
None, None, 11.01, None, None, None, None, None, None, None, 11.0, 10.3, 1.3, None, None, 11.8, None, None,2022-09-24 05:00:00, None, None, None,39
None, None, 10.93, None, None, None, None, None, None, None, 10.9, 10.3, 0.8, None, None, 11.8, None, None,2022-09-24 06:00:00, None, None, None,39
None, None, 10.96, None, None, None, None, None, None, None, 11.0, 10.9, 0.4, None, None, 11.0, None, None,2022-09-24 07:00:00, None, None, None,39
None, None, 10.86, None, None, None, None, None, None, None, 10.9, 10.8, 0.6, None, None, 11.0, None, None,2022-09-24 08:00:00, None, None, None,39
None, None, 11.02, None, None, None, None, None, None, None, 11.0, 10.7, 1.4, None, None, 11.0, None, None,2022-09-24 09:00:00, None, None, None,39
None, None, 11.65, None, None, None, None, None, None, None, 11.7, 10.7, 0.3, None, None, 11.7, None, None,2022-09-24 10:00:00, None, None, None,39
None, None, 11.79, None, None, None, None, None, None, None, 11.8, 10.7, 0.2, None, None, 12.1, None, None,2022-09-24 11:00:00, None, None, None,39
None, None, 12.31, None, None, None, None, None, None, None, 12.3, 10.7, 0.1, None, None, 12.4, None, None,2022-09-24 12:00:00, None, None, None,39
None, None, 12.63, None, None, None, None, None, None, None, 12.6, 10.7, 0.1, None, None, 12.8, None, None,2022-09-24 13:00:00, None, None, None,39
