pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, 10.73, 65.15, 14.1, 65.0, 23.48, 4.69, 277.1, 5.0, 10.7, 10.7, None, 0.0, 5.0, 699.8, 0.0,2022-09-24 00:00:00, 700.0,39
None, 9.43, 68.02, 14.1, 68.0, 14.51, 5.898, 260.1, 4.0, 9.4, 9.7, None, 0.0, 4.0, 699.9, 0.0,2022-09-24 01:00:00, 700.0,39
None, 8.67, 72.1, 14.1, 72.0, 45.35, 3.521, 300.7, 4.0, 8.7, 8.0, None, 0.0, 4.0, 700.2, 0.0,2022-09-24 02:00:00, 700.0,39
None, 8.18, 74.73, 14.1, 75.0, 29.21, 4.125, 258.6, 4.0, 8.2, 7.8, None, 0.0, 4.0, 700.5, 0.0,2022-09-24 03:00:00, 701.0,39
None, 7.886, 76.35, 14.1, 76.0, 51.57, 3.912, 259.9, 4.0, 7.9, 7.5, None, 0.0, 4.0, 700.7, 0.0,2022-09-24 04:00:00, 701.0,39
None, 7.975, 76.51, 14.1, 77.0, 29.79, 5.589, 244.1, 4.0, 8.0, 7.3, None, 0.0, 4.0, 700.9, 0.0,2022-09-24 05:00:00, 701.0,39
None, 7.05, 79.5, 14.1, 80.0, 21.01, 5.922, 252.7, 4.0, 7.1, 7.2, None, 0.0, 4.0, 701.2, 0.0,2022-09-24 06:00:00, 701.0,39
None, 6.491, 82.0, 7.3, 82.0, 64.5, 3.217, 239.4, 3.0, 6.5, 6.0, None, 0.0, 3.0, 701.5, 0.0,2022-09-24 07:00:00, 702.0,39
None, 6.835, 81.2, 7.3, 81.0, 62.3, 2.897, 224.2, 4.0, 6.8, 6.0, None, 0.0, 4.0, 701.8, 0.0,2022-09-24 08:00:00, 702.0,39
None, 9.52, 70.03, 9.9, 70.0, 58.7, 1.641, 146.5, 4.0, 9.5, 6.0, None, 0.0, 4.0, 702.2, 0.0,2022-09-24 09:00:00, 702.0,39
None, 10.88, 67.31, 11.0, 67.0, 34.44, 5.212, 180.5, 6.0, 10.9, 6.0, None, 0.0, 6.0, 702.6, 0.0,2022-09-24 10:00:00, 703.0,39
None, 12.22, 61.91, 12.3, 62.0, 28.62, 7.661, 169.6, 5.0, 12.2, 6.0, None, 0.0, 5.0, 702.5, 0.0,2022-09-24 11:00:00, 703.0,39
None, 13.33, 56.49, 13.8, 56.0, 38.09, 5.456, 170.4, 5.0, 13.3, 6.0, None, 0.0, 5.0, 702.5, 0.0,2022-09-24 12:00:00, 703.0,39
None, 15.61, 48.57, 16.1, 49.0, 30.16, 8.05, 155.8, 5.0, 15.6, 6.0, None, 0.0, 5.0, 702.4, 0.0,2022-09-24 13:00:00, 702.0,39
None, 16.88, 41.13, 17.9, 41.0, 35.84, 9.19, 146.8, 4.0, 16.9, 6.0, None, 0.0, 4.0, 702.4, 0.0,2022-09-24 14:00:00, 702.0,39
None, 17.19, 40.02, 17.9, 40.0, 21.67, 14.22, 181.5, 4.0, 17.2, 6.0, None, 0.0, 4.0, 702.3, 0.0,2022-09-24 15:00:00, 702.0,39
None, 17.74, 39.34, 18.0, 39.0, 17.29, 15.2, 186.0, 4.0, 17.7, 6.0, None, 0.0, 4.0, 702.1, 0.0,2022-09-24 16:00:00, 702.0,39
None, 17.58, 39.8, 18.0, 40.0, 17.42, 14.33, 181.6, 4.0, 17.6, 6.0, None, 0.0, 4.0, 702.0, 0.0,2022-09-24 17:00:00, 702.0,39
None, 17.1, 41.27, 18.0, 41.0, 18.47, 11.99, 177.7, 4.0, 17.1, 6.0, None, 0.0, 4.0, 701.9, 0.0,2022-09-24 18:00:00, 702.0,39
None, 15.62, 47.06, 17.1, 47.0, 18.64, 8.56, 194.3, 5.0, 15.6, 15.7, None, 0.0, 5.0, 701.9, 0.0,2022-09-24 19:00:00, 702.0,39
