wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
3.8, None, 254.0, 136.0, 0.0, 0.0, None, 0.0, 5.3, 0.0,2022-04-23 00:00:00,17
5.5, None, 245.0, 291.0, 0.0, 0.0, None, 0.0, 5.9, 0.0,2022-04-23 01:00:00,17
3.4, None, 136.0, 305.0, 0.0, 0.0, None, 0.0, 3.8, 0.0,2022-04-23 02:00:00,17
6.6, None, 291.0, 295.0, 0.0, 0.0, None, 0.0, 5.5, 0.0,2022-04-23 03:00:00,17
7.5, None, None, 234.0, None, 0.0, None, None, None, 0.0,2022-04-23 04:00:00,17
5.9, None, 295.0, 247.0, 0.0, 0.0, None, 0.0, 6.6, 0.0,2022-04-23 05:00:00,17
2.9, None, None, 293.0, None, 0.0, None, None, None, 0.0,2022-04-23 06:00:00,17
5.0, None, 247.0, 253.0, 0.0, 0.0, None, 0.0, 5.9, 0.0,2022-04-23 07:00:00,17
9.3, None, 293.0, 136.0, 0.0, 0.0, None, 0.0, 2.9, 0.0,2022-04-23 08:00:00,17
6.7, None, 253.0, 163.0, 0.0, 0.0, None, 0.0, None, 0.0,2022-04-23 09:00:00,17
7.7, None, 136.0, 209.0, 0.0, 0.0, None, 0.0, 9.3, 0.0,2022-04-23 10:00:00,17
11.0, None, 163.0, 190.0, 0.0, 0.0, None, 0.0, 6.7, 0.0,2022-04-23 11:00:00,17
10.4, None, 209.0, 212.0, 0.0, 0.0, 0.0, 0.0, 7.7, 0.0,2022-04-23 12:00:00,17
11.0, None, 190.0, 221.0, 0.0, 0.0, 0.0, 0.0, None, 0.0,2022-04-23 13:00:00,17
6.8, None, 212.0, 165.0, 0.0, 0.0, 0.0, 0.0, 10.4, 0.0,2022-04-23 14:00:00,17
9.5, None, 221.0, 223.0, 0.0, 0.0, 0.0, 0.0, None, 0.0,2022-04-23 15:00:00,17
10.6, None, 165.0, 214.0, 0.0, 0.0, 0.0, 0.0, 6.8, 0.0,2022-04-23 16:00:00,17
12.1, None, 223.0, 201.0, 0.0, 0.0, 0.0, 0.0, 9.5, 0.0,2022-04-23 17:00:00,17
18.7, None, 214.0, 196.0, 0.0, 0.0, 0.0, 0.0, 10.6, 0.0,2022-04-23 18:00:00,17
13.5, None, 201.0, 203.0, 0.0, 0.0, 0.0, 0.0, 12.1, 0.0,2022-04-23 19:00:00,17
10.5, None, 196.0, 227.0, 0.0, 0.0, 0.0, 0.0, 18.7, 0.0,2022-04-23 20:00:00,17
14.4, None, 203.0, 197.0, 0.0, 0.0, 0.0, 0.0, 13.5, 0.0,2022-04-23 21:00:00,17
13.3, None, 227.0, 203.0, 0.0, 0.0, 0.0, 0.0, 10.5, 0.0,2022-04-23 22:00:00,17
None, None, 197.0, None, 0.0, None, 0.0, 0.0, 14.4, None,2022-04-23 23:00:00,17
15.7, None, 203.0, 202.0, 0.0, 0.0, 0.0, 0.0, 13.3, 0.0,2022-04-24 00:00:00,17
12.8, None, 197.0, 205.0, 0.0, 0.0, 0.0, 0.0, 17.8, 0.0,2022-04-24 01:00:00,17
19.3, None, 202.0, 202.0, 0.0, 0.0, 0.0, 0.0, 15.7, 0.0,2022-04-24 02:00:00,17
17.9, None, 205.0, 204.0, 0.0, 0.0, 0.0, 0.0, 12.8, 0.0,2022-04-24 03:00:00,17
21.2, None, 202.0, 196.0, 0.0, 0.0, 0.0, 0.0, 19.3, 0.0,2022-04-24 04:00:00,17
14.3, None, 204.0, 187.0, 0.0, 0.0, 0.0, 0.0, 17.9, 0.0,2022-04-24 05:00:00,17
15.7, None, 196.0, 168.0, 0.0, 0.0, 0.0, 0.0, 21.2, 0.0,2022-04-24 06:00:00,17
13.1, None, 187.0, 140.0, 0.0, 0.0, 0.0, 0.0, 14.3, 0.0,2022-04-24 07:00:00,17
14.2, None, 168.0, 167.0, 0.0, 0.0, 0.0, 0.0, 15.7, 0.0,2022-04-24 08:00:00,17
11.5, None, 140.0, 149.0, 0.0, 0.0, 0.0, 0.0, 13.1, 0.0,2022-04-24 09:00:00,17
15.8, None, 167.0, 165.0, 0.0, 0.0, 0.0, 0.0, 14.2, 0.0,2022-04-24 10:00:00,17
16.8, None, 149.0, 173.0, 0.0, 0.0, 0.0, 0.0, 11.5, 0.0,2022-04-24 11:00:00,17
15.7, None, 165.0, 184.0, 0.0, 0.0, 0.0, 0.0, 15.8, 0.0,2022-04-24 12:00:00,17
20.0, None, 173.0, 178.0, 0.0, 0.0, 0.0, 0.0, 16.8, 0.0,2022-04-24 13:00:00,17
12.4, None, 184.0, 193.0, 0.0, 0.0, 0.0, 0.0, 15.7, 0.0,2022-04-24 14:00:00,17
14.6, None, 178.0, 201.0, 0.0, 0.0, 0.0, 0.0, None, 0.0,2022-04-24 15:00:00,17
10.6, None, 193.0, 202.0, 0.0, 0.0, 0.0, 0.0, 12.4, 0.0,2022-04-24 16:00:00,17
11.4, None, 201.0, 196.0, 0.0, 0.0, 0.0, 0.0, 14.6, 0.0,2022-04-24 17:00:00,17
14.9, None, 202.0, 173.0, 0.0, 0.0, 0.0, 0.0, 10.6, 0.0,2022-04-24 18:00:00,17
17.2, None, 196.0, 166.0, 0.0, 0.0, 0.0, 0.0, 11.4, 0.0,2022-04-24 19:00:00,17
13.6, None, 173.0, 172.0, 0.0, 0.0, 0.0, 0.0, 14.9, 0.0,2022-04-24 20:00:00,17
19.4, None, 166.0, 188.0, 0.0, 0.0, 0.0, 0.0, 17.2, 0.0,2022-04-24 21:00:00,17
23.2, None, 172.0, 199.0, 0.0, 0.0, 0.0, 0.0, 13.6, 0.0,2022-04-24 22:00:00,17
None, None, 188.0, None, 0.0, None, 0.0, 0.0, 19.4, None,2022-04-24 23:00:00,17
