WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
255.6,2022-04-09 00:00:00, None,76.0,15
214.9,2022-04-09 01:00:00, None,72.3,15
257.8,2022-04-09 02:00:00, None,71.6,15
282.9,2022-04-09 03:00:00, None,77.6,15
258.2,2022-04-09 04:00:00, None,89.3,15
288.3,2022-04-09 05:00:00, None,82.7,15
273.7,2022-04-09 06:00:00, None,89.8,15
302.0,2022-04-09 07:00:00, None,89.1,15
292.3,2022-04-09 08:00:00, None,63.9,15
281.1,2022-04-09 09:00:00, None,46.1,15
281.5,2022-04-09 10:00:00, None,47.5,15
282.0,2022-04-09 11:00:00, None,43.7,15
264.8,2022-04-09 12:00:00, None,39.8,15
263.0,2022-04-09 13:00:00, None,33.5,15
261.3,2022-04-09 14:00:00, None,30.6,15
264.4,2022-04-09 15:00:00, None,32.0,15
260.6,2022-04-09 16:00:00, None,28.4,15
243.0,2022-04-09 17:00:00, None,40.8,15
227.1,2022-04-09 18:00:00, None,49.8,15
222.8,2022-04-09 19:00:00, None,55.0,15
116.3,2022-04-09 20:00:00, None,65.4,15
131.6,2022-04-09 21:00:00, None,66.3,15
183.4,2022-04-09 22:00:00, None,72.4,15
131.7,2022-04-09 23:00:00, None,74.7,15
84.8,2022-04-10 00:00:00, None,72.7,15
100.8,2022-04-10 01:00:00, None,76.3,15
131.1,2022-04-10 02:00:00, None,75.8,15
235.5,2022-04-10 03:00:00, None,80.6,15
218.4,2022-04-10 04:00:00, None,86.2,15
294.6,2022-04-10 05:00:00, None,87.7,15
199.3,2022-04-10 06:00:00, None,91.4,15
274.2,2022-04-10 07:00:00, None,87.3,15
315.9,2022-04-10 08:00:00, None,82.2,15
316.1,2022-04-10 09:00:00, None,82.7,15
339.2,2022-04-10 10:00:00, None,63.2,15
297.1,2022-04-10 11:00:00, None,69.4,15
296.5,2022-04-10 12:00:00, None,66.8,15
295.8,2022-04-10 13:00:00, None,72.4,15
320.5,2022-04-10 14:00:00, None,77.5,15
319.1,2022-04-10 15:00:00, None,73.2,15
318.5,2022-04-10 16:00:00, None,63.0,15
327.9,2022-04-10 17:00:00, None,47.1,15
126.1,2022-04-10 18:00:00, None,78.0,15
