WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,15.0, None,88.5,2017-07-23 00:00:00,30
None,14.5, None,92.1,2017-07-23 01:00:00,30
None,14.2, None,91.1,2017-07-23 02:00:00,30
None,14.4, None,88.6,2017-07-23 03:00:00,30
None,13.9, None,91.0,2017-07-23 04:00:00,30
None,13.8, None,84.9,2017-07-23 05:00:00,30
None,13.2, None,84.1,2017-07-23 06:00:00,30
None,12.9, None,83.1,2017-07-23 07:00:00,30
None,13.0, None,80.2,2017-07-23 08:00:00,30
None,13.5, None,73.7,2017-07-23 09:00:00,30
None,13.6, None,70.6,2017-07-23 10:00:00,30
None,13.2, None,71.3,2017-07-23 11:00:00,30
None,13.6, None,70.7,2017-07-23 12:00:00,30
None,12.6, None,75.0,2017-07-23 13:00:00,30
None,11.1, None,86.9,2017-07-23 14:00:00,30
None,10.4, None,89.2,2017-07-23 15:00:00,30
None,11.9, None,84.5,2017-07-23 16:00:00,30
None,12.3, None,82.1,2017-07-23 17:00:00,30
None,13.2, None,72.7,2017-07-23 18:00:00,30
None,13.4, None,74.0,2017-07-23 19:00:00,30
None,13.8, None,62.8,2017-07-23 20:00:00,30
None,12.4, None,67.1,2017-07-23 21:00:00,30
None,11.4, None,71.4,2017-07-23 22:00:00,30
None,9.9, None,85.5,2017-07-23 23:00:00,30
None,9.3, None,90.0,2017-07-24 00:00:00,30
None,8.8, None,91.9,2017-07-24 01:00:00,30
None,7.5, None,93.6,2017-07-24 02:00:00,30
None,7.2, None,93.3,2017-07-24 03:00:00,30
None,7.6, None,91.7,2017-07-24 04:00:00,30
None,7.5, None,90.4,2017-07-24 05:00:00,30
None,7.5, None,89.4,2017-07-24 06:00:00,30
None,7.2, None,92.8,2017-07-24 07:00:00,30
None,8.2, None,88.8,2017-07-24 08:00:00,30
None,9.7, None,80.7,2017-07-24 09:00:00,30
None,10.7, None,76.7,2017-07-24 10:00:00,30
None,12.2, None,73.1,2017-07-24 11:00:00,30
None,14.6, None,64.5,2017-07-24 12:00:00,30
None,16.6, None,54.3,2017-07-24 13:00:00,30
None,18.5, None,46.8,2017-07-24 14:00:00,30
None,19.7, None,38.1,2017-07-24 15:00:00,30
None,20.0, None,37.8,2017-07-24 16:00:00,30
None,21.0, None,35.6,2017-07-24 17:00:00,30
None,21.2, None,33.6,2017-07-24 18:00:00,30
None,21.0, None,36.8,2017-07-24 19:00:00,30
None,19.0, None,46.9,2017-07-24 20:00:00,30
None,17.0, None,57.2,2017-07-24 21:00:00,30
None,14.7, None,67.5,2017-07-24 22:00:00,30
None,12.8, None,77.7,2017-07-24 23:00:00,30
None,11.0, None,84.2,2017-07-25 00:00:00,30
None,9.6, None,87.5,2017-07-25 01:00:00,30
None,8.4, None,90.5,2017-07-25 02:00:00,30
None,8.1, None,90.9,2017-07-25 03:00:00,30
None,7.5, None,93.2,2017-07-25 04:00:00,30
None,6.7, None,92.8,2017-07-25 05:00:00,30
None,6.1, None,93.5,2017-07-25 06:00:00,30
None,7.2, None,91.6,2017-07-25 07:00:00,30
None,8.8, None,87.3,2017-07-25 08:00:00,30
None,11.9, None,75.5,2017-07-25 09:00:00,30
None,14.5, None,63.6,2017-07-25 10:00:00,30
None,17.0, None,53.1,2017-07-25 11:00:00,30
None,19.5, None,44.7,2017-07-25 12:00:00,30
None,22.0, None,34.8,2017-07-25 13:00:00,30
None,24.0, None,27.9,2017-07-25 14:00:00,30
None,25.4, None,23.9,2017-07-25 15:00:00,30
None,26.1, None,23.3,2017-07-25 16:00:00,30
None,26.9, None,21.9,2017-07-25 17:00:00,30
None,27.2, None,23.0,2017-07-25 18:00:00,30
None,27.0, None,23.3,2017-07-25 19:00:00,30
None,25.9, None,25.7,2017-07-25 20:00:00,30
None,23.0, None,35.1,2017-07-25 21:00:00,30
None,18.2, None,55.9,2017-07-25 22:00:00,30
None,15.2, None,68.6,2017-07-25 23:00:00,30
