wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
14.0,-6.3,119.0,67.0,2022-01-29 00:00:00,5
13.7,-6.3,120.0,69.0,2022-01-29 01:00:00,5
15.8,-4.8,119.0,66.0,2022-01-29 02:00:00,5
11.2,-4.9,131.0,67.0,2022-01-29 03:00:00,5
11.9,-5.5,115.0,69.0,2022-01-29 04:00:00,5
12.6,-4.0,135.0,65.0,2022-01-29 05:00:00,5
12.2,-3.9,133.0,64.0,2022-01-29 06:00:00,5
17.6,-3.7,130.0,64.0,2022-01-29 07:00:00,5
15.5,-3.2,140.0,63.0,2022-01-29 08:00:00,5
15.8,-3.0,128.0,63.0,2022-01-29 09:00:00,5
15.8,-2.2,122.0,61.0,2022-01-29 10:00:00,5
10.1,-0.8,100.0,57.0,2022-01-29 11:00:00,5
17.6,-0.4,124.0,54.0,2022-01-29 12:00:00,5
14.0,0.4,119.0,54.0,2022-01-29 13:00:00,5
14.4,0.9,116.0,53.0,2022-01-29 14:00:00,5
14.4,0.9,122.0,52.0,2022-01-29 15:00:00,5
11.2,0.3,123.0,55.0,2022-01-29 16:00:00,5
11.5,-0.1,112.0,57.0,2022-01-29 17:00:00,5
6.1,-0.7,90.0,60.0,2022-01-29 18:00:00,5
11.5,-0.1,124.0,59.0,2022-01-29 19:00:00,5
11.9,-0.5,140.0,61.0,2022-01-29 20:00:00,5
13.7,-0.5,116.0,63.0,2022-01-29 21:00:00,5
13.0,0.1,117.0,61.0,2022-01-29 22:00:00,5
15.1,-0.1,111.0,65.0,2022-01-29 23:00:00,5
14.4,-0.2,116.0,65.0,2022-01-30 00:00:00,5
14.0,-0.2,121.0,74.0,2022-01-30 01:00:00,5
15.8,-0.6,122.0,82.0,2022-01-30 02:00:00,5
16.2,-0.8,129.0,81.0,2022-01-30 03:00:00,5
22.3,-0.9,116.0,81.0,2022-01-30 04:00:00,5
15.1,-0.6,121.0,79.0,2022-01-30 05:00:00,5
11.2,-0.6,139.0,78.0,2022-01-30 06:00:00,5
12.2,-0.6,117.0,77.0,2022-01-30 07:00:00,5
15.8,-0.3,117.0,76.0,2022-01-30 08:00:00,5
17.3,0.2,117.0,74.0,2022-01-30 09:00:00,5
20.5,0.5,122.0,73.0,2022-01-30 10:00:00,5
14.8,0.9,121.0,72.0,2022-01-30 11:00:00,5
20.9,0.2,100.0,84.0,2022-01-30 12:00:00,5
10.8,0.5,89.0,87.0,2022-01-30 13:00:00,5
6.8,1.0,66.0,86.0,2022-01-30 14:00:00,5
7.9,0.4,323.0,92.0,2022-01-30 15:00:00,5
6.8,-0.2,305.0,96.0,2022-01-30 16:00:00,5
15.1,-0.4,301.0,96.0,2022-01-30 17:00:00,5
11.2,-0.4,299.0,96.0,2022-01-30 18:00:00,5
27.7,-0.2,291.0,91.0,2022-01-30 19:00:00,5
23.4,-1.5,307.0,92.0,2022-01-30 20:00:00,5
