pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -0.58, 90.5, 9.0, None, 64.73, 0.128, 125.0, -2.0, None, -0.6, -0.5, 1020.2, None, -2.0, 913.0, None, None, 91.0,2022-04-23 00:00:00, None, 913.0,17
None, -1.308, 93.4, 9.0, None, 74.04, 0.222, 242.0, -2.0, None, -1.3, -1.5, 1021.2, 0.0, -2.0, 914.0, None, None, 93.0,2022-04-23 01:00:00, None, 914.0,17
None, -1.84, 94.1, 9.0, None, 75.44, 0.57, 321.2, -3.0, None, -1.8, -1.9, 1022.2, 0.0, -3.0, 915.0, None, 0.0, 94.0,2022-04-23 02:00:00, None, 915.0,17
None, -2.317, 95.0, 9.0, None, 64.84, 0.951, 168.8, -3.0, None, -2.3, -2.5, 1022.4, 0.0, -3.0, 915.0, None, 0.0, 95.0,2022-04-23 03:00:00, None, 915.0,17
None, -3.219, 95.4, 9.0, None, 75.04, 0.921, 121.0, -4.0, None, -3.2, -3.3, 1023.7, 0.0, -4.0, 916.0, None, 0.0, 95.0,2022-04-23 05:00:00, None, 916.0,17
None, -3.114, 95.4, 9.0, None, 75.83, 0.393, 262.2, -4.0, None, -3.1, -3.5, 1025.0, 0.0, -4.0, 917.0, None, 0.0, 95.0,2022-04-23 06:00:00, None, 917.0,17
None, -2.936, 95.4, -2.9, None, 49.38, 0.933, 150.7, -4.0, None, -2.9, -3.3, 1025.2, 0.0, -4.0, 917.0, None, 0.0, 95.0,2022-04-23 07:00:00, None, 917.0,17
None, -0.738, 94.6, -0.8, None, 58.98, 0.784, 343.5, -1.0, None, -0.7, -3.3, 1026.2, 0.0, -1.0, 918.0, None, 0.0, 95.0,2022-04-23 08:00:00, None, 918.0,17
None, 4.54, 68.67, 4.5, None, 45.15, 1.252, 116.1, -1.0, None, 4.5, -3.3, 1024.7, 0.0, -1.0, 917.0, None, 0.0, 69.0,2022-04-23 09:00:00, None, 917.0,17
None, 8.63, 50.95, 8.8, None, 63.19, 2.378, 104.3, -1.0, None, 8.6, -3.3, 1024.5, None, -1.0, 917.0, None, None, 51.0,2022-04-23 10:00:00, None, 917.0,17
None, 10.98, 41.01, 10.9, None, 70.22, 3.767, 92.7, -2.0, None, 11.0, -3.3, 1024.4, 0.0, -2.0, 917.0, None, 0.0, 41.0,2022-04-23 11:00:00, None, 917.0,17
None, 12.32, 34.77, 12.4, None, 57.23, 4.723, 126.8, -3.0, None, 12.3, -3.3, 1023.2, 0.0, -3.0, 916.0, None, 0.0, 35.0,2022-04-23 12:00:00, None, 916.0,17
None, 10.69, 49.47, 13.0, None, 60.89, 5.769, 340.0, 0.0, None, 10.7, -3.3, 1024.6, 0.0, 0.0, 917.0, None, 0.0, 49.0,2022-04-23 13:00:00, None, 917.0,17
None, 8.91, 63.99, 13.4, None, 74.3, 5.395, 131.4, 0.0, None, 8.9, -3.3, 1024.9, 0.1, 0.0, 917.0, None, 0.0, 64.0,2022-04-23 14:00:00, None, 917.0,17
None, 12.53, 36.57, 13.5, None, 71.77, 6.952, 195.9, -2.0, None, 12.5, -3.3, 1023.4, 0.0, -2.0, 916.0, None, 0.0, 37.0,2022-04-23 15:00:00, None, 916.0,17
