time,TEMP_MEAN,HUMIDITY,week_of_year
2019-02-19 00:00:00,-22.5, 82.8,8
2019-02-19 01:00:00,-22.6, 82.2,8
2019-02-19 02:00:00,-23.0, 81.9,8
2019-02-19 03:00:00,-24.0, 81.2,8
2019-02-19 04:00:00,-23.7, 81.4,8
2019-02-19 05:00:00,-23.2, 81.4,8
2019-02-19 06:00:00,-24.6, 80.2,8
2019-02-19 07:00:00,-25.2, 79.8,8
2019-02-19 08:00:00,-24.2, 80.7,8
2019-02-19 09:00:00,-23.3, 81.6,8
2019-02-19 10:00:00,-20.8, 83.9,8
2019-02-19 11:00:00,-17.7, 85.6,8
2019-02-19 12:00:00,-14.2, 83.6,8
2019-02-19 13:00:00,-11.4, 67.4,8
2019-02-19 14:00:00,-10.1, 61.8,8
2019-02-19 15:00:00,-8.5, 59.2,8
2019-02-19 16:00:00,-8.7, 68.5,8
2019-02-19 17:00:00,-9.1, 79.9,8
2019-02-19 18:00:00,-9.2, 85.1,8
2019-02-19 19:00:00,-9.6, 88.7,8
2019-02-19 20:00:00,-10.1, 91.7,8
2019-02-19 21:00:00,-10.2, 94.3,8
2019-02-19 22:00:00,-10.4, 95.2,8
2019-02-19 23:00:00,-10.7, 98.1,8
2019-02-20 00:00:00,-11.4, 99.3,8
2019-02-20 01:00:00,-11.4, 100.0,8
2019-02-20 02:00:00,-11.6, 99.5,8
2019-02-20 03:00:00,-12.2, 99.0,8
2019-02-20 04:00:00,-11.9, 99.3,8
2019-02-20 05:00:00,-11.4, 99.3,8
2019-02-20 06:00:00,-10.9, 95.8,8
2019-02-20 07:00:00,-10.9, 90.2,8
2019-02-20 08:00:00,-11.1, 89.1,8
2019-02-20 09:00:00,-11.3, 87.0,8
2019-02-20 10:00:00,-10.4, 81.8,8
2019-02-20 11:00:00,-8.8, 76.8,8
2019-02-20 12:00:00,-8.0, 74.6,8
2019-02-20 13:00:00,-7.2, 69.5,8
2019-02-20 14:00:00,-6.1, 64.4,8
2019-02-20 15:00:00,-4.9, 59.4,8
2019-02-20 16:00:00,-3.8, 55.4,8
2019-02-20 17:00:00,-3.8, 56.4,8
2019-02-20 18:00:00,-4.2, 59.2,8
2019-02-20 19:00:00,-5.1, 63.7,8
2019-02-20 20:00:00,-7.3, 73.8,8
2019-02-20 21:00:00,-8.4, 79.6,8
2019-02-20 22:00:00,-8.8, 82.6,8
2019-02-20 23:00:00,-10.0, 87.6,8
2019-02-21 00:00:00,-11.2, 91.9,8
2019-02-21 01:00:00,-12.7, 99.9,8
2019-02-21 02:00:00,-12.3, 99.7,8
2019-02-21 03:00:00,-11.7, 98.4,8
2019-02-21 04:00:00,-11.4, 97.8,8
2019-02-21 05:00:00,-11.3, 97.4,8
2019-02-21 06:00:00,-11.8, 94.6,8
2019-02-21 07:00:00,-12.5, 91.8,8
2019-02-21 08:00:00,-13.9, 89.8,8
2019-02-21 09:00:00,-15.0, 89.3,8
2019-02-21 10:00:00,-14.1, 89.4,8
2019-02-21 11:00:00,-11.1, 83.6,8
2019-02-21 12:00:00,-7.8, 74.2,8
2019-02-21 13:00:00,-5.7, 62.9,8
2019-02-21 14:00:00,-4.3, 45.7,8
2019-02-21 15:00:00,-2.7, 39.8,8
2019-02-21 16:00:00,-2.7, 41.1,8
2019-02-21 17:00:00,-2.8, 40.2,8
2019-02-21 18:00:00,-3.5, 43.5,8
2019-02-21 19:00:00,-7.5, 67.3,8
2019-02-21 20:00:00,-10.3, 83.7,8
2019-02-21 21:00:00,-11.5, 88.7,8
2019-02-21 22:00:00,-13.7, 98.3,8
2019-02-21 23:00:00,-16.5, 90.6,8
2019-02-22 00:00:00,-18.3, 87.9,8
2019-02-22 01:00:00,-19.3, 86.2,8
2019-02-22 02:00:00,-19.5, 85.9,8
2019-02-22 03:00:00,-19.8, 85.2,8
2019-02-22 04:00:00,-19.7, 85.4,8
2019-02-22 05:00:00,-18.6, 85.9,8
2019-02-22 06:00:00,-18.3, 86.1,8
2019-02-22 07:00:00,-18.2, 86.1,8
2019-02-22 08:00:00,-19.0, 85.7,8
2019-02-22 09:00:00,-18.4, 86.4,8
2019-02-22 10:00:00,-15.1, 89.2,8
2019-02-22 11:00:00,-12.2, 89.4,8
2019-02-22 12:00:00,-9.1, 82.6,8
2019-02-22 13:00:00,-5.8, 64.6,8
2019-02-22 14:00:00,-3.5, 56.9,8
2019-02-22 15:00:00,-2.2, 53.8,8
2019-02-22 16:00:00,-1.3, 52.9,8
2019-02-22 17:00:00,-1.4, 55.0,8
2019-02-22 18:00:00,-2.0, 61.5,8
2019-02-22 19:00:00,-2.8, 72.1,8
2019-02-22 20:00:00,-3.1, 76.9,8
2019-02-22 21:00:00,-4.1, 87.6,8
2019-02-22 22:00:00,-4.5, 93.1,8
2019-02-22 23:00:00,-4.6, 95.7,8
2019-02-23 00:00:00,-4.7, 95.4,8
2019-02-23 01:00:00,-5.1, 97.8,8
2019-02-23 02:00:00,-5.7, 100.0,8
2019-02-23 03:00:00,-6.0, 100.0,8
2019-02-23 04:00:00,-6.4, 100.0,8
2019-02-23 05:00:00,-6.5, 100.0,8
2019-02-23 06:00:00,-6.7, 100.0,8
2019-02-23 07:00:00,-6.9, 100.0,8
2019-02-23 08:00:00,-7.6, 100.0,8
2019-02-23 09:00:00,-7.2, 100.0,8
2019-02-23 10:00:00,-5.3, 93.0,8
2019-02-23 11:00:00,-4.0, 82.2,8
2019-02-23 12:00:00,-2.6, 72.0,8
2019-02-23 13:00:00,-2.7, 72.9,8
2019-02-23 14:00:00,-2.5, 67.0,8
2019-02-23 15:00:00,-2.1, 51.1,8
2019-02-23 16:00:00,-1.8, 44.1,8
2019-02-23 17:00:00,-2.2, 40.8,8
2019-02-23 18:00:00,-3.2, 42.7,8
2019-02-23 19:00:00,-5.1, 48.0,8
2019-02-23 20:00:00,-8.3, 59.6,8
2019-02-23 21:00:00,-10.0, 66.0,8
2019-02-23 22:00:00,-11.7, 72.9,8
2019-02-23 23:00:00,-9.0, 65.9,8
2019-02-24 00:00:00,-8.5, 62.4,8
2019-02-24 01:00:00,-8.4, 60.0,8
2019-02-24 02:00:00,-8.6, 59.2,8
2019-02-24 03:00:00,-9.5, 60.2,8
2019-02-24 04:00:00,-10.7, 63.1,8
2019-02-24 05:00:00,-12.1, 71.8,8
2019-02-24 06:00:00,-14.1, 79.9,8
2019-02-24 07:00:00,-14.7, 82.9,8
2019-02-24 08:00:00,-14.3, 83.3,8
2019-02-24 09:00:00,-13.2, 79.5,8
2019-02-24 10:00:00,-11.9, 64.3,8
2019-02-24 11:00:00,-10.8, 55.9,8
2019-02-24 12:00:00,-8.2, 45.3,8
2019-02-24 13:00:00,-6.7, 45.7,8
2019-02-24 14:00:00,-4.5, 42.8,8
2019-02-24 15:00:00,-3.5, 44.0,8
2019-02-24 16:00:00,-3.0, 44.0,8
2019-02-24 17:00:00,-3.2, 45.6,8
2019-02-24 18:00:00,-3.7, 49.3,8
2019-02-24 19:00:00,-5.0, 55.0,8
2019-02-24 20:00:00,-5.8, 58.3,8
2019-02-24 21:00:00,-6.2, 61.2,8
2019-02-24 22:00:00,-7.6, 64.9,8
2019-02-24 23:00:00,-11.0, 69.7,8
2019-02-25 00:00:00,-13.7, 70.6,8
2019-02-25 01:00:00,-16.6, 81.8,8
2019-02-25 02:00:00,-18.6, 88.4,8
2019-02-25 03:00:00,-20.4, 89.4,8
2019-02-25 04:00:00,-21.2, 87.3,8
