WSPD_SCLR,time,week_of_year
5.52551,2019-02-19 00:00:00,8
4.14524,2019-02-19 01:00:00,8
4.10764,2019-02-19 02:00:00,8
4.23357,2019-02-19 03:00:00,8
3.51297,2019-02-19 04:00:00,8
4.51914,2019-02-19 05:00:00,8
3.55759,2019-02-19 06:00:00,8
3.75596,2019-02-19 07:00:00,8
4.01852,2019-02-19 08:00:00,8
4.3181,2019-02-19 09:00:00,8
4.60913,2019-02-19 10:00:00,8
4.04522,2019-02-19 11:00:00,8
3.69822,2019-02-19 12:00:00,8
2.83819,2019-02-19 13:00:00,8
2.99275,2019-02-19 14:00:00,8
2.39354,2019-02-19 15:00:00,8
0.912668,2019-02-19 16:00:00,8
0.828698,2019-02-19 17:00:00,8
1.36217,2019-02-19 18:00:00,8
1.09812,2019-02-19 19:00:00,8
0.831829,2019-02-19 20:00:00,8
0.716543,2019-02-19 21:00:00,8
2.0981,2019-02-19 22:00:00,8
4.11524,2019-02-19 23:00:00,8
4.44005,2019-02-20 00:00:00,8
6.05791,2019-02-20 01:00:00,8
6.85981,2019-02-20 02:00:00,8
6.03563,2019-02-20 03:00:00,8
5.58761,2019-02-20 04:00:00,8
4.99095,2019-02-20 05:00:00,8
3.84791,2019-02-20 06:00:00,8
4.80518,2019-02-20 07:00:00,8
5.89465,2019-02-20 08:00:00,8
7.29057,2019-02-20 09:00:00,8
4.06093,2019-02-20 10:00:00,8
3.27856,2019-02-20 11:00:00,8
3.44516,2019-02-20 12:00:00,8
2.75541,2019-02-20 13:00:00,8
3.49915,2019-02-20 14:00:00,8
4.01307,2019-02-20 15:00:00,8
2.76921,2019-02-20 16:00:00,8
0.978722,2019-02-20 17:00:00,8
0.944148,2019-02-20 18:00:00,8
0.841085,2019-02-20 19:00:00,8
1.30737,2019-02-20 20:00:00,8
0.59192,2019-02-20 21:00:00,8
0.782557,2019-02-20 22:00:00,8
1.42666,2019-02-20 23:00:00,8
1.67,2019-02-21 00:00:00,8
0.862972,2019-02-21 01:00:00,8
1.43507,2019-02-21 02:00:00,8
1.78374,2019-02-21 03:00:00,8
1.59204,2019-02-21 04:00:00,8
2.23203,2019-02-21 05:00:00,8
2.069,2019-02-21 06:00:00,8
2.60764,2019-02-21 07:00:00,8
2.16384,2019-02-21 08:00:00,8
1.64866,2019-02-21 09:00:00,8
1.34995,2019-02-21 10:00:00,8
0.811331,2019-02-21 11:00:00,8
1.43758,2019-02-21 12:00:00,8
1.65427,2019-02-21 13:00:00,8
2.45852,2019-02-21 14:00:00,8
3.64007,2019-02-21 15:00:00,8
5.97324,2019-02-21 16:00:00,8
5.08596,2019-02-21 17:00:00,8
5.3958,2019-02-21 18:00:00,8
5.24248,2019-02-21 19:00:00,8
5.00568,2019-02-21 20:00:00,8
4.96021,2019-02-21 21:00:00,8
4.33386,2019-02-21 22:00:00,8
4.16274,2019-02-21 23:00:00,8
3.33793,2019-02-22 00:00:00,8
2.70488,2019-02-22 01:00:00,8
2.21279,2019-02-22 02:00:00,8
1.9266,2019-02-22 03:00:00,8
1.18863,2019-02-22 04:00:00,8
1.02015,2019-02-22 05:00:00,8
2.21251,2019-02-22 06:00:00,8
5.25152,2019-02-22 07:00:00,8
7.56699,2019-02-22 08:00:00,8
8.2308,2019-02-22 09:00:00,8
8.06224,2019-02-22 10:00:00,8
7.80766,2019-02-22 11:00:00,8
6.50635,2019-02-22 12:00:00,8
5.9823,2019-02-22 13:00:00,8
5.971,2019-02-22 14:00:00,8
6.09658,2019-02-22 15:00:00,8
6.10031,2019-02-22 16:00:00,8
6.7096,2019-02-22 17:00:00,8
7.1837,2019-02-22 18:00:00,8
6.57422,2019-02-22 19:00:00,8
5.14263,2019-02-22 20:00:00,8
5.1,2019-02-22 21:00:00,8
4.90509,2019-02-22 22:00:00,8
5.00638,2019-02-22 23:00:00,8
5.50588,2019-02-23 00:00:00,8
4.47661,2019-02-23 01:00:00,8
3.99293,2019-02-23 02:00:00,8
4.74426,2019-02-23 03:00:00,8
4.45669,2019-02-23 04:00:00,8
4.12626,2019-02-23 05:00:00,8
2.94024,2019-02-23 06:00:00,8
3.7371,2019-02-23 07:00:00,8
3.60871,2019-02-23 08:00:00,8
3.20484,2019-02-23 09:00:00,8
2.85003,2019-02-23 10:00:00,8
2.53994,2019-02-23 11:00:00,8
2.51245,2019-02-23 12:00:00,8
3.1663,2019-02-23 13:00:00,8
3.08853,2019-02-23 14:00:00,8
