wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
11.0, 100.6, 0.6, 315.0, 54.0, 9.5,2017-03-19 00:00:00, None, None, 30.0, None, 0.3,12
12.0, 100.8, -0.2, 270.0, 56.0, 8.0,2017-03-19 01:00:00, None, None, 30.0, None, 0.48,12
15.0, 101.0, -5.4, 270.0, 42.0, 6.7,2017-03-19 02:00:00, None, None, 29.0, None, 0.59,12
9.0, 101.4, -7.6, 157.5, 38.0, 5.8,2017-03-19 03:00:00, None, None, None, None, 0.74,12
4.0, 101.5, -9.7, 315.0, 36.0, 4.0,2017-03-19 04:00:00, None, None, None, None, 0.64,12
3.0, 101.7, -7.2, 225.0, 54.0, 1.0,2017-03-19 05:00:00, None, None, None, None, 0.6,12
3.0, 101.8, -6.5, 292.5, 64.0, -0.5,2017-03-19 06:00:00, None, None, None, None, 0.38,12
5.0, 101.9, -6.3, 247.5, 65.0, -0.5,2017-03-19 07:00:00, None, None, None, None, 0.35,12
8.0, 101.9, -6.4, 292.5, 61.0, 0.2,2017-03-19 08:00:00, None, None, None, None, 0.19,12
8.0, 102.0, -6.5, 292.5, 63.0, -0.3,2017-03-19 09:00:00, None, None, None, None, 0.18,12
0.0, 102.1, -5.6, None, 71.0, -0.9,2017-03-19 10:00:00, None, None, None, None, 0.19,12
6.0, 102.1, -6.6, 292.5, 69.0, -1.7,2017-03-19 11:00:00, None, None, None, None, 0.19,12
3.0, 102.2, -6.8, 292.5, 69.0, -1.8,2017-03-19 12:00:00, None, None, None, None, 0.2,12
6.0, 102.3, -6.6, 180.0, 68.0, -1.5,2017-03-19 13:00:00, None, None, None, None, 0.19,12
3.0, 102.4, -6.7, 202.5, 69.0, -1.7,2017-03-19 14:00:00, None, None, None, None, 0.22,12
3.0, 102.4, -7.4, 315.0, 68.0, -2.3,2017-03-19 15:00:00, None, None, None, None, 0.2,12
2.0, 102.5, -8.0, 292.5, 50.0, 1.2,2017-03-19 16:00:00, None, None, None, None, 0.18,12
8.0, 102.6, -4.7, 67.5, 56.0, 3.1,2017-03-19 17:00:00, None, None, None, None, 0.17,12
8.0, 102.6, -6.0, 112.5, 47.0, 4.4,2017-03-19 18:00:00, None, None, None, None, 0.13,12
11.0, 102.6, -8.2, 112.5, 36.0, 5.8,2017-03-19 19:00:00, None, None, None, None, 0.06,12
5.0, 102.5, -9.9, 157.5, 27.0, 7.8,2017-03-19 20:00:00, None, None, None, None, -0.03,12
8.0, 102.5, -11.0, 90.0, 25.0, 7.7,2017-03-19 21:00:00, None, None, None, None, -0.07,12
8.0, 102.4, -11.0, 112.5, 24.0, 8.4,2017-03-19 22:00:00, None, None, None, None, -0.1,12
5.0, 102.4, -13.2, 112.5, 20.0, 8.2,2017-03-19 23:00:00, None, 0.0, None, None, -0.1,12
5.0, 102.4, -13.3, 157.5, 19.0, 9.0,2017-03-20 00:00:00, None, None, None, None, -0.11,12
0.0, 102.3, -9.0, None, 26.0, 9.6,2017-03-20 01:00:00, None, None, None, None, -0.09,12
8.0, 102.4, -9.1, 270.0, 36.0, 4.8,2017-03-20 02:00:00, None, None, None, None, -0.03,12
8.0, 102.5, -8.2, 292.5, 44.0, 2.9,2017-03-20 03:00:00, None, None, None, None, 0.06,12
9.0, 102.5, -9.5, 270.0, 38.0, 3.7,2017-03-20 04:00:00, None, None, None, None, 0.13,12
7.0, 102.6, -8.5, 292.5, 47.0, 1.7,2017-03-20 05:00:00, None, None, None, None, 0.18,12
9.0, 102.6, -8.1, 292.5, 52.0, 0.6,2017-03-20 06:00:00, None, None, None, None, 0.14,12
10.0, 102.6, -8.0, 292.5, 55.0, 0.1,2017-03-20 07:00:00, None, None, None, None, 0.14,12
9.0, 102.7, -8.2, 292.5, 53.0, 0.2,2017-03-20 08:00:00, None, None, None, None, 0.09,12
11.0, 102.7, -8.1, 292.5, 60.0, -1.3,2017-03-20 09:00:00, None, None, None, None, 0.09,12
11.0, 102.7, -8.0, 292.5, 63.0, -1.9,2017-03-20 10:00:00, None, None, None, None, 0.08,12
12.0, 102.7, -8.4, 292.5, 61.0, -1.9,2017-03-20 11:00:00, None, None, None, None, 0.04,12
12.0, 102.7, -8.7, 292.5, 61.0, -2.1,2017-03-20 12:00:00, None, None, None, None, 0.04,12
6.0, 102.7, -8.4, 270.0, 69.0, -3.5,2017-03-20 13:00:00, None, None, None, None, 0.02,12
12.0, 102.8, -8.5, 292.5, 66.0, -2.9,2017-03-20 14:00:00, None, None, None, None, 0.04,12
6.0, 102.8, -8.3, 270.0, 63.0, -2.3,2017-03-20 15:00:00, None, None, None, None, 0.04,12
1.0, 102.7, -8.7, None, 47.0, 1.3,2017-03-20 16:00:00, None, None, None, None, -0.01,12
5.0, 102.7, -5.8, 45.0, 57.0, 1.8,2017-03-20 17:00:00, None, None, None, None, -0.04,12
8.0, 102.6, -6.2, 22.5, 50.0, 3.2,2017-03-20 18:00:00, None, None, None, None, -0.14,12
8.0, 102.5, -6.2, 22.5, 45.0, 4.7,2017-03-20 19:00:00, None, None, None, None, -0.21,12
8.0, 102.4, -6.8, 22.5, 43.0, 4.7,2017-03-20 20:00:00, None, None, None, None, -0.29,12
13.0, 102.3, -8.3, 45.0, 37.0, 5.3,2017-03-20 21:00:00, None, None, None, None, -0.33,12
5.0, 102.2, -7.6, 22.5, 36.0, 6.4,2017-03-20 22:00:00, None, None, None, None, -0.32,12
7.0, 102.1, -7.2, 45.0, 38.0, 6.2,2017-03-20 23:00:00, None, 0.0, None, None, -0.3,12
2.0, 102.0, -8.4, 22.5, 35.0, 6.0,2017-03-21 00:00:00, None, None, None, None, -0.26,12
1.0, 102.0, -7.9, None, 37.0, 5.7,2017-03-21 01:00:00, None, None, None, None, -0.22,12
1.0, 101.9, -5.7, None, 45.0, 5.2,2017-03-21 02:00:00, None, None, None, None, -0.16,12
10.0, 101.9, -6.6, 270.0, 44.0, 4.8,2017-03-21 03:00:00, None, None, None, None, -0.1,12
2.0, 101.9, -6.0, 67.5, 45.0, 4.9,2017-03-21 04:00:00, None, None, None, None, -0.08,12
6.0, 101.8, -5.8, 270.0, 48.0, 4.4,2017-03-21 05:00:00, None, None, None, None, -0.1,12
