pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
291.0, 1056.0, None, None,2020-05-13 00:00:00,-2.1, None, None,20
291.0, 1056.0, None, None,2020-05-13 01:00:00,0.0, None, None,20
291.0, 1056.0, None, None,2020-05-13 02:00:00,-1.0, None, None,20
291.0, 1056.0, None, None,2020-05-13 03:00:00,-4.0, None, None,20
291.0, 1056.0, None, None,2020-05-13 04:00:00,-4.2, None, None,20
291.0, 1056.0, None, None,2020-05-13 05:00:00,-4.2, None, None,20
291.0, 1056.0, None, None,2020-05-13 06:00:00,-4.1, None, None,20
291.0, 1056.0, None, None,2020-05-13 07:00:00,-4.0, None, None,20
291.0, 1056.0, None, None,2020-05-13 08:00:00,-4.1, None, None,20
291.0, 1056.0, None, None,2020-05-13 09:00:00,-5.1, None, None,20
291.0, 1056.0, None, None,2020-05-13 10:00:00,-4.7, None, None,20
291.0, 1056.0, None, None,2020-05-13 11:00:00,-4.3, None, None,20
291.0, 1056.0, None, None,2020-05-13 12:00:00,-4.5, None, None,20
291.0, 1056.0, None, None,2020-05-13 13:00:00,-3.6, None, None,20
291.0, 1056.0, None, None,2020-05-13 14:00:00,0.1, None, None,20
291.0, 1056.0, None, None,2020-05-13 15:00:00,2.1, None, None,20
291.0, 1055.0, None, None,2020-05-13 16:00:00,2.3, None, None,20
291.0, 1051.0, None, None,2020-05-13 17:00:00,3.3, None, None,20
291.0, 1051.0, None, None,2020-05-13 18:00:00,3.7, None, None,20
291.0, 1050.0, None, None,2020-05-13 19:00:00,4.1, None, None,20
291.0, 1050.0, None, None,2020-05-13 20:00:00,4.8, None, None,20
291.0, 1050.0, None, None,2020-05-13 21:00:00,5.7, None, None,20
291.0, 1049.0, None, None,2020-05-13 22:00:00,5.5, None, None,20
291.0, 1049.0, None, None,2020-05-13 23:00:00,6.6, None, None,20
291.0, 1048.0, None, None,2020-05-14 00:00:00,6.6, None, None,20
291.0, 1048.0, None, None,2020-05-14 01:00:00,5.7, None, None,20
291.0, 1047.0, None, None,2020-05-14 02:00:00,4.6, None, None,20
291.0, 1046.0, None, None,2020-05-14 03:00:00,2.8, None, None,20
291.0, 1046.0, None, None,2020-05-14 04:00:00,2.1, None, None,20
291.0, 1045.0, None, None,2020-05-14 05:00:00,2.0, None, None,20
291.0, 1044.0, None, None,2020-05-14 06:00:00,1.6, None, None,20
291.0, 1044.0, None, None,2020-05-14 07:00:00,2.0, None, None,20
291.0, 1044.0, None, None,2020-05-14 08:00:00,1.8, None, None,20
