station_observations
wind_speed, temperature, wind_direction, relative_humidity, time
16.9, -10.6, 218.0, 58.0, 2022-01-01 00:00:00
17.6, -11.3, 248.0, 61.0, 2022-01-01 01:00:00
19.8, -10.4, 224.0, 60.0, 2022-01-01 02:00:00
24.5, -9.5, 222.0, 60.0, 2022-01-01 03:00:00
13.7, -9.7, 233.0, 64.0, 2022-01-01 04:00:00
20.9, -8.9, 235.0, 70.0, 2022-01-01 05:00:00
18.4, -8.9, 240.0, 72.0, 2022-01-01 06:00:00
8.6, -9.1, 295.0, 75.0, 2022-01-01 07:00:00
11.5, -9.1, 246.0, 82.0, 2022-01-01 08:00:00
18.4, -7.6, 238.0, 74.0, 2022-01-01 09:00:00
10.8, -6.8, 244.0, 71.0, 2022-01-01 10:00:00
11.5, -6.7, 245.0, 74.0, 2022-01-01 11:00:00
20.5, -2.1, 221.0, 61.0, 2022-01-01 12:00:00
22.0, -1.0, 226.0, 57.0, 2022-01-01 13:00:00
23.8, -2.2, 240.0, 68.0, 2022-01-01 14:00:00
25.9, -3.2, 230.0, 72.0, 2022-01-01 15:00:00
20.9, -4.0, 227.0, 76.0, 2022-01-01 16:00:00
20.9, -4.4, 228.0, 75.0, 2022-01-01 17:00:00
13.3, -5.0, 263.0, 79.0, 2022-01-01 18:00:00
14.8, -5.3, 228.0, 76.0, 2022-01-01 19:00:00
7.6, -6.5, 283.0, 82.0, 2022-01-01 20:00:00
3.2, -5.7, 288.0, 77.0, 2022-01-01 21:00:00
19.1, -14.8, 35.0, 74.0, 2022-01-01 22:00:00
20.9, -18.5, 54.0, 72.0, 2022-01-01 23:00:00
20.9, -19.9, 60.0, 71.0, 2022-01-02 00:00:00
9.4, -20.4, 30.0, 73.0, 2022-01-02 01:00:00
8.6, -20.9, 55.0, 70.0, 2022-01-02 02:00:00
13.3, -21.1, 358.0, 65.0, 2022-01-02 03:00:00
7.2, -21.1, 52.0, 67.0, 2022-01-02 04:00:00
7.6, -20.9, 350.0, 63.0, 2022-01-02 05:00:00
11.2, -21.2, 66.0, 60.0, 2022-01-02 06:00:00
9.4, -21.8, 55.0, 67.0, 2022-01-02 07:00:00
8.3, -22.3, 33.0, 61.0, 2022-01-02 08:00:00
13.0, -22.8, 41.0, 60.0, 2022-01-02 09:00:00
10.8, -23.0, 7.0, 55.0, 2022-01-02 10:00:00
9.4, -23.1, 48.0, 61.0, 2022-01-02 11:00:00
14.4, -23.8, 60.0, 68.0, 2022-01-02 12:00:00
14.4, -24.0, 69.0, 63.0, 2022-01-02 13:00:00
13.7, -24.5, 46.0, 65.0, 2022-01-02 14:00:00
10.1, -24.9, 52.0, 65.0, 2022-01-02 15:00:00
14.0, -25.4, 63.0, 69.0, 2022-01-02 16:00:00
15.8, -25.8, 59.0, 65.0, 2022-01-02 17:00:00
16.9, -26.0, 66.0, 65.0, 2022-01-02 18:00:00
15.5, -26.3, 57.0, 65.0, 2022-01-02 19:00:00
11.9, -26.6, 44.0, 70.0, 2022-01-02 20:00:00
10.1, -26.6, 41.0, 68.0, 2022-01-02 21:00:00
6.1, -26.7, 39.0, 70.0, 2022-01-02 22:00:00
12.6, -26.9, 36.0, 62.0, 2022-01-02 23:00:00
9.0, -27.2, 43.0, 66.0, 2022-01-03 00:00:00
9.7, -27.4, 39.0, 66.0, 2022-01-03 01:00:00
12.2, -27.6, 40.0, 66.0, 2022-01-03 02:00:00
6.8, -27.7, 52.0, 62.0, 2022-01-03 03:00:00
9.0, -27.8, 45.0, 59.0, 2022-01-03 04:00:00
12.6, -28.1, 63.0, 63.0, 2022-01-03 05:00:00
8.3, -28.2, 71.0, 59.0, 2022-01-03 06:00:00
10.1, -28.4, 38.0, 57.0, 2022-01-03 07:00:00
10.1, -28.6, 21.0, 59.0, 2022-01-03 08:00:00
13.3, -28.4, 45.0, 57.0, 2022-01-03 09:00:00
15.5, -28.6, 43.0, 57.0, 2022-01-03 10:00:00
6.5, -28.8, 69.0, 58.0, 2022-01-03 11:00:00
4.3, -28.7, 74.0, 55.0, 2022-01-03 12:00:00
14.4, -28.8, 73.0, 59.0, 2022-01-03 13:00:00
10.8, -28.7, 46.0, 59.0, 2022-01-03 14:00:00
8.6, -28.8, 48.0, 56.0, 2022-01-03 15:00:00
10.1, -28.9, 9.0, 57.0, 2022-01-03 16:00:00
7.2, -29.0, 57.0, 60.0, 2022-01-03 17:00:00
9.4, -29.1, 26.0, 62.0, 2022-01-03 18:00:00
6.1, -29.3, 42.0, 60.0, 2022-01-03 19:00:00
11.2, -29.6, 38.0, 60.0, 2022-01-03 20:00:00
10.8, -29.9, 62.0, 57.0, 2022-01-03 21:00:00
8.6, -30.2, 22.0, 53.0, 2022-01-03 22:00:00
11.5, -30.4, 32.0, 56.0, 2022-01-03 23:00:00
10.1, -30.6, 21.0, 54.0, 2022-01-04 00:00:00
16.9, -30.8, 17.0, 54.0, 2022-01-04 01:00:00
11.2, -30.8, 51.0, 54.0, 2022-01-04 02:00:00
8.3, -30.8, 32.0, 54.0, 2022-01-04 03:00:00
6.8, -30.9, 40.0, 54.0, 2022-01-04 04:00:00
10.8, -31.1, 48.0, 54.0, 2022-01-04 05:00:00
13.0, -31.3, 44.0, 53.0, 2022-01-04 06:00:00
7.6, -31.9, 63.0, 54.0, 2022-01-04 07:00:00
5.4, -32.5, 46.0, 59.0, 2022-01-04 08:00:00
6.1, -32.8, 51.0, 62.0, 2022-01-04 09:00:00
6.5, -32.2, 78.0, 59.0, 2022-01-04 10:00:00
9.7, -31.6, 90.0, 53.0, 2022-01-04 11:00:00
10.1, -31.0, 84.0, 53.0, 2022-01-04 12:00:00
7.9, -30.6, 67.0, 51.0, 2022-01-04 13:00:00
6.8, -31.3, 87.0, 54.0, 2022-01-04 14:00:00
1.8, -32.0, 201.0, 57.0, 2022-01-04 15:00:00
4.0, -32.3, 25.0, 63.0, 2022-01-04 16:00:00
1.8, -33.8, 195.0, 68.0, 2022-01-04 17:00:00
1.1, -34.1, 107.0, 70.0, 2022-01-04 18:00:00
1.1, -33.5, 173.0, 70.0, 2022-01-04 19:00:00
1.4, -33.4, 96.0, 68.0, 2022-01-04 20:00:00
2.9, -33.8, 59.0, 70.0, 2022-01-04 21:00:00
3.2, -33.7, 33.0, 69.0, 2022-01-04 22:00:00
3.6, -33.4, 59.0, 68.0, 2022-01-04 23:00:00
2.2, -33.0, 80.0, 68.0, 2022-01-05 00:00:00
1.4, -32.1, 181.0, 68.0, 2022-01-05 01:00:00
2.9, -32.0, 73.0, 68.0, 2022-01-05 02:00:00
1.1, -31.6, 55.0, 67.0, 2022-01-05 03:00:00
2.9, -31.3, 77.0, 67.0, 2022-01-05 04:00:00
2.5, -30.8, 183.0, 66.0, 2022-01-05 05:00:00
4.3, -30.7, 80.0, 66.0, 2022-01-05 06:00:00
2.9, -30.6, 102.0, 66.0, 2022-01-05 07:00:00
2.5, -30.1, 186.0, 66.0, 2022-01-05 08:00:00
2.2, -30.1, 241.0, 66.0, 2022-01-05 09:00:00
3.2, -29.3, 221.0, 64.0, 2022-01-05 10:00:00
1.1, -29.1, 25.0, 65.0, 2022-01-05 11:00:00
1.4, -28.0, 214.0, 62.0, 2022-01-05 12:00:00
2.2, -27.9, 277.0, 62.0, 2022-01-05 13:00:00
2.5, -27.5, 77.0, 63.0, 2022-01-05 14:00:00
1.8, -27.5, 91.0, 65.0, 2022-01-05 15:00:00
2.9, -27.5, 79.0, 66.0, 2022-01-05 16:00:00
