station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time, snw_dpth
17.0, None, None, 0.0, None, 2.9, None, 2.1, None, None, None, 79.0, 2022-02-05 17:00:00, None
21.0, None, None, 0.0, None, 3.8, None, 1.1, None, None, None, 88.0, 2022-02-05 18:00:00, None
329.0, None, None, 0.0, None, 2.5, None, 0.4, None, None, None, 97.0, 2022-02-05 19:00:00, None
310.0, None, None, 0.0, None, 3.1, None, 0.1, None, None, None, 98.0, 2022-02-05 20:00:00, None
347.0, None, None, 0.0, None, 1.8, None, 0.2, None, None, None, 99.0, 2022-02-05 21:00:00, None
324.0, None, None, 0.0, None, 6.1, None, 0.2, None, None, None, 99.0, 2022-02-05 22:00:00, None
324.0, None, None, 0.0, None, 7.2, None, -0.3, None, None, None, 94.0, 2022-02-05 23:00:00, None
328.0, None, None, 0.0, None, 4.5, None, -0.9, None, None, None, 92.0, 2022-02-06 00:00:00, None
339.0, None, None, 0.0, None, 7.2, None, -1.1, None, None, None, 88.0, 2022-02-06 01:00:00, None
339.0, None, None, 0.0, None, 4.9, None, -1.9, None, None, None, 85.0, 2022-02-06 02:00:00, None
341.0, None, None, 0.0, None, 5.4, None, -3.2, None, None, None, 84.0, 2022-02-06 03:00:00, None
344.0, None, None, 0.0, None, 3.8, None, -4.3, None, None, None, 84.0, 2022-02-06 04:00:00, None
353.0, None, None, 0.0, None, 3.2, None, -4.6, None, None, None, 81.0, 2022-02-06 05:00:00, None
309.0, None, None, 0.0, None, 2.5, None, -5.3, None, None, None, 86.0, 2022-02-06 06:00:00, None
335.0, None, None, 0.0, None, 2.2, None, -4.7, None, None, None, 84.0, 2022-02-06 07:00:00, None
28.0, None, None, 0.0, None, 1.6, None, -4.8, None, None, None, 87.0, 2022-02-06 08:00:00, None
358.0, None, None, 0.0, None, 1.7, None, -4.8, None, None, None, 88.0, 2022-02-06 09:00:00, None
54.0, None, None, 0.0, None, 3.4, None, -5.0, None, None, None, 90.0, 2022-02-06 10:00:00, None
93.0, None, None, 0.0, None, 3.4, None, -6.8, None, None, None, 92.0, 2022-02-06 11:00:00, None
88.0, None, None, 0.0, None, 2.4, None, -7.6, None, None, None, 91.0, 2022-02-06 12:00:00, None
79.0, None, None, 0.0, None, 2.2, None, -6.2, None, None, None, 90.0, 2022-02-06 13:00:00, None
None, 90.0, 2.2, None, -7.6, None, -6.2, None, 79.0, 0.0, None, None, 2022-02-06 14:00:00, None
178.0, None, None, 0.0, None, 6.7, None, 7.0, None, None, None, 37.0, 2022-03-25 09:00:00, None
202.0, None, None, 0.0, None, 10.2, None, 7.8, None, None, None, 35.0, 2022-03-25 10:00:00, None
250.0, None, None, 0.0, None, 5.7, None, 8.6, None, None, None, 34.0, 2022-03-25 11:00:00, None
3.0, None, None, 0.0, None, 6.3, None, 8.2, None, None, None, 36.0, 2022-03-25 12:00:00, None
223.0, None, None, 0.0, None, 8.2, None, 8.7, None, None, None, 36.0, 2022-03-25 13:00:00, None
299.0, None, None, 0.0, None, 6.6, None, 8.4, None, None, None, 39.0, 2022-03-25 14:00:00, None
15.0, 36.0, 8.2, 0.0, -5.5, 4.6, 8.7, 8.2, 223.0, 0.0, None, 40.0, 2022-03-25 15:00:00, None
346.0, None, None, 0.0, None, 6.6, None, 7.5, None, None, None, 44.0, 2022-03-25 16:00:00, None
12.0, None, None, 0.0, None, 3.8, None, 6.5, None, None, None, 51.0, 2022-03-25 17:00:00, None
52.0, 44.0, 6.6, 0.0, -4.0, 7.7, 7.5, 4.5, 346.0, 0.0, None, 60.0, 2022-03-25 18:00:00, None
60.0, None, None, 0.0, None, 7.3, None, 4.3, None, None, None, 63.0, 2022-03-25 19:00:00, None
76.0, None, None, 0.0, None, 3.4, None, 2.8, None, None, None, 72.0, 2022-03-25 20:00:00, None
80.0, None, None, 0.0, None, 3.3, None, 2.4, None, None, None, 74.0, 2022-03-25 21:00:00, None
119.0, None, None, 0.0, None, 3.1, None, 1.7, None, None, None, 77.0, 2022-03-25 22:00:00, None
56.0, None, None, 0.0, None, 3.4, None, 0.4, None, None, None, 86.0, 2022-03-26 00:00:00, None
125.0, None, None, 0.0, None, 4.0, None, -0.4, None, None, None, 87.0, 2022-03-26 01:00:00, None
72.0, None, None, 0.0, None, 2.9, None, 0.0, None, None, None, 88.0, 2022-03-26 02:00:00, None
17.0, 87.0, None, 0.0, -2.3, 2.8, -0.4, -0.7, 125.0, 0.0, None, 89.0, 2022-03-26 03:00:00, None
68.0, None, None, 0.0, None, 4.5, None, -1.0, None, None, None, 89.0, 2022-03-26 04:00:00, None
62.0, None, None, 0.0, None, 2.8, None, -1.1, None, None, None, 91.0, 2022-03-26 05:00:00, None
190.0, None, None, 0.0, None, 2.2, None, -0.4, None, None, None, 89.0, 2022-03-26 06:00:00, None
240.0, None, None, 0.0, None, 3.0, None, 0.7, None, None, None, 85.0, 2022-03-26 07:00:00, None
156.0, None, None, 0.0, None, 5.1, None, 2.4, None, None, None, 78.0, 2022-03-26 08:00:00, None
237.0, None, None, 0.6, None, 3.9, None, 2.1, None, None, None, 93.0, 2022-03-26 09:00:00, None
144.0, None, None, 0.0, None, 8.2, None, 5.3, None, None, None, 81.0, 2022-03-26 10:00:00, None
169.0, None, None, 0.0, None, 6.5, None, 6.8, None, None, None, 72.0, 2022-03-26 11:00:00, None
