station_observations
wind_speed, temperature, wind_direction, relative_humidity, time
8.6, -1.6, 87.0, 85.0, 2022-01-01 00:00:00
14.0, -0.9, 81.0, 76.0, 2022-01-01 01:00:00
9.0, -1.0, 80.0, 78.0, 2022-01-01 02:00:00
10.8, -0.9, 80.0, 81.0, 2022-01-01 03:00:00
16.2, -0.2, 95.0, 78.0, 2022-01-01 04:00:00
16.6, 0.0, 86.0, 84.0, 2022-01-01 05:00:00
9.7, -0.2, 100.0, 91.0, 2022-01-01 06:00:00
13.7, -0.2, 106.0, 93.0, 2022-01-01 07:00:00
15.8, -0.1, 104.0, 93.0, 2022-01-01 08:00:00
17.3, 0.0, 107.0, 94.0, 2022-01-01 09:00:00
20.9, 0.2, 119.0, 94.0, 2022-01-01 10:00:00
30.2, 0.5, 114.0, 92.0, 2022-01-01 11:00:00
24.5, 0.9, 114.0, 91.0, 2022-01-01 12:00:00
18.0, 1.1, 104.0, 93.0, 2022-01-01 13:00:00
26.6, 1.8, 123.0, 93.0, 2022-01-01 14:00:00
43.6, 2.3, 118.0, 94.0, 2022-01-01 15:00:00
45.7, 3.1, 123.0, 95.0, 2022-01-01 16:00:00
40.0, 5.3, 146.0, 97.0, 2022-01-01 17:00:00
34.6, 7.2, 163.0, 94.0, 2022-01-01 18:00:00
37.4, 7.6, 171.0, 91.0, 2022-01-01 19:00:00
23.0, 7.7, 180.0, 91.0, 2022-01-01 20:00:00
17.6, 7.9, 199.0, 93.0, 2022-01-01 21:00:00
18.7, 6.3, 230.0, 94.0, 2022-01-01 22:00:00
22.3, 6.8, 225.0, 91.0, 2022-01-01 23:00:00
17.6, 6.7, 248.0, 91.0, 2022-01-02 00:00:00
5.0, 5.8, 239.0, 93.0, 2022-01-02 01:00:00
6.1, 4.2, 125.0, 97.0, 2022-01-02 02:00:00
14.0, 4.1, 91.0, 97.0, 2022-01-02 03:00:00
17.3, 4.4, 115.0, 96.0, 2022-01-02 04:00:00
18.4, 4.2, 111.0, 95.0, 2022-01-02 05:00:00
17.3, 3.0, 81.0, 95.0, 2022-01-02 06:00:00
13.7, 3.0, 57.0, 96.0, 2022-01-02 07:00:00
45.0, 7.7, 139.0, 94.0, 2022-01-02 08:00:00
41.8, 7.6, 137.0, 95.0, 2022-01-02 09:00:00
39.6, 7.9, 136.0, 93.0, 2022-01-02 10:00:00
48.6, 7.5, 134.0, 95.0, 2022-01-02 11:00:00
18.4, 4.9, 132.0, 96.0, 2022-01-02 12:00:00
24.1, 5.1, 135.0, 96.0, 2022-01-02 13:00:00
31.3, 6.3, 166.0, 93.0, 2022-01-02 14:00:00
34.2, 6.7, 154.0, 93.0, 2022-01-02 15:00:00
26.3, 7.4, 167.0, 90.0, 2022-01-02 16:00:00
32.0, 6.9, 155.0, 91.0, 2022-01-02 17:00:00
