station_observations
wind_speed, temperature, wind_direction, relative_humidity, time
6.8, -14.7, 152.0, 85.0, 2022-01-01 00:00:00
6.5, -14.8, 136.0, 84.0, 2022-01-01 01:00:00
9.4, -14.7, 157.0, 81.0, 2022-01-01 02:00:00
5.8, -14.9, 135.0, 83.0, 2022-01-01 03:00:00
6.8, -15.0, 141.0, 85.0, 2022-01-01 04:00:00
7.6, -15.1, 150.0, 85.0, 2022-01-01 05:00:00
9.0, -15.3, 153.0, 84.0, 2022-01-01 06:00:00
8.3, -15.3, 162.0, 83.0, 2022-01-01 07:00:00
8.3, -15.0, 150.0, 81.0, 2022-01-01 08:00:00
8.3, -14.6, 175.0, 79.0, 2022-01-01 09:00:00
4.7, -13.7, 133.0, 79.0, 2022-01-01 10:00:00
9.7, -13.4, 171.0, 80.0, 2022-01-01 11:00:00
6.1, -12.8, 187.0, 80.0, 2022-01-01 12:00:00
8.3, -12.4, 176.0, 78.0, 2022-01-01 13:00:00
4.0, -12.1, 111.0, 78.0, 2022-01-01 14:00:00
9.0, -12.2, 169.0, 79.0, 2022-01-01 15:00:00
9.7, -12.0, 163.0, 78.0, 2022-01-01 16:00:00
5.4, -12.0, 142.0, 79.0, 2022-01-01 17:00:00
7.6, -11.8, 117.0, 81.0, 2022-01-01 18:00:00
5.4, -12.1, 139.0, 82.0, 2022-01-01 19:00:00
4.0, -12.4, 133.0, 81.0, 2022-01-01 20:00:00
4.7, -12.0, 108.0, 80.0, 2022-01-01 21:00:00
5.0, -12.8, 108.0, 82.0, 2022-01-01 22:00:00
5.4, -12.2, 133.0, 83.0, 2022-01-01 23:00:00
4.7, -12.4, 139.0, 84.0, 2022-01-02 00:00:00
4.7, -11.8, 134.0, 83.0, 2022-01-02 01:00:00
4.0, -11.6, 109.0, 83.0, 2022-01-02 02:00:00
3.2, -11.6, 131.0, 83.0, 2022-01-02 03:00:00
4.0, -11.6, 140.0, 82.0, 2022-01-02 04:00:00
4.7, -11.6, 117.0, 83.0, 2022-01-02 05:00:00
5.4, -12.6, 126.0, 84.0, 2022-01-02 06:00:00
4.7, -13.4, 122.0, 86.0, 2022-01-02 07:00:00
5.0, -12.7, 120.0, 85.0, 2022-01-02 08:00:00
2.9, -11.3, 170.0, 80.0, 2022-01-02 09:00:00
5.0, -10.5, 152.0, 80.0, 2022-01-02 10:00:00
6.8, -10.0, 181.0, 77.0, 2022-01-02 11:00:00
2.2, -9.2, 146.0, 71.0, 2022-01-02 12:00:00
2.2, -8.8, 144.0, 69.0, 2022-01-02 13:00:00
4.0, -8.5, 144.0, 73.0, 2022-01-02 14:00:00
3.6, -8.4, 130.0, 77.0, 2022-01-02 15:00:00
3.2, -8.5, 114.0, 88.0, 2022-01-02 16:00:00
4.3, -8.4, 137.0, 90.0, 2022-01-02 17:00:00
1.4, -8.2, 115.0, 90.0, 2022-01-02 18:00:00
3.2, -8.0, 128.0, 91.0, 2022-01-02 19:00:00
5.0, -7.9, 111.0, 92.0, 2022-01-02 20:00:00
4.7, -7.4, 162.0, 92.0, 2022-01-02 21:00:00
4.7, -7.2, 135.0, 94.0, 2022-01-02 22:00:00
4.0, -7.1, 139.0, 94.0, 2022-01-02 23:00:00
2.5, -6.5, 126.0, 95.0, 2022-01-03 00:00:00
4.7, -6.4, 141.0, 95.0, 2022-01-03 01:00:00
5.0, -6.1, 160.0, 96.0, 2022-01-03 02:00:00
5.0, -5.8, 140.0, 96.0, 2022-01-03 03:00:00
5.4, -5.8, 132.0, 96.0, 2022-01-03 04:00:00
1.8, -5.6, 150.0, 96.0, 2022-01-03 05:00:00
4.3, -5.2, 138.0, 96.0, 2022-01-03 06:00:00
5.4, -5.0, 166.0, 97.0, 2022-01-03 07:00:00
4.3, -4.3, 138.0, 97.0, 2022-01-03 08:00:00
9.4, -4.3, 151.0, 97.0, 2022-01-03 09:00:00
6.1, -3.4, 289.0, 97.0, 2022-01-03 10:00:00
4.0, -3.2, 131.0, 98.0, 2022-01-03 11:00:00
5.4, -2.8, 113.0, 98.0, 2022-01-03 12:00:00
4.3, -2.0, 106.0, 96.0, 2022-01-03 13:00:00
