station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time
157.0, None, None, 0.0, None, 0.0, None, -16.7, None, None, None, 80.0, 2022-01-01 00:00:00
120.0, None, None, 0.0, None, 0.4, None, -16.4, None, None, None, 79.0, 2022-01-01 01:00:00
272.0, 79.0, 0.4, 0.0, -19.2, 6.4, -16.4, -16.7, 120.0, 0.0, 0.0, 75.0, 2022-01-01 02:00:00
269.0, 75.0, 6.4, 0.0, -20.1, 4.0, -16.7, -16.3, 272.0, 0.0, 0.0, 77.0, 2022-01-01 03:00:00
262.0, None, None, 0.0, None, 4.1, None, -16.1, None, None, None, 80.0, 2022-01-01 04:00:00
213.0, None, None, 0.0, None, 0.0, None, -16.1, None, None, None, 80.0, 2022-01-01 05:00:00
222.0, None, None, 0.0, None, 0.1, None, -15.7, None, None, None, 79.0, 2022-01-01 06:00:00
126.0, 79.0, 0.1, 0.0, -18.5, 0.7, -15.7, -15.5, 222.0, 0.0, 0.0, 81.0, 2022-01-01 07:00:00
358.0, None, None, 0.0, None, 1.8, None, -14.6, None, None, None, 81.0, 2022-01-01 08:00:00
92.0, None, None, 0.0, None, 5.5, None, -13.7, None, None, None, 80.0, 2022-01-01 09:00:00
83.0, None, None, 0.0, None, 13.8, None, -12.7, None, None, None, 76.0, 2022-01-01 10:00:00
86.0, None, None, 0.0, None, 13.1, None, -12.4, None, None, None, 78.0, 2022-01-01 11:00:00
84.0, 78.0, 13.1, 0.0, -15.4, 11.9, -12.4, -12.3, 86.0, 0.0, 0.0, 75.0, 2022-01-01 12:00:00
86.0, 75.0, 11.9, 0.0, -15.8, 11.8, -12.3, -12.1, 84.0, 0.0, 0.0, 76.0, 2022-01-01 13:00:00
87.0, 76.0, 11.8, 0.0, -15.5, 12.9, -12.1, -11.8, 86.0, 0.0, 0.0, 76.0, 2022-01-01 14:00:00
97.0, None, None, 0.0, None, 14.5, None, -11.7, None, None, None, 75.0, 2022-01-01 15:00:00
98.0, None, None, 0.0, None, 13.5, None, -11.6, None, None, None, 77.0, 2022-01-01 16:00:00
79.0, None, None, 0.0, None, 14.2, None, -11.6, None, None, None, 75.0, 2022-01-01 17:00:00
96.0, None, None, 0.0, None, 18.4, None, -11.5, None, None, None, 72.0, 2022-01-01 18:00:00
100.0, None, None, 0.0, None, 20.0, None, -11.3, None, None, None, 73.0, 2022-01-01 19:00:00
97.0, None, None, 0.0, None, 16.9, None, -11.5, None, None, None, 75.0, 2022-01-01 20:00:00
93.0, 75.0, 16.9, 0.0, -15.0, 20.5, -11.5, -11.5, 97.0, 0.0, 0.0, 73.0, 2022-01-01 21:00:00
82.0, 73.0, 20.5, 0.0, -15.4, 19.7, -11.5, -11.4, 93.0, 0.0, 0.0, 72.0, 2022-01-01 22:00:00
90.0, None, None, 0.0, None, 19.8, None, -11.3, None, None, None, 71.0, 2022-01-01 23:00:00
84.0, None, None, 0.0, None, 17.7, None, -11.2, None, None, None, 70.0, 2022-01-02 00:00:00
82.0, None, None, 0.0, None, 18.5, None, -11.0, None, None, None, 70.0, 2022-01-02 01:00:00
95.0, None, None, 0.0, None, 17.2, None, -10.7, None, None, None, 69.0, 2022-01-02 02:00:00
88.0, None, None, 0.0, None, 19.9, None, -10.8, None, None, None, 74.0, 2022-01-02 03:00:00
81.0, None, None, 0.0, None, 13.6, None, -10.6, None, None, None, 74.0, 2022-01-02 04:00:00
93.0, None, None, 0.0, None, 8.1, None, -10.4, None, None, None, 76.0, 2022-01-02 05:00:00
97.0, None, None, 0.0, None, 8.2, None, -10.0, None, None, None, 73.0, 2022-01-02 06:00:00
