station_observations
wind_speed, temperature, wind_direction, relative_humidity, time
9.7, -31.3, 3.0, 72.0, 2022-01-01 00:00:00
10.4, -31.6, 4.0, 71.0, 2022-01-01 01:00:00
11.2, -32.0, 358.0, 72.0, 2022-01-01 02:00:00
8.6, -32.2, 12.0, 71.0, 2022-01-01 03:00:00
8.3, -32.1, 350.0, 71.0, 2022-01-01 04:00:00
7.6, -32.1, 1.0, 71.0, 2022-01-01 05:00:00
7.6, -32.2, 6.0, 71.0, 2022-01-01 06:00:00
8.3, -31.2, 358.0, 71.0, 2022-01-01 07:00:00
4.3, -30.4, 16.0, 71.0, 2022-01-01 08:00:00
5.8, -28.4, 36.0, 73.0, 2022-01-01 09:00:00
1.8, -25.7, 80.0, 74.0, 2022-01-01 10:00:00
5.0, -22.6, 11.0, 76.0, 2022-01-01 11:00:00
2.5, -19.1, 176.0, 78.0, 2022-01-01 12:00:00
17.6, -15.0, 171.0, 78.0, 2022-01-01 13:00:00
18.4, -14.2, 169.0, 73.0, 2022-01-01 14:00:00
17.3, -13.9, 152.0, 72.0, 2022-01-01 15:00:00
26.6, -13.7, 173.0, 74.0, 2022-01-01 16:00:00
27.4, -13.3, 163.0, 73.0, 2022-01-01 17:00:00
28.1, -12.7, 157.0, 69.0, 2022-01-01 18:00:00
30.6, -12.4, 162.0, 72.0, 2022-01-01 19:00:00
27.4, -12.0, 164.0, 71.0, 2022-01-01 20:00:00
24.1, -11.8, 180.0, 71.0, 2022-01-01 21:00:00
17.6, -11.4, 169.0, 67.0, 2022-01-01 22:00:00
15.8, -10.9, 159.0, 64.0, 2022-01-01 23:00:00
23.0, -10.7, 137.0, 64.0, 2022-01-02 00:00:00
19.1, -10.8, 149.0, 68.0, 2022-01-02 01:00:00
11.2, -10.5, 152.0, 71.0, 2022-01-02 02:00:00
5.4, -10.5, 200.0, 73.0, 2022-01-02 03:00:00
7.2, -10.1, 195.0, 71.0, 2022-01-02 04:00:00
11.5, -9.4, 183.0, 66.0, 2022-01-02 05:00:00
15.5, -9.4, 166.0, 64.0, 2022-01-02 06:00:00
12.2, -9.0, 166.0, 62.0, 2022-01-02 07:00:00
7.2, -10.2, 192.0, 70.0, 2022-01-02 08:00:00
7.6, -9.3, 218.0, 65.0, 2022-01-02 09:00:00
