IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2017-05-01,0.4,52.03,-123.1867
2017-05-01,0.5,57.6244,-130.0701
2017-05-02,0.6,51.9389,-123.1428
2017-05-02,0.0,55.9357,-120.7185
2017-05-02,0.0,55.9597,-121.3168
2017-05-02,0.0,49.9494,-119.5583
2017-05-02,0.0,56.6038,-120.641
2017-05-02,0.0,53.9384,-122.9385
2017-05-03,0.0,49.1042,-119.3924
2017-05-03,0.0,56.1184,-121.7731
2017-05-03,0.4,55.7812,-120.8343
2017-05-04,0.0,56.9222,-122.0471
2017-05-04,0.009,55.7203,-120.5427
2017-05-05,0.009,55.6548,-120.5602
2017-05-05,0.009,49.5062,-119.5148
2017-05-05,0.009,52.2148,-122.0689
2017-05-05,0.009,52.0477,-122.2132
2017-05-05,0.0,53.8862,-123.4386
2017-05-05,0.009,52.0184,-122.1589
2017-05-05,0.009,49.7869,-115.7329
2017-05-05,0.0,53.7107,-122.8738
2017-05-05,0.2,54.2887,-122.5103
2017-05-05,0.009,52.1374,-122.1774
2017-05-05,0.1,51.5345,-122.2744
2017-05-07,23.3,53.3511,-122.6203
2017-05-07,4.1,56.75,-121.7044
2017-05-07,0.0,58.7225,-122.6883
2017-05-07,1.1,52.5627,-122.5016
2017-05-07,6.2,56.3052,-121.1621
