WSPD_SCLR,time,week_of_year
6.353,2017-02-05 00:00:00,6
5.87,2017-02-05 01:00:00,6
4.099,2017-02-05 02:00:00,6
3.191,2017-02-05 03:00:00,6
1.8,2017-02-05 04:00:00,6
1.64,2017-02-05 05:00:00,6
2.234,2017-02-05 06:00:00,6
0.97,2017-02-05 07:00:00,6
0.59,2017-02-05 08:00:00,6
0.325,2017-02-05 09:00:00,6
0.424,2017-02-05 10:00:00,6
0.867,2017-02-05 11:00:00,6
0.919,2017-02-05 12:00:00,6
0.965,2017-02-05 13:00:00,6
0.68,2017-02-05 14:00:00,6
0.893,2017-02-05 15:00:00,6
1.034,2017-02-05 16:00:00,6
1.412,2017-02-05 17:00:00,6
1.816,2017-02-05 18:00:00,6
1.834,2017-02-05 19:00:00,6
1.691,2017-02-05 20:00:00,6
1.298,2017-02-05 21:00:00,6
1.55,2017-02-05 22:00:00,6
0.929,2017-02-05 23:00:00,6
1.159,2017-02-06 00:00:00,6
1.673,2017-02-06 01:00:00,6
1.424,2017-02-06 02:00:00,6
0.946,2017-02-06 03:00:00,6
1.211,2017-02-06 04:00:00,6
1.185,2017-02-06 05:00:00,6
1.517,2017-02-06 06:00:00,6
1.424,2017-02-06 07:00:00,6
1.863,2017-02-06 08:00:00,6
2.176,2017-02-06 09:00:00,6
2.288,2017-02-06 10:00:00,6
2.095,2017-02-06 11:00:00,6
3.653,2017-02-06 12:00:00,6
4.832,2017-02-06 13:00:00,6
4.033,2017-02-06 14:00:00,6
2.743,2017-02-06 15:00:00,6
1.355,2017-02-06 16:00:00,6
2.183,2017-02-06 17:00:00,6
5.185,2017-02-06 18:00:00,6
5.148,2017-02-06 19:00:00,6
5.747,2017-02-06 20:00:00,6
5.822,2017-02-06 21:00:00,6
4.378,2017-02-06 22:00:00,6
2.139,2017-02-06 23:00:00,6
1.625,2017-02-07 00:00:00,6
1.515,2017-02-07 01:00:00,6
1.058,2017-02-07 02:00:00,6
1.449,2017-02-07 03:00:00,6
1.207,2017-02-07 04:00:00,6
1.314,2017-02-07 05:00:00,6
1.406,2017-02-07 06:00:00,6
1.968,2017-02-07 07:00:00,6
2.074,2017-02-07 08:00:00,6
