AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
None,0.4,2016-02-26,-9.3,5.7,9
None,0.0,2016-02-27,-9.9,3.3,9
None,5.4,2016-02-28,-3.4,0.0,9
None,0.1,2016-02-29,-9.8,0.4,9
None,17.0,2016-03-01,-6.2,-0.1,9
None,5.1,2016-03-02,-1.8,3.4,9
None,3.8,2016-03-03,-1.7,1.6,9
