wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
208.0, 93.0, 2.7,0.0, 0.3,2.6, 1.3,1.0, 181.0, 0.0, 0.0,93.0,2021-10-15 00:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0, 94.0, 3.0,0.0, 0.0,3.8, 0.9,0.5, 163.0, 0.0, 0.0,96.0,2021-10-15 01:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0, 93.0, 2.6,0.0, 0.0,2.7, 1.0,0.6, 208.0, 0.0, 0.0,96.0,2021-10-15 02:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0, 96.0, 3.8,0.0, -0.1,3.7, 0.5,0.4, 6.0, 0.0, 0.0,97.0,2021-10-15 03:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0, 96.0, 2.7,0.2, 0.0,8.1, 0.6,0.9, 40.0, 0.0, 0.0,94.0,2021-10-15 04:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0, 97.0, 3.7,0.0, 0.0,4.9, 0.4,0.8, 156.0, 0.0, 0.0,96.0,2021-10-15 05:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0, 94.0, 8.1,0.2, 0.0,4.2, 0.9,0.7, 51.0, 0.2, 0.2,98.0,2021-10-15 06:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0, 96.0, 4.9,0.0, 0.2,2.4, 0.8,1.0, 107.0, 0.0, 0.2,98.0,2021-10-15 07:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0, 98.0, 4.2,0.0, 0.4,4.2, 0.7,1.3, 26.0, 0.2, 0.4,96.0,2021-10-15 08:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0, 98.0, 2.4,0.2, 0.7,3.7, 1.0,1.6, 127.0, 0.0, 0.4,96.0,2021-10-15 09:00:00,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
