station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
28.4, 28.4, 0.0, 2012-01-03 00:00:00, 0.0
13.8, 13.8, 0.0, 2012-01-04 00:00:00, 0.0
1.8, 1.8, 0.0, 2012-01-05 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-01-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-16 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-18 00:00:00, 14.0
2.5, 2.5, 0.0, 2012-01-19 00:00:00, 11.0
5.8, 5.8, 0.0, 2012-01-23 00:00:00, 0.0
22.2, 22.2, 0.0, 2012-01-24 00:00:00, 0.0
11.8, 11.8, 0.0, 2012-01-25 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-26 00:00:00, 0.0
4.4, 4.4, 0.0, 2012-01-30 00:00:00, 0.0
7.2, 7.2, 0.0, 2012-01-31 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-02 00:00:00, 0.0
0.4, 0.4, 0.0, 2012-02-06 00:00:00, 0.0
5.2, 5.2, 0.0, 2012-02-07 00:00:00, 0.0
7.2, 7.2, 0.0, 2012-02-08 00:00:00, 0.0
21.4, 21.4, 0.0, 2012-02-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-13 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-14 00:00:00, 0.0
4.6, 4.6, 0.0, 2012-02-15 00:00:00, 0.0
2.0, 2.0, 0.0, 2012-02-16 00:00:00, 0.0
0.4, 0.4, 0.0, 2012-02-20 00:00:00, 0.0
4.0, 4.0, 0.0, 2012-02-21 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-22 00:00:00, 0.0
6.2, 6.2, 0.0, 2012-02-23 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-27 00:00:00, 0.0
8.2, 8.2, 0.0, 2012-02-28 00:00:00, 0.0
3.0, 3.0, 0.0, 2012-02-29 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-01 00:00:00, 0.0
0.4, 0.4, 0.0, 2012-03-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-06 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-07 00:00:00, 0.0
2.6, 2.6, 0.0, 2012-03-08 00:00:00, 0.0
8.6, 8.6, 0.0, 2012-03-12 00:00:00, 0.0
2.2, 2.2, 0.0, 2012-03-13 00:00:00, 0.0
31.5, 31.5, 0.0, 2012-03-14 00:00:00, 0.0
11.0, 11.0, 0.0, 2012-03-15 00:00:00, 0.0
10.4, 10.4, 0.0, 2012-03-19 00:00:00, 0.0
5.8, 5.8, 0.0, 2012-03-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-21 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-03-22 00:00:00, 0.0
1.0, 1.0, 0.0, 2012-03-26 00:00:00, 0.0
3.0, 3.0, 0.0, 2012-03-27 00:00:00, 0.0
15.5, 15.5, 0.0, 2012-03-28 00:00:00, 0.0
5.8, 5.8, 0.0, 2012-03-29 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-04-02 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-04-03 00:00:00, 0.0
5.5, 5.5, 0.0, 2012-04-04 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-04-10 00:00:00, 0.0
4.4, 4.4, 0.0, 2012-04-11 00:00:00, 0.0
1.2, 1.2, 0.0, 2012-04-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-16 00:00:00, 0.0
6.8, 6.8, 0.0, 2012-04-17 00:00:00, 0.0
0.4, 0.4, 0.0, 2012-04-18 00:00:00, 0.0
6.6, 6.6, 0.0, 2012-04-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-23 00:00:00, 0.0
13.2, 13.2, 0.0, 2012-04-24 00:00:00, 0.0
1.6, 1.6, 0.0, 2012-04-25 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-26 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-04-30 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-01 00:00:00, 0.0
3.0, 3.0, 0.0, 2012-05-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-08 00:00:00, 0.0
1.4, 1.4, 0.0, 2012-05-22 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-24 00:00:00, 0.0
2.0, 2.0, 0.0, 2012-05-29 00:00:00, None
11.2, 11.2, 0.0, 2012-05-30 00:00:00, 0.0
6.0, 6.0, 0.0, 2012-05-31 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-04 00:00:00, 0.0
7.8, 7.8, 0.0, 2012-06-06 00:00:00, None
5.0, 5.0, 0.0, 2012-06-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-13 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-21 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-27 00:00:00, 0.0
2.0, 2.0, 0.0, 2012-06-28 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-16 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-17 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-18 00:00:00, 0.0
1.8, 1.8, 0.0, 2012-07-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-23 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-24 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-25 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-30 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-31 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-08-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-09 00:00:00, 0.0
2.4, 2.4, 0.0, 2012-08-29 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-30 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-09-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-09-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-09-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-09-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-09-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-10-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-10-04 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-10-09 00:00:00, 0.0
8.2, 8.2, 0.0, 2012-10-15 00:00:00, 0.0
5.8, 5.8, 0.0, 2012-10-18 00:00:00, 0.0
8.6, 8.6, 0.0, 2012-10-22 00:00:00, 0.0
5.8, 5.8, 0.0, 2012-10-23 00:00:00, 0.0
2.8, 2.8, 0.0, 2012-10-24 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-10-25 00:00:00, 0.0
1.0, 1.0, 0.0, 2012-10-29 00:00:00, 0.0
38.9, 38.9, 0.0, 2012-10-30 00:00:00, 0.0
8.2, 8.2, 0.0, 2012-10-31 00:00:00, 0.0
0.4, 0.4, 0.0, 2012-11-01 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-11-05 00:00:00, 0.0
2.8, 2.8, 0.0, 2012-11-06 00:00:00, 0.0
3.6, 3.6, 0.0, 2012-11-07 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-11-13 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-11-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-11-15 00:00:00, 0.0
13.0, 13.0, 0.0, 2012-11-19 00:00:00, 0.0
25.4, 25.4, 0.0, 2012-11-20 00:00:00, 0.0
1.0, 1.0, 0.0, 2012-11-21 00:00:00, 0.0
17.2, 17.2, 0.0, 2012-11-22 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-11-26 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-11-27 00:00:00, 0.0
14.4, 14.4, 0.0, 2012-11-28 00:00:00, 0.0
12.0, 12.0, 0.0, 2012-11-29 00:00:00, 0.0
10.8, 10.8, 0.0, 2012-12-04 00:00:00, 0.0
7.6, 7.6, 0.0, 2012-12-05 00:00:00, 0.0
4.0, 4.0, 0.0, 2012-12-06 00:00:00, 0.0
2.0, 2.0, 0.0, 2012-12-10 00:00:00, 0.0
1.8, 1.8, 0.0, 2012-12-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-12-12 00:00:00, 0.0
1.2, 0.0, 1.2, 2012-12-17 00:00:00, 5.0
14.7, 10.2, 4.5, 2012-12-18 00:00:00, 1.0
28.4, 28.4, 0.0, 2012-12-19 00:00:00, 5.0
2.8, 2.8, 0.0, 2012-12-20 00:00:00, 1.0
3.2, 3.2, 0.0, 2012-12-27 00:00:00, 0.0
