pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, 14.06, 75.91, 22.6, 76.0, 10.0, 14.1, 14.1, 1015.4, 0.0, 10.0, 886.0, 0.0,2020-06-24 00:00:00, -6999.0, 886.0,26
0.0, 13.16, 78.29, 22.6, 78.0, 9.0, 13.2, 12.9, 1014.1, 0.0, 9.0, 885.0, 0.0,2020-06-24 01:00:00, -6999.0, 885.0,26
0.0, 12.56, 80.3, 22.6, 80.0, 9.0, 12.6, 12.6, 1014.4, 0.0, 9.0, 885.0, 0.0,2020-06-24 02:00:00, -6999.0, 885.0,26
0.0, 12.12, 83.2, 22.6, 83.0, 9.0, 12.1, 12.1, 1014.7, 0.0, 9.0, 885.0, 0.0,2020-06-24 03:00:00, -6999.0, 885.0,26
0.0, 11.9, 82.8, 22.6, 83.0, 9.0, 11.9, 11.6, 1013.5, 0.0, 9.0, 884.0, 0.0,2020-06-24 04:00:00, -6999.0, 884.0,26
0.0, 10.09, 88.9, 22.6, 89.0, 8.0, 10.1, 10.1, 1014.8, 0.0, 8.0, 885.0, 0.0,2020-06-24 05:00:00, -6999.0, 885.0,26
0.0, 10.36, 89.3, 22.6, 89.0, 9.0, 10.4, 10.0, 1014.7, 0.0, 9.0, 885.0, 0.0,2020-06-24 06:00:00, -6999.0, 885.0,26
0.0, 11.04, 87.2, 11.0, 87.0, 9.0, 11.0, 10.2, 1013.8, 0.0, 9.0, 884.0, 0.0,2020-06-24 07:00:00, -6999.0, 884.0,26
0.0, 13.63, 74.11, 14.0, 74.0, 9.0, 13.6, 10.2, 1013.9, 0.0, 9.0, 884.0, 0.0,2020-06-24 08:00:00, -6999.0, 884.0,26
0.0, 16.22, 64.76, 16.3, 65.0, 10.0, 16.2, 10.2, 1012.4, 0.0, 10.0, 883.0, 0.0,2020-06-24 09:00:00, -6999.0, 883.0,26
0.0, 17.68, 68.21, 17.7, 68.0, 12.0, 17.7, 10.2, 1011.0, 0.0, 12.0, 882.0, 0.0,2020-06-24 10:00:00, -6999.0, 882.0,26
0.0, 18.12, 61.3, 18.1, 61.0, 10.0, 18.1, 10.2, 1012.4, 0.1, 10.0, 883.0, 0.0,2020-06-24 11:00:00, -6999.0, 883.0,26
0.0, 17.85, 56.01, 19.3, 56.0, 9.0, 17.9, 10.2, 1012.6, 0.1, 9.0, 883.0, 0.0,2020-06-24 12:00:00, -6999.0, 883.0,26
0.0, 20.56, 42.23, 20.3, 42.0, 7.0, 20.6, 10.2, 1013.5, 0.0, 7.0, 884.0, 0.0,2020-06-24 13:00:00, -6999.0, 884.0,26
0.0, 22.13, 34.02, 23.1, 34.0, 5.0, 22.1, 10.2, 1011.0, 0.0, 5.0, 882.0, 0.0,2020-06-24 14:00:00, -6999.0, 882.0,26
0.0, 22.46, 33.75, 23.2, 34.0, 6.0, 22.5, 10.2, 1011.0, 0.0, 6.0, 882.0, 0.0,2020-06-24 15:00:00, -6999.0, 882.0,26
0.0, 22.41, 34.38, 23.2, 34.0, 6.0, 22.4, 10.2, 1011.1, 0.0, 6.0, 882.0, 0.0,2020-06-24 16:00:00, -6999.0, 882.0,26
0.0, 21.26, 44.3, 23.2, 44.0, 9.0, 21.3, 10.2, 1012.6, 0.0, 9.0, 883.0, 0.0,2020-06-24 17:00:00, -6999.0, 883.0,26
0.0, 20.29, 50.67, 23.2, 51.0, 10.0, 20.3, 10.2, 1012.7, 0.0, 10.0, 883.0, 0.0,2020-06-24 18:00:00, -6999.0, 883.0,26
None, 19.69, 51.56, None, None, None, None, None, None, None, 9.0, 883.0, None,2020-06-24 19:00:00, None, None,26
None, 18.88, 56.24, 20.4, 56.0, 10.0, 18.9, 18.9, 1012.5, 0.0, 10.0, 883.0, 0.0,2020-06-24 20:00:00, -6999.0, 883.0,26
