CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 8.91, 97.1, None, None, None, 0.3, 41.98, 0.001, 237.0, 8.0, 0.0, 8.9, 8.0, None, None, 237.0, 17.4, None, None, 97.0, None,2020-06-24 00:00:00, None, None,26
None, 10.11, 83.1, None, None, None, 0.0, 24.19, 0.0, 235.8, 7.0, 0.0, 10.1, 8.0, None, None, 236.0, 17.4, None, None, 83.0, None,2020-06-24 01:00:00, None, None,26
None, 11.8, 65.95, None, None, None, 0.0, 9.79, 0.0, 246.4, 6.0, 0.0, 11.8, 8.0, None, None, 246.0, 17.4, None, None, 66.0, None,2020-06-24 02:00:00, None, None,26
None, 11.85, 64.1, None, None, None, 0.0, 6.675, 0.0, 239.6, 5.0, 0.0, 11.9, 8.0, None, None, 240.0, 17.4, None, None, 64.0, None,2020-06-24 03:00:00, None, None,26
None, 11.19, 74.4, None, None, None, 0.0, 10.09, 0.0, 222.3, 7.0, 0.0, 11.2, 8.0, None, None, 222.0, 17.4, None, None, 74.0, None,2020-06-24 04:00:00, None, None,26
None, 11.06, 75.83, None, None, None, 0.0, 5.924, 0.0, 231.0, 7.0, 0.0, 11.1, 8.0, None, None, 231.0, 17.4, None, None, 76.0, None,2020-06-24 05:00:00, None, None,26
None, 11.35, 74.94, None, None, None, 0.0, 5.131, 0.0, 228.4, 7.0, 0.0, 11.4, 8.0, None, None, 228.0, 17.4, None, None, 75.0, None,2020-06-24 06:00:00, None, None,26
None, 11.83, 74.98, None, None, None, 0.0, 8.24, 0.0, 220.2, 8.0, 0.0, 11.8, 11.3, None, None, 220.0, 12.0, None, None, 75.0, None,2020-06-24 07:00:00, None, None,26
None, 10.45, 85.4, None, None, None, 0.0, 10.8, 0.0, 223.3, 8.0, 0.0, 10.5, 10.3, None, None, 223.0, 14.7, None, None, 85.0, None,2020-06-24 08:00:00, None, None,26
None, 10.7, 78.36, None, None, None, 0.0, 12.33, 0.0, 215.8, 7.0, 0.0, 10.7, 10.3, None, None, 216.0, 16.3, None, None, 78.0, None,2020-06-24 09:00:00, None, None,26
None, 14.11, 57.86, None, None, None, 0.0, 12.32, 0.0, 232.3, 6.0, 0.0, 14.1, 10.3, None, None, 232.0, 17.5, None, None, 58.0, None,2020-06-24 10:00:00, None, None,26
None, None, 50.32, None, None, None, None, 27.14, 0.0, 237.4, None, None, None, None, None, None, None, None, None, None, None, None,2020-06-24 11:00:00, None, None,26
None, 15.95, 63.53, None, None, None, 0.0, 21.54, 0.0, 222.3, 9.0, 0.0, 16.0, 10.3, None, None, 222.0, 20.6, None, None, 64.0, None,2020-06-24 12:00:00, None, None,26
None, 16.54, 62.12, None, None, None, 0.0, 24.04, 0.0, 227.8, 9.0, 0.0, 16.5, 10.3, None, None, 228.0, 20.6, None, None, 62.0, None,2020-06-24 13:00:00, None, None,26
None, 12.63, 71.56, None, None, None, 0.0, 32.66, 0.0, 257.0, 8.0, 0.0, 12.6, 10.3, None, None, 257.0, 20.6, None, None, 72.0, None,2020-06-24 14:00:00, None, None,26
None, 9.73, 71.2, None, None, None, 0.8, 17.51, 0.004, 290.0, 5.0, 0.0, 9.7, 8.9, None, None, 290.0, 20.6, None, None, 71.0, None,2020-06-24 15:00:00, None, None,26
None, 11.48, 59.51, None, None, None, 0.2, 17.59, 0.001, 260.8, 4.0, 0.0, 11.5, 8.3, None, None, 261.0, 20.6, None, None, 60.0, None,2020-06-24 16:00:00, None, None,26
None, 11.1, 64.73, None, None, None, 0.4, 20.0, 0.01, 312.4, 5.0, 0.0, 11.1, 8.1, None, None, 312.0, 20.6, None, None, 65.0, None,2020-06-24 17:00:00, None, None,26
None, 10.87, 72.13, None, None, None, None, 37.21, 0.0, 323.7, 6.0, None, 10.9, 8.1, None, None, None, 20.6, None, None, 72.0, None,2020-06-24 18:00:00, None, None,26
None, 13.62, 64.34, None, None, None, 0.0, 56.49, 0.0, 3.385, 7.0, 0.0, 13.6, 10.3, None, None, 3.0, 14.2, None, None, 64.0, None,2020-06-24 19:00:00, None, None,26
None, 9.34, 74.57, None, None, None, 0.0, 60.74, 0.0, 33.96, 5.0, 0.0, 9.3, 9.4, None, None, 34.0, 14.7, None, None, 75.0, None,2020-06-24 20:00:00, None, None,26
None, 8.75, 75.74, None, None, None, 0.0, 70.67, 0.0, 41.74, 5.0, 0.0, 8.8, 8.8, None, None, 42.0, 14.7, None, None, 76.0, None,2020-06-24 21:00:00, None, None,26
None, 7.877, 74.82, None, None, None, None, 55.05, 0.0, 75.6, None, None, None, None, None, None, None, None, None, None, None, None,2020-06-24 22:00:00, None, None,26
None, 7.708, 75.44, None, None, None, None, 79.32, 0.0, 136.3, 4.0, None, 7.7, 7.4, None, None, None, 14.7, None, None, 75.0, None,2020-06-24 23:00:00, None, None,26
None, 8.18, 75.92, None, None, None, None, 44.41, 0.0, 50.62, None, None, None, None, None, None, None, None, None, None, None, None,2020-06-25 00:00:00, None, None,26
None, 8.22, 71.92, None, None, None, 0.0, 15.73, 0.0, 44.12, 3.0, 0.0, 8.2, 7.0, None, None, 44.0, 14.7, None, None, 72.0, None,2020-06-25 01:00:00, None, None,26
None, 8.6, 70.21, None, None, None, 0.0, 17.57, 0.0, 41.18, 3.0, 0.0, 8.6, 7.0, None, None, 41.0, 14.7, None, None, 70.0, None,2020-06-25 02:00:00, None, None,26
None, 7.909, 75.62, None, None, None, 0.0, 5.659, 0.0, 5.905, 4.0, 0.0, 7.9, 7.0, None, None, 6.0, 14.7, None, None, 76.0, None,2020-06-25 03:00:00, None, None,26
None, 7.519, 80.4, None, None, None, 0.0, 16.08, 0.0, 341.5, 4.0, 0.0, 7.5, 7.0, None, None, 342.0, 14.7, None, None, 80.0, None,2020-06-25 04:00:00, None, None,26
None, 8.49, 71.67, None, None, None, 0.0, 9.17, 0.0, 13.09, 4.0, 0.0, 8.5, 7.0, None, None, 13.0, 14.7, None, None, 72.0, None,2020-06-25 05:00:00, None, None,26
None, 12.04, 56.24, None, None, None, 0.0, 25.42, 0.0, 26.05, 4.0, 0.0, 12.0, 7.0, None, None, 26.0, 14.7, None, None, 56.0, None,2020-06-25 06:00:00, None, None,26
None, None, 39.79, None, None, None, 0.0, 14.07, 0.0, 76.66, 3.0, 0.0, 16.4, 11.6, None, None, 77.0, 16.1, None, None, 40.0, None,2020-06-25 07:00:00, None, None,26
