RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
97.5, None, None, 7.4, 1.646, 96.5, 7.0, 7.4, None, None, 97.0, None, 68.0, None, 68.1, None, None, 7.497, None, 17.3, 98.0, 31.27, 1.6, 7.5, None, 2.5, -1.0,2020-06-24 00:00:00, None,26
97.9, None, None, 3.8, 0.637, 76.75, 7.0, 6.7, None, None, 77.0, None, 68.0, None, 67.72, None, None, 7.392, None, 17.3, 98.0, 20.86, 0.6, 7.4, None, 0.0, 0.0,2020-06-24 01:00:00, None,26
98.0, None, None, 2.0, 0.13, 81.2, 6.0, 6.5, None, None, 81.0, None, 68.0, None, 67.7, None, None, 6.741, None, 17.3, 98.0, 9.85, 0.1, 6.7, None, 0.0, 0.0,2020-06-24 02:00:00, None,26
98.0, None, None, 1.8, 0.11, 84.0, 6.0, 6.4, None, None, 84.0, None, 68.0, None, 67.75, None, None, 6.481, None, 17.3, 98.0, 11.9, 0.1, 6.5, None, 0.1, 0.0,2020-06-24 03:00:00, None,26
98.1, None, None, 0.0, 0.0, 92.2, 6.0, 6.4, None, None, 92.0, None, 68.0, None, 68.41, None, None, 6.626, None, 17.3, 98.0, 9.23, 0.0, 6.6, None, 0.0, 1.0,2020-06-24 04:00:00, None,26
98.0, None, None, 1.6, 0.031, 97.5, 7.0, 6.4, None, None, 98.0, None, 69.0, None, 69.06, None, None, 6.965, None, 17.3, 98.0, 14.19, 0.0, 7.0, None, 0.0, 1.0,2020-06-24 05:00:00, None,26
97.5, None, None, 0.7, 0.006, 104.1, 7.0, 6.4, None, None, 104.0, None, 69.0, None, 68.8, None, None, 7.375, None, 17.3, 98.0, 11.16, 0.0, 7.4, None, -0.1, 0.0,2020-06-24 06:00:00, None,26
96.2, None, None, 1.9, 0.044, 102.5, 8.0, 7.3, None, None, 103.0, None, 69.0, None, 68.57, None, None, 8.1, None, 8.2, 96.0, 13.24, 0.0, 8.1, None, -0.1, 0.0,2020-06-24 07:00:00, None,26
92.2, None, None, 3.6, 0.668, 99.1, 8.0, 7.3, None, None, 99.0, None, 68.0, None, 67.64, None, None, 8.79, None, 9.7, 92.0, 15.36, 0.7, 8.8, None, 0.2, -1.0,2020-06-24 08:00:00, None,26
90.2, None, None, 10.8, 1.373, 93.1, 8.0, 7.3, None, None, 93.0, None, 66.0, None, 66.38, None, None, 9.32, None, 10.2, 90.0, 29.56, 1.4, 9.3, None, 0.3, -1.0,2020-06-24 09:00:00, None,26
71.73, None, None, 6.0, 1.336, 83.0, 9.0, 7.3, None, None, 83.0, None, 67.0, None, 66.94, None, None, 14.26, None, 14.3, 72.0, 44.41, 1.3, 14.3, None, -0.4, 1.0,2020-06-24 10:00:00, None,26
62.05, None, None, 9.7, 1.523, 33.34, 9.0, 7.3, None, None, 33.0, None, 66.0, None, 65.97, None, None, 16.72, None, 16.9, 62.0, 62.2, 1.5, 16.7, None, 0.1, -1.0,2020-06-24 11:00:00, None,26
61.1, None, None, 7.2, 1.233, 15.66, 10.0, 7.3, None, None, 16.0, None, 66.0, None, 66.4, None, None, 17.2, None, 16.9, 61.0, 54.29, 1.2, 17.2, None, 0.2, 1.0,2020-06-24 12:00:00, None,26
56.44, None, None, 7.8, 1.302, 26.23, 8.0, 7.3, None, None, 26.0, None, 65.0, None, 65.4, None, None, 16.9, None, 17.5, 56.0, 66.45, 1.3, 16.9, None, 0.0, -1.0,2020-06-24 13:00:00, None,26
61.79, None, None, 8.5, 1.411, 47.29, 7.0, 7.3, None, None, 47.0, None, 65.0, None, 64.8, None, None, 14.22, None, 18.6, 62.0, 56.68, 1.4, 14.2, None, 0.3, -1.0,2020-06-24 14:00:00, None,26
89.8, None, None, 8.8, 1.604, 86.0, 7.0, 7.3, None, None, 86.0, None, 64.0, None, 64.43, None, None, 8.96, None, 18.6, 90.0, 39.07, 1.6, 9.0, None, 0.5, 0.0,2020-06-24 15:00:00, None,26
84.9, None, None, 9.0, 1.533, 84.4, 6.0, 7.3, None, None, 84.0, None, 64.0, None, 64.22, None, None, 7.932, None, 18.6, 85.0, 30.04, 1.5, 7.9, None, 0.1, 0.0,2020-06-24 16:00:00, None,26
85.2, None, None, 11.5, 1.18, 95.3, 9.0, 7.3, None, None, 95.0, None, 64.0, None, 63.61, None, None, 10.79, None, 18.6, 85.0, 34.89, 1.2, 10.8, None, 0.1, -1.0,2020-06-24 17:00:00, None,26
75.44, None, None, 4.2, 0.384, 63.59, 7.0, 7.3, None, None, 64.0, None, 63.0, None, 63.16, None, None, 11.42, None, 18.6, 75.0, 56.21, 0.4, 11.4, None, 0.2, 0.0,2020-06-24 18:00:00, None,26
71.19, None, None, 8.5, 0.524, 44.81, 7.0, 11.2, None, None, 45.0, None, 64.0, None, 63.94, None, None, 12.18, None, 13.2, 71.0, 68.68, 0.5, 12.2, None, -0.3, 1.0,2020-06-24 19:00:00, None,26
76.04, None, None, 4.6, 0.523, 64.41, 6.0, 10.3, None, None, 64.0, None, 63.0, None, 63.38, None, None, 10.28, None, 13.2, 76.0, 65.68, 0.5, 10.3, None, 0.6, -1.0,2020-06-24 20:00:00, None,26
79.15, None, None, 3.9, 0.5, 88.3, 4.0, 7.9, None, None, 88.0, None, 63.0, None, 63.3, None, None, 7.787, None, 13.2, 79.0, 35.82, 0.5, 7.8, None, -0.2, 0.0,2020-06-24 21:00:00, None,26
81.0, None, None, None, 0.81, 89.6, None, None, None, None, None, None, None, None, 62.51, None, None, 7.72, None, None, None, 31.57, None, None, None, None, None,2020-06-24 22:00:00, None,26
75.3, None, None, 5.6, 1.229, 91.4, 3.0, 7.5, None, None, 91.0, None, 63.0, None, 63.05, None, None, 7.7, None, 13.2, 75.0, 40.09, 1.2, 7.7, None, 0.0, 1.0,2020-06-24 23:00:00, None,26
82.3, None, None, 3.5, 0.255, 99.8, 4.0, 6.5, None, None, 100.0, None, 63.0, None, 63.02, None, None, 6.566, None, 13.2, 82.0, 19.52, 0.3, 6.6, None, 0.2, 0.0,2020-06-25 00:00:00, None,26
84.4, None, None, 1.9, 0.079, 93.6, 4.0, 6.1, None, None, 94.0, None, 63.0, None, 63.45, None, None, 6.435, None, 13.2, 84.0, 16.08, 0.1, 6.4, None, 0.0, 1.0,2020-06-25 01:00:00, None,26
83.1, None, None, 4.7, 0.402, 88.2, 4.0, 6.0, None, None, 88.0, None, 63.0, None, 62.8, None, None, 6.421, None, 13.2, 83.0, 42.46, 0.4, 6.4, None, -0.1, -1.0,2020-06-25 02:00:00, None,26
83.7, None, None, 2.6, 0.087, 97.1, 4.0, 6.0, None, None, 97.0, None, 63.0, None, 63.17, None, None, 6.264, None, 13.2, 84.0, 15.63, 0.1, 6.3, None, 0.0, 1.0,2020-06-25 03:00:00, None,26
85.4, None, None, 2.7, 0.386, 102.6, 4.0, 6.0, None, None, 103.0, None, 63.0, None, 63.12, None, None, 6.115, None, 13.2, 85.0, 10.23, 0.4, 6.1, None, 0.0, 0.0,2020-06-25 04:00:00, None,26
88.5, None, None, 1.1, 0.007, 86.2, 4.0, 5.4, None, None, 86.0, None, 63.0, None, 63.23, None, None, 5.597, None, 13.2, 89.0, 15.69, 0.0, 5.6, None, 0.0, 0.0,2020-06-25 05:00:00, None,26
86.4, None, None, 1.8, 0.076, 83.6, 4.0, 5.4, None, None, 84.0, None, 63.0, None, 62.69, None, None, 6.021, None, 13.2, 86.0, 18.36, 0.1, 6.0, None, -0.1, -1.0,2020-06-25 06:00:00, None,26
82.6, None, None, 2.7, 0.639, 78.2, 5.0, 6.0, None, None, 78.0, None, 63.0, None, 63.08, None, None, 7.421, None, 7.5, 83.0, 20.93, 0.6, 7.4, None, -0.4, 1.0,2020-06-25 07:00:00, None,26
80.1, None, None, 2.5, 0.387, 78.92, 5.0, 6.0, None, None, 79.0, None, 63.0, None, 62.86, None, None, 8.31, None, 8.4, 80.0, 21.31, 0.4, 8.3, None, 0.1, 0.0,2020-06-25 08:00:00, None,26
60.98, None, None, 4.2, 0.305, 42.1, 6.0, 6.0, None, None, 42.0, None, 62.0, None, 62.07, None, None, 13.64, None, 13.5, 61.0, 56.94, 0.3, 13.6, None, -0.4, -1.0,2020-06-25 09:00:00, None,26
50.57, None, None, 5.7, 0.327, 11.91, 6.0, 6.0, None, None, 12.0, None, 61.0, None, 60.66, None, None, 16.19, None, 16.2, 51.0, 69.75, 0.3, 16.2, None, 0.4, -1.0,2020-06-25 10:00:00, None,26
50.62, None, None, 12.1, 1.715, 326.1, 6.0, 6.0, None, None, 326.0, None, 60.0, None, 59.81, None, None, 16.15, None, 17.0, 51.0, 62.79, 1.7, 16.2, None, -0.1, -1.0,2020-06-25 11:00:00, None,26
45.34, None, None, 11.3, 1.867, 318.7, 6.0, 6.0, None, None, 319.0, None, 63.0, None, 62.84, None, None, 17.97, None, 18.0, 45.0, 62.53, 1.9, 18.0, None, 0.2, 4.0,2020-06-25 12:00:00, None,26
44.58, None, None, 11.2, 2.137, 318.0, 6.0, 6.0, None, None, 318.0, None, 58.0, None, 57.69, None, None, 18.15, None, 18.7, 45.0, 61.03, 2.1, 18.2, None, -0.1, -5.0,2020-06-25 13:00:00, None,26
36.89, None, None, 11.4, 2.376, 1.42, 5.0, 6.0, None, None, 1.0, None, 59.0, None, 58.81, None, None, 19.32, None, 19.3, 37.0, 66.76, 2.4, 19.3, None, 0.2, 2.0,2020-06-25 14:00:00, None,26
40.05, None, None, 11.6, 2.46, 304.8, 5.0, 6.0, None, None, 305.0, None, 58.0, None, 57.62, None, None, 19.35, None, 19.6, 40.0, 73.9, 2.5, 19.4, None, 0.2, -1.0,2020-06-25 15:00:00, None,26
36.98, None, None, 11.9, 2.48, 33.14, 5.0, 6.0, None, None, 33.0, None, 55.0, None, 55.26, None, None, 20.0, None, 20.2, 37.0, 70.38, 2.5, 20.0, None, -0.1, -2.0,2020-06-25 16:00:00, None,26
34.91, None, None, 13.3, 2.303, 349.8, 3.0, 6.0, None, None, 350.0, None, 54.0, None, 53.91, None, None, 19.4, None, 20.2, 35.0, 64.05, 2.3, 19.4, None, -0.1, -1.0,2020-06-25 17:00:00, None,26
38.54, None, None, 9.6, 1.953, 48.83, 4.0, 6.0, None, None, 49.0, None, 55.0, None, 55.01, None, None, 18.26, None, 20.2, 39.0, 63.5, 2.0, 18.3, None, 0.0, 2.0,2020-06-25 18:00:00, None,26
52.3, None, None, 7.5, 1.478, 65.36, 6.0, 15.0, None, None, 65.0, None, 54.0, None, 53.78, None, None, 15.32, None, 18.3, 52.0, 58.17, 1.5, 15.3, None, 0.4, -1.0,2020-06-25 19:00:00, None,26
65.12, None, None, 6.5, 1.198, 78.54, 6.0, 12.3, None, None, 79.0, None, 54.0, None, 53.56, None, None, 12.28, None, 18.3, 65.0, 38.76, 1.2, 12.3, None, 0.0, 0.0,2020-06-25 20:00:00, None,26
69.74, None, None, 4.7, 0.804, 94.1, 5.0, 10.5, None, None, 94.0, None, 54.0, None, 54.28, None, None, 10.51, None, 18.3, 70.0, 17.46, 0.8, 10.5, None, 0.0, 1.0,2020-06-25 21:00:00, None,26
70.78, None, None, 1.8, 0.127, 95.4, 4.0, 9.5, None, None, 95.0, None, 54.0, None, 54.24, None, None, 9.46, None, 18.3, 71.0, 13.9, 0.1, 9.5, None, -0.2, 0.0,2020-06-25 22:00:00, None,26
68.96, None, None, 2.0, 0.164, 93.9, 4.0, 9.4, None, None, 94.0, None, 54.0, None, 54.01, None, None, 9.57, None, 18.3, 69.0, 13.58, 0.2, 9.6, None, -0.1, 0.0,2020-06-25 23:00:00, None,26
68.67, None, None, 2.8, 0.574, 95.5, 4.0, 9.3, None, None, 96.0, None, 54.0, None, 53.72, None, None, 9.75, None, 18.3, 69.0, 13.37, 0.6, 9.8, None, 0.0, 0.0,2020-06-26 00:00:00, None,26
71.13, None, None, 3.7, 0.573, 95.6, 5.0, 9.3, None, None, 96.0, None, 53.0, None, 53.46, None, None, 9.69, None, 18.3, 71.0, 14.02, 0.6, 9.7, None, 0.0, 0.0,2020-06-26 01:00:00, None,26
77.66, None, None, 2.2, 0.45, 100.3, 6.0, 9.1, None, None, 100.0, None, 53.0, None, 52.67, None, None, 9.11, None, 18.3, 78.0, 13.05, 0.5, 9.1, None, 0.0, -1.0,2020-06-26 02:00:00, None,26
79.34, None, None, 2.2, 0.24, 98.7, 5.0, 8.8, None, None, 99.0, None, 53.0, None, 52.93, None, None, 8.72, None, 18.3, 79.0, 11.09, 0.2, 8.7, None, 0.0, 1.0,2020-06-26 03:00:00, None,26
79.37, None, None, 4.4, 0.394, 100.4, 5.0, 8.6, None, None, 100.0, None, 53.0, None, 52.78, None, None, 8.98, None, 18.3, 79.0, 13.13, 0.4, 9.0, None, 0.0, 0.0,2020-06-26 04:00:00, None,26
78.61, None, None, 3.7, 0.727, 99.3, 5.0, 8.5, None, None, 99.0, None, 54.0, None, 53.55, None, None, 8.8, None, 18.3, 79.0, 15.5, 0.7, 8.8, None, 0.0, 1.0,2020-06-26 05:00:00, None,26
75.07, None, None, 2.9, 0.614, 98.5, 5.0, 8.5, None, None, 99.0, None, 53.0, None, 52.91, None, None, 9.09, None, 18.3, 75.0, 13.33, 0.6, 9.1, None, 0.0, -1.0,2020-06-26 06:00:00, None,26
73.16, None, None, 5.9, 1.623, 92.1, 5.0, 9.1, None, None, 92.0, None, 52.0, None, 52.46, None, None, 9.96, None, 9.9, 73.0, 20.42, 1.6, 10.0, None, -0.2, 0.0,2020-06-26 07:00:00, None,26
68.16, None, None, 6.8, 1.876, 87.5, 6.0, 9.1, None, None, 88.0, None, 53.0, None, 52.89, None, None, 11.09, None, 11.5, 68.0, 30.13, 1.9, 11.1, None, 0.2, 1.0,2020-06-26 08:00:00, None,26
55.75, None, None, 7.5, 1.781, 76.1, 6.0, 9.1, None, None, 76.0, None, 51.0, None, 51.44, None, None, 15.17, None, 15.4, 56.0, 45.9, 1.8, 15.2, None, -0.3, -1.0,2020-06-26 09:00:00, None,26
49.27, None, None, 10.6, 2.301, 26.36, 7.0, 9.1, None, None, 26.0, None, 51.0, None, 50.82, None, None, 17.64, None, 17.5, 49.0, 55.14, 2.3, 17.6, None, 0.1, -1.0,2020-06-26 10:00:00, None,26
45.63, None, None, 14.0, 3.398, 12.88, 7.0, 9.1, None, None, 13.0, None, 50.0, None, 50.19, None, None, 18.55, None, 18.7, 46.0, 53.92, 3.4, 18.6, None, 0.1, -1.0,2020-06-26 11:00:00, None,26
45.23, None, None, 14.8, 4.175, 345.1, 7.0, 9.1, None, None, 345.0, None, 49.0, None, 49.33, None, None, 19.32, None, 19.3, 45.0, 55.23, 4.2, 19.3, None, 0.0, -1.0,2020-06-26 12:00:00, None,26
43.73, None, None, 13.4, 3.102, 353.8, 7.0, 9.1, None, None, 354.0, None, 49.0, None, 49.38, None, None, 19.85, None, 20.3, 44.0, 63.78, 3.1, 19.9, None, -0.1, 0.0,2020-06-26 13:00:00, None,26
44.62, None, None, 14.7, 3.599, 33.82, 8.0, 9.1, None, None, 34.0, None, 48.0, None, 48.31, None, None, 20.07, None, 20.3, 45.0, 58.5, 3.6, 20.1, None, 0.2, -1.0,2020-06-26 14:00:00, None,26
46.24, None, None, 15.8, 3.168, 46.36, 7.0, 9.1, None, None, 46.0, None, 45.0, None, 44.78, None, None, 19.2, None, 20.5, 46.0, 54.94, 3.2, 19.2, None, 0.0, -4.0,2020-06-26 15:00:00, None,26
46.93, None, None, 11.4, 3.205, 43.49, 8.0, 9.1, None, None, 43.0, None, 45.0, None, 44.91, None, None, 19.25, None, 20.5, 47.0, 52.4, 3.2, 19.3, None, 0.0, 0.0,2020-06-26 16:00:00, None,26
59.24, None, None, 11.3, 2.746, 49.82, 8.0, 9.1, None, None, 50.0, None, 45.0, None, 44.7, None, None, 15.22, None, 20.5, 59.0, 50.21, 2.7, 15.2, None, 0.3, 0.0,2020-06-26 17:00:00, None,26
60.65, None, None, 14.3, 3.473, 69.8, 8.0, 9.1, None, None, 70.0, None, 43.0, None, 42.75, None, None, 15.27, None, 20.5, 61.0, 45.85, 3.5, 15.3, None, -0.2, -2.0,2020-06-26 18:00:00, None,26
77.68, None, None, 10.3, 2.676, 81.0, 8.0, 12.0, None, None, 81.0, None, 45.0, None, 44.5, None, None, 12.0, None, 15.8, 78.0, 40.97, 2.7, 12.0, None, 0.2, 2.0,2020-06-26 19:00:00, None,26
91.4, None, None, 6.1, 1.475, 92.6, 9.0, 10.4, None, None, 93.0, None, 43.0, None, 42.89, None, None, 10.42, None, 15.8, 91.0, 23.24, 1.5, 10.4, None, 0.4, -2.0,2020-06-26 20:00:00, None,26
94.5, None, None, 4.7, 0.661, 97.5, 9.0, 9.8, None, None, 98.0, None, 41.0, None, 41.26, None, None, 9.83, None, 15.8, 95.0, 18.6, 0.7, 9.8, None, 0.1, -2.0,2020-06-26 21:00:00, None,26
91.4, None, None, 3.1, 0.62, 103.2, 8.0, 9.2, None, None, 103.0, None, 40.0, None, 40.44, None, None, 9.54, None, 15.8, 91.0, 20.21, 0.6, 9.5, None, -0.1, -1.0,2020-06-26 22:00:00, None,26
91.4, None, None, 3.0, 0.378, 100.7, 9.0, 9.2, None, None, 101.0, None, 42.0, None, 42.44, None, None, 9.99, None, 15.8, 91.0, 15.5, 0.4, 10.0, None, 0.0, 3.0,2020-06-26 23:00:00, None,26
93.8, None, None, 3.4, 0.305, 102.5, 8.0, 8.5, None, None, 103.0, None, 41.0, None, 40.73, None, None, 8.51, None, 15.8, 94.0, 25.49, 0.3, 8.5, None, 0.3, -2.0,2020-06-27 00:00:00, None,26
91.5, None, None, 3.1, 0.59, 99.5, 7.0, 8.3, None, None, 100.0, None, 40.0, None, 39.54, None, None, 8.39, None, 15.8, 92.0, 19.11, 0.6, 8.4, None, -0.1, -1.0,2020-06-27 01:00:00, None,26
91.1, None, None, 3.0, 0.382, 97.9, 7.0, 8.2, None, None, 98.0, None, 38.0, None, 37.71, None, None, 8.4, None, 15.8, 91.0, 17.56, 0.4, 8.4, None, 0.0, -2.0,2020-06-27 02:00:00, None,26
