pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 10.22, 96.8, 15.8, 6.0, 66.85, 1.558, 355.5, 10.0, 1.6, 10.2, 10.2, 10.0, 0.0, 356.0, 0.0, 97.0,2020-06-24 00:00:00, -6999.0, -6999.0,26
None, 9.67, 97.1, 15.8, 6.5, 77.57, 0.944, 247.6, 10.0, 0.9, 9.7, 9.6, 10.0, 0.0, 248.0, 0.0, 97.0,2020-06-24 01:00:00, -6999.0, -6999.0,26
None, 9.14, 97.4, 15.8, 3.2, 66.71, 0.52, 245.0, 9.0, 0.5, 9.1, 8.7, 9.0, 0.0, 245.0, 0.0, 97.0,2020-06-24 02:00:00, -6999.0, -6999.0,26
None, 8.93, 97.3, 15.8, 5.0, 55.99, 0.939, 324.1, 8.0, 0.9, 8.9, 8.7, 8.0, 0.0, 324.0, 0.0, 97.0,2020-06-24 03:00:00, -6999.0, -6999.0,26
None, 9.08, 97.3, 15.8, 5.1, 67.88, 1.009, 259.5, 8.0, 1.0, 9.1, 8.7, 8.0, 0.0, 260.0, 0.0, 97.0,2020-06-24 04:00:00, -6999.0, -6999.0,26
None, 9.19, 97.4, 15.8, 3.0, 65.23, 0.538, 188.6, 9.0, 0.5, 9.2, 8.7, 9.0, 0.0, 189.0, 0.0, 97.0,2020-06-24 05:00:00, -6999.0, -6999.0,26
None, 9.19, 97.3, 15.8, 5.5, 63.88, 1.621, 343.2, 9.0, 1.6, 9.2, 8.7, 9.0, 0.0, 343.0, 0.0, 97.0,2020-06-24 06:00:00, -6999.0, -6999.0,26
None, 9.59, 96.9, 9.7, 2.8, 66.26, 0.524, 293.4, 9.0, 0.5, 9.6, 9.2, 9.0, 0.0, 293.0, 0.0, 97.0,2020-06-24 07:00:00, -6999.0, -6999.0,26
None, 10.37, 96.8, 10.3, 4.1, 65.59, 1.051, 221.1, 10.0, 1.1, 10.4, 9.2, 10.0, 0.0, 221.0, 0.0, 97.0,2020-06-24 08:00:00, -6999.0, -6999.0,26
None, 11.0, 96.3, 11.1, 5.4, 72.0, 1.004, 47.19, 11.0, 1.0, 11.0, 9.2, 11.0, 0.0, 47.0, 0.0, 96.0,2020-06-24 09:00:00, -6999.0, -6999.0,26
