pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, 20.6, 20.58, 20.6, 0.0, None, 27.1, -6999.0, None,2020-06-24 00:00:00, None, -6999.0,26
None, 20.2, 20.2, 20.2, 0.0, None, 27.1, -6999.0, None,2020-06-24 01:00:00, None, -6999.0,26
None, 19.7, 19.68, 19.7, 0.0, None, 27.1, -6999.0, None,2020-06-24 02:00:00, None, -6999.0,26
None, 19.2, 19.18, 19.2, 0.0, None, 27.1, -6999.0, None,2020-06-24 03:00:00, None, -6999.0,26
None, 18.6, 18.56, 18.6, 0.0, None, 27.1, -6999.0, None,2020-06-24 04:00:00, None, -6999.0,26
None, 18.1, 18.1, 18.1, 0.0, None, 27.1, -6999.0, None,2020-06-24 05:00:00, None, -6999.0,26
None, 18.1, 18.12, 18.0, 0.0, None, 27.1, -6999.0, None,2020-06-24 06:00:00, None, -6999.0,26
None, 17.7, 17.65, 17.7, 2.0, None, 18.2, -6999.0, None,2020-06-24 07:00:00, None, -6999.0,26
None, 17.0, 17.04, 17.0, 2.0, None, 18.2, -6999.0, None,2020-06-24 08:00:00, None, -6999.0,26
None, 17.6, 17.63, 17.0, 0.0, None, 18.2, -6999.0, None,2020-06-24 09:00:00, None, -6999.0,26
None, 17.9, 17.86, 17.0, 0.0, None, 18.2, -6999.0, None,2020-06-24 10:00:00, None, -6999.0,26
None, None, 17.79, None, None, None, None, None, None,2020-06-24 11:00:00, None, None,26
None, 20.0, 19.99, 17.0, 2.2, None, 19.9, -6999.0, None,2020-06-24 12:00:00, None, -6999.0,26
None, 22.9, 22.86, 17.0, 0.0, None, 22.8, -6999.0, None,2020-06-24 13:00:00, None, -6999.0,26
None, 24.0, 24.0, 17.0, 0.0, None, 24.0, -6999.0, None,2020-06-24 14:00:00, None, -6999.0,26
None, 24.1, 24.13, 17.0, 1.0, None, 24.1, -6999.0, None,2020-06-24 15:00:00, None, -6999.0,26
None, 25.3, 25.3, 17.0, 0.0, None, 25.3, -6999.0, None,2020-06-24 16:00:00, None, -6999.0,26
None, 25.9, 25.92, 17.0, 0.0, None, 26.2, -6999.0, None,2020-06-24 17:00:00, None, -6999.0,26
None, 23.5, 23.52, 17.0, -0.1, None, 26.2, -6999.0, None,2020-06-24 18:00:00, None, -6999.0,26
None, 23.8, 23.84, 23.3, 0.1, None, 23.8, -6999.0, None,2020-06-24 19:00:00, None, -6999.0,26
None, 23.0, 23.01, 23.0, 0.0, None, 24.0, -6999.0, None,2020-06-24 20:00:00, None, -6999.0,26
None, 21.3, 21.29, 21.3, 0.0, None, 24.0, -6999.0, None,2020-06-24 21:00:00, None, -6999.0,26
None, 19.2, 19.17, 19.2, -0.3, None, 24.0, -6999.0, None,2020-06-24 22:00:00, None, -6999.0,26
None, None, 17.43, None, None, None, None, None, None,2020-06-24 23:00:00, None, None,26
None, 16.1, 16.11, 16.1, None, None, 24.0, -6999.0, None,2020-06-25 00:00:00, None, -6999.0,26
None, 15.1, 15.12, 15.1, 0.6, None, 24.0, -6999.0, None,2020-06-25 01:00:00, None, -6999.0,26
None, 14.9, 14.88, 14.9, 0.0, None, 24.0, -6999.0, None,2020-06-25 02:00:00, None, -6999.0,26
None, 14.3, 14.32, 14.3, 0.0, None, 24.0, -6999.0, None,2020-06-25 03:00:00, None, -6999.0,26
None, 13.5, 13.54, 13.6, 0.0, None, 24.0, -6999.0, None,2020-06-25 04:00:00, None, -6999.0,26
None, 13.0, 12.95, 13.0, 0.0, None, 24.0, -6999.0, None,2020-06-25 05:00:00, None, -6999.0,26
None, 13.0, 13.0, 12.9, 0.0, None, 24.0, -6999.0, None,2020-06-25 06:00:00, None, -6999.0,26
