pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
4.8,2.7,1.8, 0.0, 0.0,3.9,85.0,2022-10-29 00:00:00,0.0,44
4.8,2.7,1.8, 0.0, 0.0,3.9,85.0,2022-10-29 01:00:00,0.0,44
4.5,2.9,1.8, 0.0, 0.0,3.9,85.0,2022-10-29 02:00:00,0.0,44
4.1,2.4,1.8, 0.0, 0.0,3.9,91.0,2022-10-29 03:00:00,1.0,44
2.8,2.1,1.8, 0.0, 0.0,3.9,93.0,2022-10-29 04:00:00,1.0,44
2.0,1.9,1.8, 0.0, 0.0,3.9,93.0,2022-10-29 05:00:00,1.0,44
1.3,2.1,1.8, 0.0, 0.0,3.9,93.0,2022-10-29 06:00:00,1.0,44
0.5,2.2,2.1, 0.0, 0.0,2.2,93.0,2022-10-29 07:00:00,1.0,44
0.0,2.4,2.1, 0.0, 0.0,2.4,92.0,2022-10-29 08:00:00,1.0,44
0.0,2.8,2.1, 0.0, 0.0,2.8,91.0,2022-10-29 09:00:00,1.0,44
0.0,3.7,2.1, 0.0, 0.0,3.6,85.0,2022-10-29 10:00:00,1.0,44
0.0,5.2,2.1, 0.0, 0.0,5.1,80.0,2022-10-29 11:00:00,2.0,44
0.0,7.4,2.1, 0.0, 0.0,7.5,62.0,2022-10-29 12:00:00,1.0,44
0.0,8.5,2.1, 0.0, 0.0,8.6,53.0,2022-10-29 13:00:00,0.0,44
0.0,9.4,2.1, 0.0, 0.0,9.4,47.0,2022-10-29 14:00:00,-1.0,44
0.0,9.6,2.1, 0.0, 0.0,9.5,46.0,2022-10-29 15:00:00,-1.0,44
0.0,9.0,2.1, 0.0, 0.0,9.6,49.0,2022-10-29 16:00:00,-1.0,44
0.0,7.5,2.1, 0.0, 0.0,9.6,64.0,2022-10-29 17:00:00,1.0,44
0.0,6.1,2.1, 0.0, 0.0,9.6,65.0,2022-10-29 18:00:00,0.0,44
0.0,4.6,4.6, 0.0, 0.0,6.1,71.0,2022-10-29 19:00:00,0.0,44
0.0,3.3,3.4, 0.0, 0.0,6.1,75.0,2022-10-29 20:00:00,0.0,44
0.0,3.5,3.1, 0.0, 0.0,6.1,76.0,2022-10-29 21:00:00,0.0,44
0.0,3.2,2.9, 0.0, 0.0,6.1,75.0,2022-10-29 22:00:00,-1.0,44
0.0,4.4,2.9, 0.0, 0.0,6.1,69.0,2022-10-29 23:00:00,-1.0,44
0.0,5.2,2.9, 0.0, 0.0,6.1,69.0,2022-10-30 00:00:00,0.0,44
0.0,5.5,2.9, 0.0, 0.0,6.1,65.0,2022-10-30 01:00:00,0.0,44
0.0,5.8,2.9, 0.0, 0.0,6.1,67.0,2022-10-30 02:00:00,0.0,44
0.0,6.1,2.9, 0.0, 0.0,6.2,65.0,2022-10-30 03:00:00,0.0,44
0.0,6.3,2.9, 0.0, 0.0,6.7,65.0,2022-10-30 04:00:00,0.0,44
0.0,6.2,2.9, 0.0, 0.0,6.7,67.0,2022-10-30 05:00:00,1.0,44
