air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
10.3,10.2, 1003.2, None,12.5,78.0, None,2022-10-29 00:00:00, None,7.0, 996.0,44
9.8,9.8, 1003.2, None,12.5,80.0, None,2022-10-29 01:00:00, None,7.0, 996.0,44
9.6,9.3, 1003.2, None,12.5,82.0, None,2022-10-29 02:00:00, None,7.0, 996.0,44
9.4,9.3, 1003.2, None,12.5,82.0, None,2022-10-29 03:00:00, None,7.0, 996.0,44
9.2,8.9, 1003.2, None,12.5,84.0, None,2022-10-29 04:00:00, None,7.0, 996.0,44
9.6,8.9, 1003.2, None,12.5,82.0, None,2022-10-29 05:00:00, None,7.0, 996.0,44
9.0,8.9, 1003.2, None,12.5,83.0, None,2022-10-29 06:00:00, None,6.0, 996.0,44
9.2,9.0, 1003.2, None,9.6,80.0, None,2022-10-29 07:00:00, None,6.0, 996.0,44
9.6,8.9, 1003.2, None,9.6,81.0, None,2022-10-29 08:00:00, None,6.0, 996.0,44
9.7,8.9, 1004.2, None,9.7,79.0, None,2022-10-29 09:00:00, None,6.0, 997.0,44
9.6,8.9, 1004.2, None,10.0,81.0, None,2022-10-29 10:00:00, None,6.0, 997.0,44
10.5,8.9, 1004.2, None,10.4,77.0, None,2022-10-29 11:00:00, None,7.0, 997.0,44
10.3,8.9, 1004.2, None,10.5,77.0, None,2022-10-29 12:00:00, None,6.0, 997.0,44
10.7,8.9, 1004.2, None,10.8,74.0, None,2022-10-29 13:00:00, None,6.0, 997.0,44
11.0,8.9, 1004.2, None,11.2,71.0, None,2022-10-29 14:00:00, None,6.0, 997.0,44
11.9,8.9, 1003.2, None,11.9,66.0, None,2022-10-29 15:00:00, None,6.0, 996.0,44
11.8,8.9, 1003.2, None,12.2,64.0, None,2022-10-29 16:00:00, None,5.0, 996.0,44
12.1,8.9, 1003.2, None,12.2,62.0, None,2022-10-29 17:00:00, None,5.0, 996.0,44
11.2,8.9, 1002.2, None,12.3,68.0, None,2022-10-29 18:00:00, None,6.0, 995.0,44
11.3,11.2, 1002.2, None,11.5,70.0, None,2022-10-29 19:00:00, None,6.0, 995.0,44
10.9,10.9, 1002.2, None,11.5,73.0, None,2022-10-29 20:00:00, None,6.0, 995.0,44
10.7,10.6, 1002.2, None,11.5,76.0, None,2022-10-29 21:00:00, None,7.0, 995.0,44
10.9,10.6, 1002.2, None,11.5,76.0, None,2022-10-29 22:00:00, None,7.0, 995.0,44
11.3,10.6, 1001.2, None,11.5,69.0, None,2022-10-29 23:00:00, None,6.0, 994.0,44
11.3,10.6, 1001.2, None,11.7,68.0, None,2022-10-30 00:00:00, None,6.0, 994.0,44
10.9,10.6, 1000.2, None,11.7,70.0, None,2022-10-30 01:00:00, None,6.0, 993.0,44
10.6,10.6, 1001.2, None,11.7,70.0, None,2022-10-30 02:00:00, None,5.0, 994.0,44
10.9,10.6, 1000.2, None,11.7,67.0, None,2022-10-30 03:00:00, None,5.0, 993.0,44
11.0,10.6, 999.2, None,11.7,69.0, None,2022-10-30 04:00:00, None,5.0, 992.0,44
10.8,10.6, 999.2, None,11.7,71.0, None,2022-10-30 05:00:00, None,6.0, 992.0,44
10.1,10.1, 999.2, None,11.7,76.0, None,2022-10-30 06:00:00, None,6.0, 992.0,44
9.7,9.6, 998.2, None,10.1,80.0, None,2022-10-30 07:00:00, None,6.0, 991.0,44
