air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
5.0, 4.993, 60.86, 5.9, 61.0, 4.5,2022-10-29 00:00:00, -2.0,44
5.2, 5.235, 65.33, 5.9, 65.0, 4.3,2022-10-29 01:00:00, 0.0,44
4.4, 4.36, 73.95, 5.9, 74.0, 4.3,2022-10-29 02:00:00, 0.0,44
5.4, 5.363, 64.17, 5.9, 64.0, 4.3,2022-10-29 03:00:00, -1.0,44
5.1, 5.109, 67.07, 5.9, 67.0, 4.3,2022-10-29 04:00:00, -1.0,44
4.5, 4.471, 72.28, 5.9, 72.0, 4.3,2022-10-29 05:00:00, 0.0,44
4.6, 4.586, 70.05, 5.9, 70.0, 4.3,2022-10-29 06:00:00, -1.0,44
4.8, 4.808, 68.72, 4.8, 69.0, 4.6,2022-10-29 07:00:00, 0.0,44
4.8, 4.835, 67.57, 4.9, 68.0, 4.6,2022-10-29 08:00:00, 0.0,44
5.1, 5.145, 66.62, 5.5, 67.0, 4.6,2022-10-29 09:00:00, -1.0,44
6.4, 6.396, 62.3, 6.5, 62.0, 4.6,2022-10-29 10:00:00, 0.0,44
7.0, 6.974, 59.2, 7.1, 59.0, 4.6,2022-10-29 11:00:00, 0.0,44
7.3, 7.307, 57.02, 7.7, 57.0, 4.6,2022-10-29 12:00:00, 0.0,44
7.4, 7.35, 58.58, 7.7, 59.0, 4.6,2022-10-29 13:00:00, 0.0,44
7.5, 7.521, 57.13, 7.9, 57.0, 4.6,2022-10-29 14:00:00, 0.0,44
7.2, 7.232, 58.86, 7.9, 59.0, 4.6,2022-10-29 15:00:00, -1.0,44
7.0, 6.982, 61.86, 7.9, 62.0, 4.6,2022-10-29 16:00:00, 0.0,44
6.4, 6.447, 63.57, 7.9, 64.0, 4.6,2022-10-29 17:00:00, 0.0,44
6.0, 5.955, 67.93, 7.9, 68.0, 4.6,2022-10-29 18:00:00, 0.0,44
5.7, 5.704, 70.02, 6.1, 70.0, 5.4,2022-10-29 19:00:00, 1.0,44
6.2, 6.182, 65.41, 7.0, 65.0, 5.2,2022-10-29 20:00:00, 0.0,44
5.8, 5.762, 69.24, 7.0, 69.0, 5.2,2022-10-29 21:00:00, 1.0,44
5.7, 5.694, 67.01, 7.0, 67.0, 5.2,2022-10-29 22:00:00, 0.0,44
5.3, 5.326, 67.97, 7.0, 68.0, 5.2,2022-10-29 23:00:00, 0.0,44
5.2, 5.224, 67.78, 7.0, 68.0, 5.0,2022-10-30 00:00:00, 0.0,44
5.2, 5.156, 72.49, 7.0, 72.0, 5.0,2022-10-30 01:00:00, 1.0,44
