WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
146.6, None, None,2021-12-10 00:00:00, None,50
175.7, None, None,2021-12-10 01:00:00, None,50
153.8, None, None,2021-12-10 02:00:00, None,50
148.3, None, None,2021-12-10 03:00:00, None,50
146.1, None, None,2021-12-10 04:00:00, None,50
128.6, None, None,2021-12-10 05:00:00, None,50
135.2, None, None,2021-12-10 06:00:00, None,50
140.9, None, None,2021-12-10 07:00:00, None,50
137.9, None, None,2021-12-10 08:00:00, None,50
145.5, None, None,2021-12-10 09:00:00, None,50
164.1, None, None,2021-12-10 10:00:00, None,50
176.4, None, None,2021-12-10 11:00:00, None,50
174.1, None, None,2021-12-10 12:00:00, None,50
166.7, None, None,2021-12-10 13:00:00, None,50
161.2, None, None,2021-12-10 14:00:00, None,50
177.8, None, None,2021-12-10 16:00:00, None,50
110.7, None, None,2021-12-10 17:00:00, None,50
99.1, None, None,2021-12-10 18:00:00, None,50
102.2, None, None,2021-12-10 19:00:00, None,50
115.2, None, None,2021-12-10 20:00:00, None,50
174.5, None, None,2021-12-10 21:00:00, None,50
163.3, None, None,2021-12-10 22:00:00, None,50
127.2, None, None,2021-12-10 23:00:00, None,50
97.8, None, None,2021-12-11 00:00:00, None,50
116.2, None, None,2021-12-11 01:00:00, None,50
123.0, None, None,2021-12-11 02:00:00, None,50
144.0, None, None,2021-12-11 03:00:00, None,50
150.2, None, None,2021-12-11 04:00:00, None,50
137.3, None, None,2021-12-11 05:00:00, None,50
125.9, None, None,2021-12-11 06:00:00, None,50
139.0, None, None,2021-12-11 07:00:00, None,50
142.2, None, None,2021-12-11 08:00:00, None,50
158.3, None, None,2021-12-11 09:00:00, None,50
162.4, None, None,2021-12-11 10:00:00, None,50
165.9, None, None,2021-12-11 11:00:00, None,50
205.7, None, None,2021-12-11 12:00:00, None,50
150.6, None, None,2021-12-11 13:00:00, None,50
146.1, None, None,2021-12-11 14:00:00, None,50
98.7, None, None,2021-12-11 15:00:00, None,50
94.1, None, None,2021-12-11 16:00:00, None,50
145.5, None, None,2021-12-11 17:00:00, None,50
195.2, None, None,2021-12-11 18:00:00, None,50
193.7, None, None,2021-12-11 19:00:00, None,50
203.6, None, None,2021-12-11 20:00:00, None,50
136.5, None, None,2021-12-11 22:00:00, None,50
134.7, None, None,2021-12-11 23:00:00, None,50
110.0, None, None,2021-12-12 00:00:00, None,50
99.2, None, None,2021-12-12 01:00:00, None,50
78.3, None, None,2021-12-12 02:00:00, None,50
55.6, None, None,2021-12-12 03:00:00, None,50
43.0, None, None,2021-12-12 04:00:00, None,50
79.5, None, None,2021-12-12 05:00:00, None,50
53.5, None, None,2021-12-12 06:00:00, None,50
45.7, None, None,2021-12-12 07:00:00, None,50
69.0, None, None,2021-12-12 08:00:00, None,50
73.4, None, None,2021-12-12 09:00:00, None,50
81.0, None, None,2021-12-12 10:00:00, None,50
76.5, None, None,2021-12-12 11:00:00, None,50
60.5, None, None,2021-12-12 12:00:00, None,50
29.1, None, None,2021-12-12 13:00:00, None,50
348.7, None, None,2021-12-12 14:00:00, None,50
349.5, None, None,2021-12-12 15:00:00, None,50
345.8, None, None,2021-12-12 16:00:00, None,50
1.9, None, None,2021-12-12 17:00:00, None,50
353.9, None, None,2021-12-12 18:00:00, None,50
358.3, None, None,2021-12-12 19:00:00, None,50
24.2, None, None,2021-12-12 20:00:00, None,50
47.3, None, None,2021-12-12 21:00:00, None,50
43.6, None, None,2021-12-12 22:00:00, None,50
53.6, None, None,2021-12-12 23:00:00, None,50
33.0, None, None,2021-12-13 00:00:00, None,50
27.1, None, None,2021-12-13 01:00:00, None,50
41.3, None, None,2021-12-13 02:00:00, None,50
31.9, None, None,2021-12-13 03:00:00, None,50
28.4, None, None,2021-12-13 04:00:00, None,50
14.9, None, None,2021-12-13 05:00:00, None,50
22.0, None, None,2021-12-13 06:00:00, None,50
19.5, None, None,2021-12-13 07:00:00, None,50
23.7, None, None,2021-12-13 08:00:00, None,50
20.9, None, None,2021-12-13 09:00:00, None,50
10.3, None, None,2021-12-13 10:00:00, None,50
13.0, None, None,2021-12-13 11:00:00, None,50
18.8, None, None,2021-12-13 12:00:00, None,50
4.1, None, None,2021-12-13 13:00:00, None,50
14.4, None, None,2021-12-13 14:00:00, None,50
20.0, None, None,2021-12-13 15:00:00, None,50
24.5, None, None,2021-12-13 16:00:00, None,50
22.9, None, None,2021-12-13 17:00:00, None,50
6.0, None, None,2021-12-13 18:00:00, None,50
7.3, None, None,2021-12-13 19:00:00, None,50
10.4, None, None,2021-12-13 20:00:00, None,50
12.1, None, None,2021-12-13 21:00:00, None,50
14.9, None, None,2021-12-13 22:00:00, None,50
3.2, None, None,2021-12-13 23:00:00, None,50
5.1, None, None,2021-12-14 00:00:00, None,50
20.3, None, None,2021-12-14 01:00:00, None,50
19.0, None, None,2021-12-14 02:00:00, None,50
26.6, None, None,2021-12-14 03:00:00, None,50
27.8, None, None,2021-12-14 04:00:00, None,50
46.6, None, None,2021-12-14 05:00:00, None,50
46.8, None, None,2021-12-14 06:00:00, None,50
29.6, None, None,2021-12-14 07:00:00, None,50
87.1, None, None,2021-12-14 08:00:00, None,50
87.4, None, None,2021-12-14 09:00:00, None,50
78.1, None, None,2021-12-14 10:00:00, None,50
88.0, None, None,2021-12-14 11:00:00, None,50
31.2, None, None,2021-12-14 12:00:00, None,50
10.9, None, None,2021-12-14 13:00:00, None,50
6.1, None, None,2021-12-14 14:00:00, None,50
9.5, None, None,2021-12-14 15:00:00, None,50
21.0, None, None,2021-12-14 16:00:00, None,50
16.7, None, None,2021-12-14 17:00:00, None,50
13.7, None, None,2021-12-14 18:00:00, None,50
4.7, None, None,2021-12-14 19:00:00, None,50
27.3, None, None,2021-12-14 20:00:00, None,50
27.1, None, None,2021-12-14 21:00:00, None,50
25.3, None, None,2021-12-14 22:00:00, None,50
29.2, None, None,2021-12-14 23:00:00, None,50
26.8, None, None,2021-12-15 00:00:00, None,50
26.8, None, None,2021-12-15 01:00:00, None,50
26.1, None, None,2021-12-15 02:00:00, None,50
29.2, None, None,2021-12-15 03:00:00, None,50
27.4, None, None,2021-12-15 04:00:00, None,50
18.0, None, None,2021-12-15 05:00:00, None,50
20.0, None, None,2021-12-15 06:00:00, None,50
32.4, None, None,2021-12-15 07:00:00, None,50
34.6, None, None,2021-12-15 08:00:00, None,50
45.3, None, None,2021-12-15 09:00:00, None,50
42.0, None, None,2021-12-15 10:00:00, None,50
30.8, None, None,2021-12-15 11:00:00, None,50
18.5, None, None,2021-12-15 12:00:00, None,50
30.6, None, None,2021-12-15 13:00:00, None,50
9.4, None, None,2021-12-15 14:00:00, None,50
21.0, None, None,2021-12-15 15:00:00, None,50
20.4, None, None,2021-12-15 16:00:00, None,50
8.8, None, None,2021-12-15 17:00:00, None,50
13.8, None, None,2021-12-15 18:00:00, None,50
27.4, None, None,2021-12-15 19:00:00, None,50
40.0, None, None,2021-12-15 20:00:00, None,50
60.2, None, None,2021-12-15 21:00:00, None,50
60.0, None, None,2021-12-15 22:00:00, None,50
63.7, None, None,2021-12-15 23:00:00, None,50
71.2, None, None,2021-12-16 00:00:00, None,50
64.3, None, None,2021-12-16 01:00:00, None,50
69.2, None, None,2021-12-16 02:00:00, None,50
65.8, None, None,2021-12-16 03:00:00, None,50
74.6, None, None,2021-12-16 04:00:00, None,50
64.6, None, None,2021-12-16 05:00:00, None,50
60.4, None, None,2021-12-16 06:00:00, None,50
53.5, None, None,2021-12-16 07:00:00, None,50
43.6, None, None,2021-12-16 08:00:00, None,50
30.9, None, None,2021-12-16 09:00:00, None,50
16.7, None, None,2021-12-16 10:00:00, None,50
7.4, None, None,2021-12-16 11:00:00, None,50
350.4, None, None,2021-12-16 12:00:00, None,50
354.7, None, None,2021-12-16 13:00:00, None,50
350.6, None, None,2021-12-16 14:00:00, None,50
