WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
214.7, None, None, None, None,2021-12-10 00:00:00,95.0, None,50
150.1, None, None, None, None,2021-12-10 01:00:00,94.6, None,50
119.4, None, None, None, None,2021-12-10 02:00:00,83.8, None,50
115.1, None, None, None, None,2021-12-10 03:00:00,81.3, None,50
110.9, None, None, None, None,2021-12-10 04:00:00,79.0, None,50
123.0, None, None, None, None,2021-12-10 05:00:00,78.4, None,50
123.6, None, None, None, None,2021-12-10 06:00:00,78.6, None,50
133.5, None, None, None, None,2021-12-10 07:00:00,76.1, None,50
124.3, None, None, None, None,2021-12-10 08:00:00,76.4, None,50
113.8, None, None, None, None,2021-12-10 09:00:00,76.6, None,50
124.0, None, None, None, None,2021-12-10 10:00:00,72.3, None,50
132.7, None, None, None, None,2021-12-10 11:00:00,69.9, None,50
138.1, None, None, None, None,2021-12-10 12:00:00,70.0, None,50
139.7, None, None, None, None,2021-12-10 13:00:00,69.1, None,50
131.7, None, None, None, None,2021-12-10 14:00:00,70.0, None,50
104.3, None, None, None, None,2021-12-10 15:00:00,65.8, None,50
134.6, None, None, None, None,2021-12-10 16:00:00,65.7, None,50
156.1, None, None, None, None,2021-12-10 17:00:00,65.9, None,50
156.7, None, None, None, None,2021-12-10 18:00:00,66.4, None,50
155.6, None, None, None, None,2021-12-10 19:00:00,67.4, None,50
141.0, None, None, None, None,2021-12-10 20:00:00,64.0, None,50
112.9, None, None, None, None,2021-12-10 21:00:00,65.2, None,50
135.3, None, None, None, None,2021-12-10 22:00:00,65.8, None,50
148.0, None, None, None, None,2021-12-10 23:00:00,65.9, None,50
149.2, None, None, None, None,2021-12-11 00:00:00,64.0, None,50
149.0, None, None, None, None,2021-12-11 01:00:00,65.9, None,50
135.7, None, None, None, None,2021-12-11 02:00:00,67.5, None,50
144.0, None, None, None, None,2021-12-11 03:00:00,69.4, None,50
347.5, None, None, None, None,2021-12-11 04:00:00,80.2, None,50
191.2, None, None, None, None,2021-12-11 05:00:00,94.4, None,50
189.2, None, None, None, None,2021-12-11 06:00:00,95.9, None,50
87.3, None, None, None, None,2021-12-11 07:00:00,94.6, None,50
145.7, None, None, None, None,2021-12-11 08:00:00,94.6, None,50
142.3, None, None, None, None,2021-12-11 09:00:00,96.9, None,50
157.6, None, None, None, None,2021-12-11 10:00:00,97.1, None,50
175.1, None, None, None, None,2021-12-11 11:00:00,93.5, None,50
169.0, None, None, None, None,2021-12-11 12:00:00,91.8, None,50
135.7, None, None, None, None,2021-12-11 13:00:00,85.6, None,50
214.0, None, None, None, None,2021-12-11 14:00:00,89.4, None,50
204.1, None, None, None, None,2021-12-11 15:00:00,85.6, None,50
222.8, None, None, None, None,2021-12-11 16:00:00,90.5, None,50
260.3, None, None, None, None,2021-12-11 17:00:00,93.2, None,50
324.5, None, None, None, None,2021-12-11 18:00:00,95.3, None,50
212.4, None, None, None, None,2021-12-11 19:00:00,95.8, None,50
293.0, None, None, None, None,2021-12-11 20:00:00,96.1, None,50
219.1, None, None, None, None,2021-12-11 21:00:00,96.6, None,50
177.6, None, None, None, None,2021-12-11 22:00:00,96.6, None,50
247.6, None, None, None, None,2021-12-11 23:00:00,96.7, None,50
315.2, None, None, None, None,2021-12-12 00:00:00,96.4, None,50
99.8, None, None, None, None,2021-12-12 01:00:00,91.6, None,50
261.4, None, None, None, None,2021-12-12 02:00:00,94.7, None,50
338.0, None, None, None, None,2021-12-12 03:00:00,96.0, None,50
269.5, None, None, None, None,2021-12-12 04:00:00,96.8, None,50
214.0, None, None, None, None,2021-12-12 05:00:00,96.1, None,50
171.3, None, None, None, None,2021-12-12 06:00:00,95.7, None,50
233.5, None, None, None, None,2021-12-12 07:00:00,95.1, None,50
208.6, None, None, None, None,2021-12-12 08:00:00,95.1, None,50
235.1, None, None, None, None,2021-12-12 09:00:00,94.7, None,50
219.2, None, None, None, None,2021-12-12 10:00:00,94.3, None,50
207.9, None, None, None, None,2021-12-12 11:00:00,93.6, None,50
202.7, None, None, None, None,2021-12-12 12:00:00,89.8, None,50
177.0, None, None, None, None,2021-12-12 13:00:00,84.7, None,50
