time,tasmin,tasmax,pcp,week_of_year
2016-04-22, 3.9, 11.2,7.0,17
2016-04-23, 4.4, 13.4,11.0,17
2016-04-24, 3.8, 7.5,13.0,17
2016-04-25, -0.4, 10.5,0.0,17
2016-04-26, -0.7, 11.9,0.0,17
2016-04-27, 4.1, 10.2,2.0,17
2016-04-28, 1.1, 14.1,0.0,17
