TempC,time,RH,week_of_year
5.924,2021-07-23 00:00:00,95.4,30
5.05,2021-07-23 01:00:00,95.9,30
4.35,2021-07-23 02:00:00,96.3,30
4.089,2021-07-23 03:00:00,96.6,30
4.246,2021-07-23 04:00:00,96.9,30
5.102,2021-07-23 05:00:00,97.4,30
7.645,2021-07-23 06:00:00,96.7,30
9.829,2021-07-23 07:00:00,91.8,30
11.953,2021-07-23 08:00:00,83.4,30
13.497,2021-07-23 09:00:00,74.9,30
13.281,2021-07-23 10:00:00,77.2,30
14.816,2021-07-23 11:00:00,74.9,30
15.867,2021-07-23 12:00:00,67.2,30
16.225,2021-07-23 13:00:00,62.3,30
17.486,2021-07-23 14:00:00,59.1,30
18.2,2021-07-23 15:00:00,55.9,30
18.58,2021-07-23 16:00:00,56.5,30
18.152,2021-07-23 17:00:00,54.1,30
15.27,2021-07-23 18:00:00,62.8,30
14.505,2021-07-23 19:00:00,74.2,30
13.57,2021-07-23 20:00:00,80.3,30
11.54,2021-07-23 21:00:00,86.7,30
11.88,2021-07-23 22:00:00,89.2,30
11.759,2021-07-23 23:00:00,90.9,30
12.34,2021-07-24 00:00:00,91.9,30
12.678,2021-07-24 01:00:00,89.9,30
12.243,2021-07-24 02:00:00,88.3,30
11.102,2021-07-24 03:00:00,91.8,30
11.151,2021-07-24 04:00:00,93.9,30
11.565,2021-07-24 05:00:00,93.8,30
12.461,2021-07-24 06:00:00,91.6,30
12.34,2021-07-24 07:00:00,91.6,30
13.906,2021-07-24 08:00:00,92.8,30
16.034,2021-07-24 09:00:00,84.1,30
17.13,2021-07-24 10:00:00,74.8,30
14.385,2021-07-24 11:00:00,70.1,30
15.891,2021-07-24 12:00:00,86.8,30
16.844,2021-07-24 13:00:00,76.0,30
16.892,2021-07-24 14:00:00,72.7,30
15.843,2021-07-24 15:00:00,86.7,30
17.344,2021-07-24 16:00:00,83.7,30
15.676,2021-07-24 17:00:00,79.8,30
15.629,2021-07-24 18:00:00,79.1,30
15.127,2021-07-24 19:00:00,80.0,30
12.558,2021-07-24 20:00:00,88.1,30
10.614,2021-07-24 21:00:00,93.0,30
9.558,2021-07-24 22:00:00,94.6,30
9.682,2021-07-24 23:00:00,95.5,30
9.756,2021-07-25 00:00:00,96.0,30
9.78,2021-07-25 01:00:00,96.1,30
9.509,2021-07-25 02:00:00,96.4,30
8.941,2021-07-25 03:00:00,96.5,30
8.469,2021-07-25 04:00:00,96.8,30
9.089,2021-07-25 05:00:00,97.1,30
10.541,2021-07-25 06:00:00,95.4,30
12.268,2021-07-25 07:00:00,91.3,30
13.449,2021-07-25 08:00:00,86.5,30
13.858,2021-07-25 09:00:00,85.0,30
14.912,2021-07-25 10:00:00,80.1,30
13.233,2021-07-25 11:00:00,76.9,30
13.834,2021-07-25 12:00:00,86.6,30
14.409,2021-07-25 13:00:00,82.4,30
15.103,2021-07-25 14:00:00,78.9,30
16.677,2021-07-25 15:00:00,73.3,30
17.724,2021-07-25 16:00:00,68.7,30
17.653,2021-07-25 17:00:00,63.5,30
16.272,2021-07-25 18:00:00,67.3,30
14.577,2021-07-25 19:00:00,79.6,30
12.025,2021-07-25 20:00:00,84.5,30
9.928,2021-07-25 21:00:00,89.8,30
8.767,2021-07-25 22:00:00,93.0,30
8.866,2021-07-25 23:00:00,94.4,30
9.657,2021-07-26 00:00:00,94.4,30
9.361,2021-07-26 01:00:00,93.1,30
8.618,2021-07-26 02:00:00,92.5,30
9.262,2021-07-26 03:00:00,92.8,30
9.287,2021-07-26 04:00:00,92.6,30
9.485,2021-07-26 05:00:00,92.4,30
10.541,2021-07-26 06:00:00,91.3,30
11.078,2021-07-26 07:00:00,88.5,30
13.064,2021-07-26 08:00:00,84.2,30
12.558,2021-07-26 09:00:00,83.6,30
11.807,2021-07-26 10:00:00,90.3,30
15.676,2021-07-26 11:00:00,92.3,30
16.868,2021-07-26 12:00:00,82.3,30
18.866,2021-07-26 13:00:00,76.2,30
19.127,2021-07-26 14:00:00,71.9,30
14.96,2021-07-26 15:00:00,78.2,30
15.819,2021-07-26 16:00:00,91.9,30
16.606,2021-07-26 17:00:00,90.6,30
15.103,2021-07-26 18:00:00,88.8,30
14.601,2021-07-26 19:00:00,93.4,30
14.074,2021-07-26 20:00:00,94.7,30
12.268,2021-07-26 21:00:00,95.9,30
12.195,2021-07-26 22:00:00,96.7,30
11.273,2021-07-26 23:00:00,97.3,30
9.41,2021-07-27 00:00:00,97.4,30
9.064,2021-07-27 01:00:00,97.6,30
8.319,2021-07-27 02:00:00,97.8,30
7.368,2021-07-27 03:00:00,97.9,30
6.839,2021-07-27 04:00:00,97.9,30
8.12,2021-07-27 05:00:00,98.3,30
9.583,2021-07-27 06:00:00,98.5,30
11.005,2021-07-27 07:00:00,98.6,30
13.714,2021-07-27 08:00:00,97.2,30
15.366,2021-07-27 09:00:00,89.1,30
17.368,2021-07-27 10:00:00,75.2,30
19.318,2021-07-27 11:00:00,64.0,30
20.507,2021-07-27 12:00:00,56.8,30
20.841,2021-07-27 13:00:00,52.0,30
20.484,2021-07-27 14:00:00,49.6,30
20.984,2021-07-27 15:00:00,46.8,30
21.342,2021-07-27 16:00:00,45.0,30
20.365,2021-07-27 17:00:00,44.7,30
18.985,2021-07-27 18:00:00,48.5,30
