wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
4.7,1.1, 311.0,99.0,2021-10-29 00:00:00,44
2.9,1.2, 325.0,100.0,2021-10-29 01:00:00,44
1.8,1.2, 333.0,100.0,2021-10-29 02:00:00,44
1.1,1.3, 188.0,100.0,2021-10-29 03:00:00,44
4.0,1.3, 70.0,99.0,2021-10-29 04:00:00,44
2.5,1.0, 321.0,100.0,2021-10-29 06:00:00,44
7.2,1.4, 173.0,100.0,2021-10-29 07:00:00,44
14.4,2.0, 166.0,97.0,2021-10-29 08:00:00,44
13.7,3.3, 194.0,86.0,2021-10-29 09:00:00,44
18.4,3.4, 178.0,82.0,2021-10-29 10:00:00,44
9.7,4.0, 203.0,79.0,2021-10-29 11:00:00,44
16.9,4.6, 181.0,77.0,2021-10-29 12:00:00,44
15.8,5.5, 165.0,73.0,2021-10-29 13:00:00,44
15.5,4.6, 185.0,76.0,2021-10-29 14:00:00,44
14.8,4.1, 198.0,79.0,2021-10-29 15:00:00,44
7.6,3.6, 180.0,84.0,2021-10-29 16:00:00,44
11.5,3.4, 173.0,86.0,2021-10-29 17:00:00,44
7.2,2.3, 173.0,92.0,2021-10-29 18:00:00,44
5.8,1.7, 111.0,96.0,2021-10-29 19:00:00,44
5.8,-0.3, 49.0,97.0,2021-10-29 20:00:00,44
4.0,-1.5, 82.0,99.0,2021-10-29 21:00:00,44
2.5,-0.1, 17.0,99.0,2021-10-29 22:00:00,44
4.0,0.3, 355.0,99.0,2021-10-29 23:00:00,44
2.9,-0.5, 346.0,100.0,2021-10-30 00:00:00,44
5.0,-2.1, 65.0,100.0,2021-10-30 01:00:00,44
1.4,-1.2, 102.0,100.0,2021-10-30 02:00:00,44
10.8,-1.4, 22.0,100.0,2021-10-30 03:00:00,44
6.1,-1.6, 349.0,100.0,2021-10-30 04:00:00,44
8.3,-1.6, 333.0,100.0,2021-10-30 05:00:00,44
15.8,-1.4, 345.0,100.0,2021-10-30 06:00:00,44
15.5,-1.3, 353.0,100.0,2021-10-30 07:00:00,44
16.6,-0.2, 343.0,99.0,2021-10-30 08:00:00,44
18.0,0.4, 358.0,95.0,2021-10-30 09:00:00,44
17.3,2.4, 359.0,83.0,2021-10-30 10:00:00,44
28.4,3.8, 10.0,71.0,2021-10-30 11:00:00,44
20.9,4.1, 358.0,68.0,2021-10-30 12:00:00,44
28.8,4.8, 347.0,67.0,2021-10-30 13:00:00,44
21.6,5.1, 11.0,64.0,2021-10-30 14:00:00,44
20.9,4.5, 0.0,64.0,2021-10-30 15:00:00,44
27.4,3.5, 349.0,70.0,2021-10-30 16:00:00,44
27.7,3.1, 353.0,72.0,2021-10-30 17:00:00,44
28.4,3.0, 4.0,73.0,2021-10-30 18:00:00,44
32.8,2.8, 5.0,75.0,2021-10-30 19:00:00,44
27.7,2.0, 5.0,78.0,2021-10-30 20:00:00,44
33.8,2.4, 7.0,75.0,2021-10-30 21:00:00,44
33.5,1.8, 6.0,78.0,2021-10-30 22:00:00,44
27.7,1.5, 2.0,79.0,2021-10-30 23:00:00,44
34.6,1.6, 6.0,77.0,2021-10-31 00:00:00,44
36.4,1.6, 14.0,76.0,2021-10-31 01:00:00,44
32.4,1.0, 14.0,79.0,2021-10-31 02:00:00,44
42.1,1.5, 17.0,75.0,2021-10-31 03:00:00,44
34.6,1.3, 10.0,75.0,2021-10-31 04:00:00,44
27.4,1.0, 9.0,75.0,2021-10-31 05:00:00,44
33.8,0.7, 6.0,77.0,2021-10-31 06:00:00,44
31.3,0.7, 10.0,76.0,2021-10-31 07:00:00,44
31.7,1.8, 6.0,70.0,2021-10-31 08:00:00,44
32.4,2.8, 19.0,64.0,2021-10-31 09:00:00,44
27.4,4.0, 13.0,60.0,2021-10-31 10:00:00,44
30.2,5.0, 15.0,57.0,2021-10-31 11:00:00,44
32.4,5.3, 0.0,54.0,2021-10-31 12:00:00,44
31.0,6.3, 8.0,50.0,2021-10-31 13:00:00,44
26.3,6.2, 0.0,51.0,2021-10-31 14:00:00,44
32.4,5.9, 2.0,52.0,2021-10-31 15:00:00,44
34.2,4.6, 357.0,58.0,2021-10-31 16:00:00,44
36.7,4.1, 359.0,59.0,2021-10-31 17:00:00,44
32.4,3.5, 352.0,63.0,2021-10-31 18:00:00,44
29.9,3.0, 5.0,65.0,2021-10-31 19:00:00,44
27.7,2.9, 2.0,65.0,2021-10-31 20:00:00,44
29.9,2.9, 13.0,64.0,2021-10-31 21:00:00,44
33.8,2.9, 14.0,63.0,2021-10-31 22:00:00,44
27.0,2.7, 13.0,64.0,2021-10-31 23:00:00,44
27.7,1.7, 346.0,69.0,2021-11-01 00:00:00,44
34.2,2.1, 10.0,66.0,2021-11-01 01:00:00,44
32.0,1.6, 3.0,69.0,2021-11-01 02:00:00,44
28.1,1.6, 359.0,67.0,2021-11-01 03:00:00,44
38.5,1.6, 2.0,67.0,2021-11-01 04:00:00,44
28.4,1.8, 27.0,64.0,2021-11-01 05:00:00,44
40.3,1.3, 3.0,67.0,2021-11-01 06:00:00,44
37.1,1.4, 2.0,65.0,2021-11-01 07:00:00,44
34.9,2.5, 18.0,58.0,2021-11-01 08:00:00,44
31.0,3.3, 9.0,55.0,2021-11-01 09:00:00,44
36.4,4.1, 7.0,52.0,2021-11-01 10:00:00,44
25.9,5.5, 2.0,49.0,2021-11-01 11:00:00,44
35.3,6.1, 5.0,45.0,2021-11-01 12:00:00,44
32.8,6.7, 355.0,44.0,2021-11-01 13:00:00,44
32.0,6.8, 355.0,44.0,2021-11-01 14:00:00,44
37.1,6.3, 356.0,45.0,2021-11-01 15:00:00,44
29.5,5.2, 355.0,50.0,2021-11-01 16:00:00,44
27.0,4.8, 5.0,52.0,2021-11-01 17:00:00,44
25.2,4.0, 5.0,56.0,2021-11-01 18:00:00,44
19.8,2.7, 3.0,64.0,2021-11-01 19:00:00,44
23.0,1.7, 2.0,71.0,2021-11-01 20:00:00,44
14.4,1.0, 2.0,75.0,2021-11-01 21:00:00,44
4.0,1.4, 359.0,75.0,2021-11-01 22:00:00,44
3.2,0.7, 98.0,81.0,2021-11-01 23:00:00,44
2.2,1.1, 321.0,82.0,2021-11-02 00:00:00,44
5.0,1.4, 76.0,80.0,2021-11-02 01:00:00,44
2.2,0.8, 40.0,91.0,2021-11-02 02:00:00,44
6.1,0.8, 359.0,94.0,2021-11-02 03:00:00,44
1.4,0.6, 27.0,94.0,2021-11-02 04:00:00,44
2.9,0.2, 351.0,97.0,2021-11-02 05:00:00,44
9.4,0.2, 43.0,96.0,2021-11-02 06:00:00,44
17.6,1.3, 7.0,91.0,2021-11-02 07:00:00,44
11.2,1.4, 27.0,93.0,2021-11-02 08:00:00,44
1.4,2.2, 107.0,89.0,2021-11-02 09:00:00,44
13.0,3.1, 19.0,86.0,2021-11-02 10:00:00,44
27.0,4.7, 2.0,70.0,2021-11-02 11:00:00,44
22.0,5.0, 1.0,68.0,2021-11-02 12:00:00,44
34.2,4.7, 0.0,68.0,2021-11-02 13:00:00,44
28.8,5.0, 4.0,67.0,2021-11-02 14:00:00,44
32.4,4.7, 358.0,68.0,2021-11-02 15:00:00,44
32.0,4.9, 359.0,66.0,2021-11-02 16:00:00,44
26.6,4.9, 3.0,68.0,2021-11-02 17:00:00,44
26.6,4.8, 6.0,69.0,2021-11-02 18:00:00,44
22.7,4.0, 3.0,80.0,2021-11-02 19:00:00,44
27.7,3.7, 7.0,84.0,2021-11-02 20:00:00,44
22.3,3.1, 10.0,92.0,2021-11-02 21:00:00,44
31.7,2.7, 2.0,95.0,2021-11-02 22:00:00,44
28.8,3.0, 18.0,95.0,2021-11-02 23:00:00,44
34.2,3.0, 10.0,94.0,2021-11-03 00:00:00,44
34.9,3.1, 6.0,94.0,2021-11-03 01:00:00,44
25.2,2.9, 1.0,96.0,2021-11-03 02:00:00,44
20.5,3.0, 16.0,98.0,2021-11-03 03:00:00,44
2.5,2.8, 101.0,99.0,2021-11-03 04:00:00,44
3.2,2.8, 103.0,100.0,2021-11-03 05:00:00,44
2.9,3.0, 112.0,100.0,2021-11-03 06:00:00,44
1.1,3.1, 196.0,100.0,2021-11-03 07:00:00,44
4.3,3.5, 100.0,100.0,2021-11-03 08:00:00,44
3.2,4.1, 65.0,100.0,2021-11-03 09:00:00,44
4.7,4.7, 127.0,99.0,2021-11-03 10:00:00,44
5.0,5.2, 167.0,98.0,2021-11-03 11:00:00,44
5.4,5.0, 257.0,99.0,2021-11-03 12:00:00,44
7.2,5.3, 354.0,100.0,2021-11-03 13:00:00,44
5.0,5.8, 332.0,98.0,2021-11-03 14:00:00,44
5.4,5.7, 4.0,98.0,2021-11-03 15:00:00,44
6.5,5.6, 317.0,100.0,2021-11-03 16:00:00,44
11.2,5.3, 344.0,100.0,2021-11-03 17:00:00,44
15.5,5.5, 330.0,98.0,2021-11-03 18:00:00,44
36.4,6.4, 349.0,91.0,2021-11-03 19:00:00,44
25.9,6.2, 11.0,92.0,2021-11-03 20:00:00,44
25.9,6.0, 7.0,91.0,2021-11-03 21:00:00,44
29.5,6.1, 353.0,89.0,2021-11-04 01:00:00,44
34.9,5.9, 2.0,88.0,2021-11-04 02:00:00,44
32.4,6.2, 0.0,85.0,2021-11-04 03:00:00,44
32.0,6.0, 15.0,86.0,2021-11-04 04:00:00,44
33.8,6.2, 13.0,84.0,2021-11-04 05:00:00,44
36.7,6.2, 1.0,84.0,2021-11-04 06:00:00,44
32.0,5.7, 5.0,86.0,2021-11-04 07:00:00,44
24.1,5.1, 20.0,95.0,2021-11-04 08:00:00,44
22.0,5.0, 359.0,97.0,2021-11-04 09:00:00,44
28.1,5.2, 0.0,96.0,2021-11-04 10:00:00,44
26.6,5.2, 13.0,97.0,2021-11-04 11:00:00,44
27.7,5.6, 21.0,95.0,2021-11-04 12:00:00,44
31.7,5.9, 11.0,93.0,2021-11-04 13:00:00,44
31.7,6.2, 357.0,91.0,2021-11-04 14:00:00,44
32.8,6.2, 5.0,90.0,2021-11-04 15:00:00,44
27.0,5.9, 2.0,93.0,2021-11-04 16:00:00,44
4.0,5.5, 78.0,99.0,2021-11-04 17:00:00,44
7.9,5.3, 140.0,100.0,2021-11-04 18:00:00,44
19.8,5.6, 137.0,100.0,2021-11-04 19:00:00,44
40.0,7.1, 165.0,95.0,2021-11-04 20:00:00,44
37.1,7.3, 165.0,93.0,2021-11-04 21:00:00,44
28.8,7.2, 165.0,91.0,2021-11-04 22:00:00,44
24.8,6.8, 171.0,94.0,2021-11-04 23:00:00,44
