wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
12.0, 100.0, 2.2, 0.4, 4.4, 9.4, 4.4, 4.4, 69.0, 0.4, 7.4, 100.0,2021-10-29 00:00:00,44
7.0, 100.0, 0.0, 0.2, 4.4, 9.8, 4.4, 4.3, 41.0, 0.6, 8.0, 99.0,2021-10-29 01:00:00,44
10.0, 100.0, 9.4, 0.2, 4.4, 11.8, 4.4, 4.1, 12.0, 0.4, 8.4, 98.0,2021-10-29 02:00:00,44
11.0, 99.0, 9.8, 0.0, 4.2, 11.0, 4.3, 3.9, 7.0, 0.2, 8.6, 98.0,2021-10-29 03:00:00,44
1.0, 98.0, 11.8, 0.2, 3.8, 11.0, 4.1, 3.8, 10.0, 0.2, 8.8, 98.0,2021-10-29 04:00:00,44
5.0, 98.0, 11.0, 0.2, 3.6, 10.2, 3.9, 3.6, 11.0, 0.0, 8.8, 98.0,2021-10-29 05:00:00,44
1.0, 98.0, 11.0, 0.2, 3.5, 11.8, 3.8, 3.5, 1.0, 0.2, 9.0, 97.0,2021-10-29 06:00:00,44
12.0, 98.0, 10.2, 0.0, 3.3, 11.0, 3.6, 3.6, 5.0, 0.2, 9.2, 96.0,2021-10-29 07:00:00,44
10.0, 97.0, 11.8, 0.0, 3.1, 10.1, 3.5, 3.9, 1.0, 0.2, 9.4, 95.0,2021-10-29 08:00:00,44
14.0, 96.0, 11.0, 0.0, 3.0, 12.4, 3.6, 4.1, 12.0, 0.0, 9.0, 94.0,2021-10-29 09:00:00,44
33.0, 95.0, 10.1, 2.8, 3.2, 6.6, 3.9, 3.8, 10.0, 0.0, 7.8, 98.0,2021-10-29 10:00:00,44
