AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
-12.5, 0.0,2021-12-10 00:00:00, -15.1, -5.2,50
-13.3, None,2021-12-10 01:00:00, None, None,50
-13.8, None,2021-12-10 02:00:00, None, None,50
-13.3, None,2021-12-10 03:00:00, None, None,50
-13.7, None,2021-12-10 04:00:00, None, None,50
-13.5, None,2021-12-10 05:00:00, None, None,50
-14.0, None,2021-12-10 06:00:00, None, None,50
-15.1, None,2021-12-10 07:00:00, None, None,50
-14.7, None,2021-12-10 08:00:00, None, None,50
-15.0, None,2021-12-10 09:00:00, None, None,50
-14.2, None,2021-12-10 10:00:00, None, None,50
-10.7, None,2021-12-10 11:00:00, None, None,50
-8.1, None,2021-12-10 12:00:00, None, None,50
-7.1, None,2021-12-10 13:00:00, None, None,50
-6.2, None,2021-12-10 14:00:00, None, None,50
-5.2, None,2021-12-10 15:00:00, None, None,50
-5.9, None,2021-12-10 16:00:00, None, None,50
-5.9, None,2021-12-10 17:00:00, None, None,50
-7.0, None,2021-12-10 18:00:00, None, None,50
-6.0, None,2021-12-10 19:00:00, None, None,50
-6.3, None,2021-12-10 20:00:00, None, None,50
-6.7, None,2021-12-10 21:00:00, None, None,50
-6.7, None,2021-12-10 22:00:00, None, None,50
-6.1, None,2021-12-10 23:00:00, None, None,50
-5.6, 7.5,2021-12-11 00:00:00, -5.9, -0.4,50
-5.9, None,2021-12-11 01:00:00, None, None,50
-5.5, None,2021-12-11 02:00:00, None, None,50
-5.3, None,2021-12-11 03:00:00, None, None,50
-4.9, None,2021-12-11 04:00:00, None, None,50
-4.8, None,2021-12-11 05:00:00, None, None,50
-4.2, None,2021-12-11 06:00:00, None, None,50
-3.9, None,2021-12-11 07:00:00, None, None,50
-3.7, None,2021-12-11 08:00:00, None, None,50
-3.1, None,2021-12-11 09:00:00, None, None,50
-2.3, None,2021-12-11 10:00:00, None, None,50
-1.8, None,2021-12-11 11:00:00, None, None,50
-1.2, None,2021-12-11 12:00:00, None, None,50
-0.4, None,2021-12-11 13:00:00, None, None,50
-1.2, None,2021-12-11 14:00:00, None, None,50
-1.5, None,2021-12-11 15:00:00, None, None,50
-0.9, None,2021-12-11 16:00:00, None, None,50
