WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
None, 2.1, 4.08, None,2017-10-15 00:00:00, 2.138,42
None, 2.1, 4.628, None,2017-10-15 01:00:00, 2.474,42
None, 2.5, 4.608, None,2017-10-15 02:00:00, 2.641,42
None, 2.6, 4.413, None,2017-10-15 03:00:00, 2.673,42
None, 2.7, 3.677, None,2017-10-15 04:00:00, 2.692,42
None, 2.7, 4.383, None,2017-10-15 05:00:00, 2.798,42
None, 2.8, 5.555, None,2017-10-15 06:00:00, 3.211,42
None, 3.2, 6.344, None,2017-10-15 07:00:00, 3.425,42
None, 3.4, 5.525, None,2017-10-15 08:00:00, 3.591,42
None, 3.6, 4.038, None,2017-10-15 09:00:00, 4.199,42
None, 4.2, 5.264, None,2017-10-15 10:00:00, 4.817,42
None, 4.8, 5.576, None,2017-10-15 11:00:00, 5.034,42
None, 5.0, 4.636, None,2017-10-15 12:00:00, 5.323,42
None, 5.3, 4.737, None,2017-10-15 13:00:00, 5.251,42
None, 5.3, 3.963, None,2017-10-15 14:00:00, 5.316,42
None, 5.3, 4.505, None,2017-10-15 15:00:00, 5.842,42
None, 5.8, 3.819, None,2017-10-15 16:00:00, 6.036,42
None, 6.0, 3.392, None,2017-10-15 17:00:00, 6.053,42
None, 6.1, 2.543, None,2017-10-15 18:00:00, 6.371,42
None, 6.4, 2.429, None,2017-10-15 19:00:00, 6.533,42
None, 6.5, 2.541, None,2017-10-15 20:00:00, 6.551,42
None, 6.6, 2.938, None,2017-10-15 21:00:00, 6.377,42
None, 6.4, 1.859, None,2017-10-15 22:00:00, 6.279,42
None, 6.3, 2.456, None,2017-10-15 23:00:00, 6.276,42
None, 6.3, 3.336, None,2017-10-16 00:00:00, 5.591,42
None, 5.6, 2.944, None,2017-10-16 01:00:00, 5.12,42
None, 5.1, 2.321, None,2017-10-16 02:00:00, 4.606,42
None, 4.6, 2.183, None,2017-10-16 03:00:00, 4.338,42
None, 4.3, 1.933, None,2017-10-16 04:00:00, 4.303,42
None, 4.3, 1.732, None,2017-10-16 05:00:00, 4.283,42
None, 4.3, 2.15, None,2017-10-16 06:00:00, 4.314,42
None, 4.3, 1.505, None,2017-10-16 07:00:00, 4.296,42
None, 4.3, 0.912998, None,2017-10-16 08:00:00, 4.083,42
None, 4.1, 1.226, None,2017-10-16 09:00:00, 4.019,42
None, 4.0, 1.472, None,2017-10-16 10:00:00, 4.08,42
None, 4.1, 2.066, None,2017-10-16 11:00:00, 4.666,42
None, 4.7, 2.834, None,2017-10-16 12:00:00, 5.731,42
None, 5.7, 2.3, None,2017-10-16 13:00:00, 6.558,42
None, 6.6, 1.878, None,2017-10-16 14:00:00, 7.8,42
None, 7.8, 2.029, None,2017-10-16 15:00:00, 8.65,42
None, 8.6, 2.887, None,2017-10-16 16:00:00, 9.32,42
None, 9.3, 1.999, None,2017-10-16 17:00:00, 9.41,42
None, 9.4, 1.783, None,2017-10-16 18:00:00, 9.04,42
None, 9.0, 2.241, None,2017-10-16 19:00:00, 9.0,42
None, 9.0, 1.076, None,2017-10-16 20:00:00, 7.99,42
None, 8.0, 1.384, None,2017-10-16 21:00:00, 6.784,42
None, 6.8, 0.263, None,2017-10-16 22:00:00, 6.043,42
None, 6.0, 0.566999, None,2017-10-16 23:00:00, 5.707,42
None, 5.7, 0.748, None,2017-10-17 00:00:00, 5.4,42
None, 5.4, 0.165, None,2017-10-17 01:00:00, 5.188,42
None, 5.2, 2.214, None,2017-10-17 02:00:00, 5.93,42
None, 5.9, 3.489, None,2017-10-17 03:00:00, 6.739,42
None, 6.7, 3.6, None,2017-10-17 04:00:00, 6.725,42
None, 6.7, 3.124, None,2017-10-17 05:00:00, 6.607,42
None, 6.6, 2.897, None,2017-10-17 06:00:00, 6.442,42
None, 6.4, 4.504, None,2017-10-17 07:00:00, 4.906,42
None, 4.9, 4.702, None,2017-10-17 08:00:00, 3.666,42
None, 3.7, 4.021, None,2017-10-17 09:00:00, 2.603,42
None, 2.6, 3.778, None,2017-10-17 10:00:00, 2.597,42
None, 2.6, 3.887, None,2017-10-17 11:00:00, 3.476,42
None, 3.5, 4.606, None,2017-10-17 12:00:00, 4.289,42
None, 4.3, 4.921, None,2017-10-17 13:00:00, 4.677,42
None, 4.7, 4.04, None,2017-10-17 14:00:00, 4.761,42
None, 4.8, 4.098, None,2017-10-17 15:00:00, 4.388,42
None, 4.4, 3.028, None,2017-10-17 16:00:00, 4.455,42
None, 4.5, 3.236, None,2017-10-17 17:00:00, 4.859,42
None, 4.9, 2.259, None,2017-10-17 18:00:00, 3.726,42
None, 3.7, 1.42, None,2017-10-17 19:00:00, 2.833,42
None, 2.8, 1.781, None,2017-10-17 20:00:00, 2.204,42
None, 2.2, 2.506, None,2017-10-17 21:00:00, 1.239,42
None, 1.2, 2.246, None,2017-10-17 22:00:00, 1.311,42
None, 1.3, 2.51, None,2017-10-17 23:00:00, 1.609,42
None, 1.6, 2.251, None,2017-10-18 00:00:00, 1.197,42
None, 1.2, 1.865, None,2017-10-18 01:00:00, 0.91,42
None, 0.9, 1.421, None,2017-10-18 02:00:00, 0.962998,42
None, 1.0, 1.76, None,2017-10-18 03:00:00, 0.791998,42
None, 0.8, 1.677, None,2017-10-18 04:00:00, 0.853999,42
None, 0.9, 0.679, None,2017-10-18 05:00:00, -0.493999,42
None, -0.5, 1.641, None,2017-10-18 06:00:00, 0.609,42
None, 0.6, 2.275, None,2017-10-18 07:00:00, 1.034,42
None, 1.0, 3.454, None,2017-10-18 08:00:00, 1.702,42
None, 1.7, 4.047, None,2017-10-18 09:00:00, 1.204,42
None, 1.2, 3.792, None,2017-10-18 10:00:00, 0.257999,42
None, 0.3, 2.858, None,2017-10-18 11:00:00, 0.446,42
None, 0.4, 2.025, None,2017-10-18 12:00:00, 0.862999,42
None, 0.9, 3.445, None,2017-10-18 13:00:00, 2.556,42
None, 2.6, 4.746, None,2017-10-18 14:00:00, 3.52,42
None, 3.5, 5.099, None,2017-10-18 15:00:00, 3.856,42
None, 3.9, 5.857, None,2017-10-18 16:00:00, 4.007,42
None, 4.0, 4.819, None,2017-10-18 17:00:00, 4.059,42
None, 4.1, 4.741, None,2017-10-18 18:00:00, 4.177,42
None, 4.2, 5.271, None,2017-10-18 19:00:00, 4.225,42
None, 4.2, 5.272, None,2017-10-18 20:00:00, 4.056,42
None, 4.1, 4.914, None,2017-10-18 21:00:00, 3.962,42
None, 4.0, 3.244, None,2017-10-18 22:00:00, 3.603,42
None, 3.6, 3.855, None,2017-10-18 23:00:00, 4.106,42
None, 4.1, 3.325, None,2017-10-19 00:00:00, 4.401,42
None, 4.4, 3.161, None,2017-10-19 01:00:00, 4.406,42
None, 4.4, 3.538, None,2017-10-19 02:00:00, 4.463,42
None, 4.5, 3.35, None,2017-10-19 03:00:00, 4.544,42
None, 4.5, 3.497, None,2017-10-19 04:00:00, 4.468,42
None, 4.5, 3.646, None,2017-10-19 05:00:00, 4.635,42
None, 4.6, 3.91, None,2017-10-19 06:00:00, 4.694,42
None, 4.7, 4.143, None,2017-10-19 07:00:00, 4.898,42
None, 4.9, 4.126, None,2017-10-19 08:00:00, 5.162,42
None, 5.2, 4.182, None,2017-10-19 09:00:00, 5.513,42
None, 5.5, 5.478, None,2017-10-19 10:00:00, 6.482,42
None, 6.5, 4.785, None,2017-10-19 11:00:00, 7.5,42
None, 7.5, 4.375, None,2017-10-19 12:00:00, 8.11,42
None, 8.1, 5.195, None,2017-10-19 13:00:00, 9.1,42
None, 9.1, 5.002, None,2017-10-19 14:00:00, 9.55,42
None, 9.6, 3.834, None,2017-10-19 15:00:00, 9.75,42
None, 9.8, 2.395, None,2017-10-19 16:00:00, 9.63,42
None, 9.6, 1.862, None,2017-10-19 17:00:00, 9.22,42
None, 9.2, 1.795, None,2017-10-19 18:00:00, 8.82,42
None, 8.8, 1.517, None,2017-10-19 19:00:00, 8.09,42
None, 8.1, 1.899, None,2017-10-19 20:00:00, 7.02,42
None, 7.0, 2.31, None,2017-10-19 21:00:00, 6.404,42
None, 6.4, 2.911, None,2017-10-19 22:00:00, 5.824,42
None, 5.8, 1.001, None,2017-10-19 23:00:00, 4.95,42
None, 4.9, 0.885999, None,2017-10-20 00:00:00, 3.997,42
None, 4.0, 0.995, None,2017-10-20 01:00:00, 3.531,42
None, 3.5, 1.542, None,2017-10-20 02:00:00, 3.391,42
None, 3.4, 1.953, None,2017-10-20 03:00:00, 2.575,42
None, 2.6, 1.964, None,2017-10-20 04:00:00, 1.923,42
None, 1.9, 1.878, None,2017-10-20 05:00:00, 1.494,42
None, 1.5, 2.21, None,2017-10-20 06:00:00, 1.495,42
None, 1.5, 2.587, None,2017-10-20 07:00:00, 1.335,42
None, 1.3, 1.987, None,2017-10-20 08:00:00, 1.384,42
None, 1.4, 1.608, None,2017-10-20 09:00:00, 2.109,42
None, 2.1, 2.756, None,2017-10-20 10:00:00, 3.431,42
None, 3.4, 2.106, None,2017-10-20 11:00:00, 5.82,42
None, 5.8, 2.225, None,2017-10-20 12:00:00, 6.808,42
None, 6.8, 1.389, None,2017-10-20 13:00:00, 7.15,42
None, 7.2, 0.643, None,2017-10-20 14:00:00, 7.2,42
None, 7.2, 1.557, None,2017-10-20 15:00:00, 6.958,42
None, 7.0, 1.095, None,2017-10-20 16:00:00, 6.465,42
None, 6.5, 2.571, None,2017-10-20 17:00:00, 4.592,42
None, 4.6, 1.618, None,2017-10-20 18:00:00, 3.663,42
None, 3.7, 1.027, None,2017-10-20 19:00:00, 3.418,42
None, 3.4, 1.471, None,2017-10-20 20:00:00, 2.872,42
None, 2.9, 1.729, None,2017-10-20 21:00:00, 1.574,42
None, 1.6, 2.139, None,2017-10-20 22:00:00, 1.284,42
None, 1.3, 1.644, None,2017-10-20 23:00:00, 0.483999,42
None, 0.5, 2.123, None,2017-10-21 00:00:00, 0.079,42
None, 0.1, 1.896, None,2017-10-21 01:00:00, -0.303999,42
None, -0.3, 2.032, None,2017-10-21 02:00:00, -0.722998,42
None, -0.7, 2.173, None,2017-10-21 03:00:00, -0.675,42
None, -0.7, 2.103, None,2017-10-21 04:00:00, -0.609,42
None, -0.6, 2.12, None,2017-10-21 05:00:00, -0.773,42
None, -0.8, 0.898, None,2017-10-21 06:00:00, -1.637,42
None, -1.6, 0.978999, None,2017-10-21 07:00:00, -1.772,42
None, -1.8, 0.791, None,2017-10-21 08:00:00, -2.155,42
None, -2.2, 0.620998, None,2017-10-21 09:00:00, -2.338,42
None, -2.3, 0.961, None,2017-10-21 10:00:00, 0.382999,42
None, 0.4, 1.734, None,2017-10-21 11:00:00, 2.178,42
None, 2.2, 2.076, None,2017-10-21 12:00:00, 3.779,42
None, 3.8, 1.246, None,2017-10-21 13:00:00, 4.295,42
None, 4.3, 1.731, None,2017-10-21 14:00:00, 5.217,42
None, 5.2, 4.025, None,2017-10-21 15:00:00, 6.109,42
None, 6.1, 5.24, None,2017-10-21 16:00:00, 5.82,42
None, 5.8, 5.138, None,2017-10-21 17:00:00, 5.559,42
None, 5.6, 5.204, None,2017-10-21 18:00:00, 5.373,42
None, 5.4, 3.997, None,2017-10-21 19:00:00, 4.775,42
None, 4.8, 3.596, None,2017-10-21 20:00:00, 4.697,42
None, 4.7, 6.001, None,2017-10-21 21:00:00, 4.265,42
None, 4.3, 5.819, None,2017-10-21 22:00:00, 2.703,42
None, 2.7, 5.744, None,2017-10-21 23:00:00, 2.62,42
