pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-5.9,-6.2, 1023.6, 0.0, 0.0,-4.2,95.0,2022-11-12 00:00:00, 42.0,-7.0, 925.0,46
None,-5.7,-6.2, 1022.4, 0.0, 0.0,-4.2,94.0,2022-11-12 01:00:00, 42.0,-6.0, 924.0,46
None,-5.7,-6.2, 1022.4, 0.1, 0.0,-4.2,95.0,2022-11-12 02:00:00, 42.0,-7.0, 924.0,46
None,-5.8,-6.2, 1022.4, 0.0, 0.0,-4.2,95.0,2022-11-12 03:00:00, 42.0,-7.0, 924.0,46
None,-5.7,-6.3, 1022.4, 0.0, 0.0,-4.2,94.0,2022-11-12 04:00:00, 42.0,-6.0, 924.0,46
None,-5.4,-6.3, 1022.5, 0.0, 0.0,-4.2,94.0,2022-11-12 05:00:00, 42.0,-6.0, 924.0,46
None,-5.6,-6.3, 1022.6, 0.0, 0.0,-4.2,95.0,2022-11-12 06:00:00, 42.0,-7.0, 924.0,46
None,-5.7,-5.9, 1021.5, 0.1, 0.0,-5.3,94.0,2022-11-12 07:00:00, 42.0,-6.0, 923.0,46
None,-6.0,-5.9, 1021.6, -0.1, 0.0,-5.3,95.0,2022-11-12 08:00:00, 42.0,-6.0, 923.0,46
None,-5.4,-6.0, 1022.7, 0.0, 0.0,-5.3,94.0,2022-11-12 09:00:00, 41.0,-7.0, 924.0,46
None,-4.9,-6.0, 1022.7, 0.1, 0.0,-4.8,91.0,2022-11-12 10:00:00, 42.0,-6.0, 924.0,46
None,-4.5,-6.0, 1022.5, 0.1, 0.0,-4.3,91.0,2022-11-12 11:00:00, 41.0,-5.0, 924.0,46
None,-4.1,-6.0, 1022.6, 0.0, 0.0,-4.0,91.0,2022-11-12 12:00:00, 41.0,-4.0, 924.0,46
None,-2.9,-6.0, 1022.4, 0.1, 0.0,-3.0,86.0,2022-11-12 13:00:00, 41.0,-5.0, 924.0,46
None,-3.0,-6.0, 1022.4, -0.1, 0.0,-2.7,85.0,2022-11-12 14:00:00, 41.0,-5.0, 924.0,46
None,-3.0,-6.0, 1022.4, 0.0, 0.0,-2.5,88.0,2022-11-12 15:00:00, 41.0,-4.0, 924.0,46
None,-3.6,-6.0, 1022.5, 0.0, -1.0,-2.5,91.0,2022-11-12 16:00:00, 40.0,-5.0, 924.0,46
None,-3.6,-6.0, 1022.5, 0.0, 0.0,-2.5,91.0,2022-11-12 17:00:00, 40.0,-5.0, 924.0,46
None,-3.3,-6.0, 1022.5, 0.0, 0.0,-2.5,88.0,2022-11-12 18:00:00, 40.0,-5.0, 924.0,46
None,-3.5,-3.7, 1021.4, 0.1, 0.0,-3.2,89.0,2022-11-12 19:00:00, 40.0,-5.0, 923.0,46
None,-3.2,-3.7, 1021.4, 0.0, 2.0,-3.1,88.0,2022-11-12 20:00:00, 41.0,-5.0, 923.0,46
None,-2.7,-3.7, 1021.3, -0.2, 0.0,-2.7,88.0,2022-11-12 21:00:00, 41.0,-4.0, 923.0,46
None,-2.6,-3.7, 1021.2, 0.3, 1.0,-2.5,92.0,2022-11-12 22:00:00, 41.0,-4.0, 923.0,46
None,-2.6,-3.7, 1021.2, 0.1, 0.0,-2.5,95.0,2022-11-12 23:00:00, 42.0,-4.0, 923.0,46
None,-2.7,-3.7, 1021.1, 0.2, 0.0,-2.5,96.0,2022-11-13 00:00:00, 42.0,-3.0, 923.0,46
None,-2.7,-3.7, 1021.0, 0.4, 0.0,-2.5,96.0,2022-11-13 01:00:00, 41.0,-3.0, 923.0,46
None,-2.4,-3.7, 1021.0, 0.3, 1.0,-2.2,97.0,2022-11-13 02:00:00, 42.0,-3.0, 923.0,46
None,-2.0,-3.7, 1022.0, 0.3, 0.0,-1.9,97.0,2022-11-13 03:00:00, 42.0,-2.0, 924.0,46
None,-1.9,-3.7, 1022.1, 0.1, 1.0,-1.7,97.0,2022-11-13 04:00:00, 43.0,-3.0, 924.0,46
None,-1.8,-3.7, 1023.2, 0.3, 1.0,-1.5,98.0,2022-11-13 05:00:00, 43.0,-2.0, 925.0,46
None,-1.6,-3.7, 1023.1, 0.3, 0.0,-1.4,98.0,2022-11-13 06:00:00, 43.0,-2.0, 925.0,46
None,-1.5,-1.7, 1024.2, 0.2, 0.0,-1.3,97.0,2022-11-13 07:00:00, 43.0,-1.0, 926.0,46
None,-1.4,-1.7, 1024.2, 0.1, 0.0,-1.2,98.0,2022-11-13 08:00:00, 43.0,-2.0, 926.0,46
None,-1.1,-1.7, 1025.2, 0.0, 0.0,-0.9,97.0,2022-11-13 09:00:00, 43.0,-2.0, 927.0,46
None,-0.6,-1.7, 1025.2, 0.1, 0.0,-0.6,96.0,2022-11-13 10:00:00, 42.0,-1.0, 927.0,46
None,-0.2,-1.7, 1026.2, 0.1, 0.0,0.2,95.0,2022-11-13 11:00:00, 42.0,-1.0, 928.0,46
None,0.5,-1.7, 1027.3, -0.2, 0.0,0.6,92.0,2022-11-13 12:00:00, 42.0,-1.0, 929.0,46
None,0.4,-1.7, 1027.3, 0.0, 0.0,0.6,91.0,2022-11-13 13:00:00, 42.0,-1.0, 929.0,46
None,1.5,-1.7, 1028.2, -0.1, 0.0,1.4,87.0,2022-11-13 14:00:00, 42.0,-1.0, 930.0,46
None,1.1,-1.7, 1029.3, 0.3, 0.0,1.5,89.0,2022-11-13 15:00:00, 42.0,0.0, 931.0,46
None,0.8,-1.7, 1029.4, -0.5, 0.0,1.5,90.0,2022-11-13 16:00:00, 42.0,-1.0, 931.0,46
None,1.3,-1.7, 1029.3, 0.3, 0.0,1.5,90.0,2022-11-13 17:00:00, 42.0,0.0, 931.0,46
None,1.1,-1.7, 1030.4, 0.0, 0.0,1.6,91.0,2022-11-13 18:00:00, 41.0,0.0, 932.0,46
None,1.6,0.6, 1030.3, 0.0, 0.0,1.6,89.0,2022-11-13 19:00:00, 41.0,-1.0, 932.0,46
None,0.3,-0.1, 1030.5, 0.1, 0.0,1.6,93.0,2022-11-13 20:00:00, 41.0,0.0, 932.0,46
None,0.3,-0.1, 1030.4, -0.1, 0.0,1.6,93.0,2022-11-13 21:00:00, 41.0,-1.0, 932.0,46
None,-0.1,-0.7, 1030.4, 0.1, 0.0,1.6,92.0,2022-11-13 22:00:00, 41.0,-1.0, 932.0,46
None,-1.3,-1.5, 1030.5, -0.1, 0.0,1.6,97.0,2022-11-13 23:00:00, 41.0,-2.0, 932.0,46
None,-1.7,-1.9, 1030.5, 0.1, 0.0,1.6,96.0,2022-11-14 00:00:00, 41.0,-2.0, 932.0,46
None,-1.4,-1.9, 1030.4, 0.1, 0.0,1.6,95.0,2022-11-14 01:00:00, 41.0,-2.0, 932.0,46
None,-1.1,-1.9, 1030.3, 0.1, 0.0,1.6,94.0,2022-11-14 02:00:00, 41.0,-2.0, 932.0,46
None,-0.8,-1.9, 1031.4, 0.0, 0.0,1.6,92.0,2022-11-14 03:00:00, 41.0,-2.0, 933.0,46
None,-1.6,-1.9, 1030.4, -0.1, 0.0,1.6,91.0,2022-11-14 04:00:00, 40.0,-2.0, 932.0,46
None,-2.0,-2.0, 1030.4, -0.2, 0.0,1.6,92.0,2022-11-14 05:00:00, 40.0,-3.0, 932.0,46
None,-2.0,-2.3, 1029.3, 0.1, 0.0,1.6,93.0,2022-11-14 06:00:00, 40.0,-3.0, 931.0,46
None,-2.0,-2.3, 1029.3, 0.2, 0.0,-1.9,93.0,2022-11-14 07:00:00, 40.0,-3.0, 931.0,46
None,-2.2,-2.4, 1029.4, 0.2, 0.0,-1.9,93.0,2022-11-14 08:00:00, 40.0,-3.0, 931.0,46
None,-2.2,-2.5, 1029.4, 0.0, 0.0,-1.9,92.0,2022-11-14 09:00:00, 40.0,-3.0, 931.0,46
None,-2.0,-2.5, 1029.5, 0.0, 0.0,-1.8,91.0,2022-11-14 10:00:00, 40.0,-2.0, 931.0,46
None,-1.4,-2.5, 1029.5, 0.0, 0.0,-1.0,88.0,2022-11-14 11:00:00, 40.0,-3.0, 931.0,46
None,-1.3,-2.5, 1029.6, 0.1, 0.0,-0.8,89.0,2022-11-14 12:00:00, 40.0,-3.0, 931.0,46
None,-0.6,-2.5, 1029.4, 0.0, 0.0,-0.5,86.0,2022-11-14 13:00:00, 40.0,-3.0, 931.0,46
None,-0.4,-2.5, 1029.4, 0.1, 0.0,-0.3,88.0,2022-11-14 14:00:00, 40.0,-2.0, 931.0,46
None,0.1,-2.5, 1029.3, -0.3, 0.0,0.0,86.0,2022-11-14 15:00:00, 40.0,-2.0, 931.0,46
None,0.0,-2.5, 1029.4, 0.0, 0.0,0.1,87.0,2022-11-14 16:00:00, 40.0,-2.0, 931.0,46
None,-0.4,-2.5, 1029.5, 0.0, 0.0,0.1,88.0,2022-11-14 17:00:00, 40.0,-2.0, 931.0,46
None,-0.4,-2.5, 1029.5, 0.2, 0.0,0.1,89.0,2022-11-14 18:00:00, 40.0,-2.0, 931.0,46
None,-0.2,-0.6, 1030.6, 0.0, 0.0,0.5,88.0,2022-11-14 19:00:00, 40.0,-2.0, 932.0,46
None,-0.4,-0.6, 1031.7, 0.0, 0.0,0.5,87.0,2022-11-14 20:00:00, 40.0,-2.0, 933.0,46
None,-0.6,-0.9, 1032.9, 0.0, 0.0,0.5,91.0,2022-11-14 21:00:00, 40.0,-2.0, 934.0,46
None,-1.0,-0.9, 1034.0, 0.1, 0.0,0.5,92.0,2022-11-14 22:00:00, 39.0,-2.0, 935.0,46
None,-1.2,-1.2, 1033.9, 0.0, 0.0,0.5,90.0,2022-11-14 23:00:00, 39.0,-3.0, 935.0,46
None,-1.5,-1.6, 1034.0, 0.0, 0.0,0.5,90.0,2022-11-15 00:00:00, 39.0,-2.0, 935.0,46
None,-2.0,-2.0, 1035.0, 0.0, -1.0,0.5,93.0,2022-11-15 01:00:00, 38.0,-3.0, 936.0,46
None,-2.6,-2.5, 1035.1, 0.0, -1.0,0.5,92.0,2022-11-15 02:00:00, 38.0,-3.0, 936.0,46
None,-4.1,-4.6, 1036.3, 0.0, 1.0,0.5,98.0,2022-11-15 03:00:00, 38.0,-5.0, 937.0,46
None,-3.3,-4.6, 1036.2, 0.0, 0.0,0.5,97.0,2022-11-15 04:00:00, 38.0,-4.0, 937.0,46
