pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -5.416, 83.1, -4.4, None, 22.63, 12.81, 349.1, -8.0, None, -5.4, -6.4, -8.0, 0.0, None, 0.0, 83.0,2022-11-12 00:00:00, None, None,46
None, -5.233, 81.6, -4.4, None, 37.24, 6.613, 350.9, -7.0, None, -5.2, -6.4, -7.0, 0.0, None, 0.0, 82.0,2022-11-12 01:00:00, None, None,46
None, -5.082, 82.0, -4.4, None, 25.46, 13.85, 354.8, -8.0, None, -5.1, -6.4, -8.0, 0.0, None, 0.0, 82.0,2022-11-12 02:00:00, None, None,46
None, -4.948, 79.22, -4.4, None, 23.55, 13.61, 347.6, -8.0, None, -4.9, -6.4, -8.0, 0.0, None, 0.0, 79.0,2022-11-12 03:00:00, None, None,46
None, -4.944, 75.48, -4.4, None, 24.44, 12.49, 351.7, -8.0, None, -4.9, -6.4, -8.0, 0.0, None, 0.0, 75.0,2022-11-12 04:00:00, None, None,46
None, -5.229, 81.4, -4.4, None, 29.87, 8.36, 356.9, -8.0, None, -5.2, -6.4, -8.0, 0.0, None, 0.0, 81.0,2022-11-12 05:00:00, None, None,46
None, -5.297, 81.7, -4.4, None, 23.85, 11.13, 348.3, -8.0, None, -5.3, -6.4, -8.0, 0.0, None, 0.0, 82.0,2022-11-12 06:00:00, None, None,46
None, -5.666, 84.3, -5.2, None, 21.9, 11.6, 357.2, -7.0, None, -5.7, -5.7, -7.0, 0.0, None, 0.0, 84.0,2022-11-12 07:00:00, None, None,46
None, -5.523, 84.3, -5.2, None, 18.47, 17.29, 350.9, -8.0, None, -5.5, -5.9, -8.0, 0.0, None, 0.0, 84.0,2022-11-12 08:00:00, None, None,46
None, -5.158, 79.68, -4.9, None, 18.61, 16.79, 353.9, -7.0, None, -5.2, -5.9, -7.0, 0.0, None, 0.0, 80.0,2022-11-12 09:00:00, None, None,46
