air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
-11.8,-12.7, 1.0,-11.5,89.0,2022-11-12 00:00:00, 74.0,-13.0,46
-12.1,-12.7, 0.0,-11.4,89.0,2022-11-12 01:00:00, 74.0,-13.0,46
-11.4,-12.7, 0.0,-11.4,90.0,2022-11-12 02:00:00, 74.0,-13.0,46
-11.8,-12.7, 0.0,-11.3,89.0,2022-11-12 03:00:00, 74.0,-13.0,46
-12.0,-12.7, 0.0,-11.3,89.0,2022-11-12 04:00:00, 74.0,-13.0,46
-12.0,-12.7, 0.0,-11.3,89.0,2022-11-12 05:00:00, 73.0,-13.0,46
-11.8,-12.7, 0.0,-11.3,89.0,2022-11-12 06:00:00, 73.0,-13.0,46
-11.9,-11.9, -1.0,-11.4,87.0,2022-11-12 07:00:00, 72.0,-13.0,46
-12.1,-13.2, 1.0,-11.4,89.0,2022-11-12 08:00:00, 73.0,-13.0,46
-12.2,-13.2, -1.0,-11.4,87.0,2022-11-12 09:00:00, 72.0,-14.0,46
-11.6,-13.2, 1.0,-11.4,89.0,2022-11-12 10:00:00, 73.0,-13.0,46
-9.5,-13.2, 1.0,-9.6,92.0,2022-11-12 11:00:00, 73.0,-10.0,46
-9.6,-13.2, -1.0,-8.8,89.0,2022-11-12 12:00:00, 73.0,-11.0,46
-9.0,-13.2, 0.0,-8.8,90.0,2022-11-12 13:00:00, 73.0,-10.0,46
-8.3,-13.2, 0.0,-8.4,92.0,2022-11-12 14:00:00, 73.0,-9.0,46
-8.7,-13.2, 0.0,-8.1,91.0,2022-11-12 15:00:00, 73.0,-10.0,46
-9.5,-13.2, 0.0,-8.1,90.0,2022-11-12 16:00:00, 72.0,-11.0,46
-10.6,-13.2, 0.0,-8.1,90.0,2022-11-12 17:00:00, 73.0,-12.0,46
-10.6,-13.2, 1.0,-8.1,90.0,2022-11-12 18:00:00, 73.0,-12.0,46
-10.9,-11.0, -1.0,-10.6,90.0,2022-11-12 19:00:00, 72.0,-12.0,46
-11.0,-11.1, 0.0,-10.6,90.0,2022-11-12 20:00:00, 72.0,-12.0,46
-11.3,-11.3, 0.0,-10.6,89.0,2022-11-12 21:00:00, 72.0,-12.0,46
-11.4,-11.7, 0.0,-10.6,90.0,2022-11-12 22:00:00, 72.0,-13.0,46
-11.9,-12.0, 0.0,-10.6,89.0,2022-11-12 23:00:00, 72.0,-13.0,46
-11.1,-12.0, 0.0,-10.6,90.0,2022-11-13 00:00:00, 72.0,-12.0,46
-11.4,-12.0, -2.0,-10.6,89.0,2022-11-13 01:00:00, 70.0,-13.0,46
-12.2,-12.3, 1.0,-10.6,89.0,2022-11-13 02:00:00, 71.0,-13.0,46
-12.4,-12.5, 1.0,-10.6,88.0,2022-11-13 03:00:00, 71.0,-14.0,46
-12.5,-12.8, -1.0,-10.6,88.0,2022-11-13 04:00:00, 70.0,-14.0,46
-11.6,-12.8, 1.0,-10.6,89.0,2022-11-13 05:00:00, 71.0,-13.0,46
-11.0,-12.8, 0.0,-10.6,89.0,2022-11-13 06:00:00, 71.0,-12.0,46
-11.0,-11.3, -1.0,-10.9,90.0,2022-11-13 07:00:00, 70.0,-12.0,46
-10.4,-11.3, 2.0,-10.3,90.0,2022-11-13 08:00:00, 71.0,-11.0,46
-9.8,-11.3, -2.0,-9.7,90.0,2022-11-13 09:00:00, 70.0,-11.0,46
-8.5,-11.3, 0.0,-8.5,92.0,2022-11-13 10:00:00, 70.0,-9.0,46
-7.3,-11.3, 0.0,-6.5,93.0,2022-11-13 11:00:00, 70.0,-8.0,46
