air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-3.4,-3.4, None,-1.7, None, None,2022-11-12 00:00:00, None, None,46
-4.5,-4.5, None,-1.7, None, None,2022-11-12 01:00:00, None, None,46
-5.3,-5.4, None,-1.7, None, None,2022-11-12 02:00:00, None, None,46
-4.9,-5.4, None,-1.7, None, None,2022-11-12 03:00:00, None, None,46
-4.5,-5.4, None,-1.7, None, None,2022-11-12 04:00:00, None, None,46
-4.0,-5.4, None,-1.7, None, None,2022-11-12 05:00:00, None, None,46
-4.5,-5.4, None,-1.7, None, None,2022-11-12 06:00:00, None, None,46
-4.4,-4.9, None,-4.4, None, None,2022-11-12 07:00:00, None, None,46
-4.5,-5.0, None,-4.4, None, None,2022-11-12 08:00:00, None, None,46
-4.6,-5.0, None,-4.1, None, None,2022-11-12 09:00:00, None, None,46
-3.0,-5.0, None,-2.9, None, None,2022-11-12 10:00:00, None, None,46
-2.3,-5.0, None,-2.3, None, None,2022-11-12 11:00:00, None, None,46
-1.7,-5.0, None,-1.7, None, None,2022-11-12 12:00:00, None, None,46
-1.1,-5.0, None,-1.2, None, None,2022-11-12 13:00:00, None, None,46
-1.0,-5.0, None,-0.7, None, None,2022-11-12 14:00:00, None, None,46
-1.6,-5.0, None,-0.7, None, None,2022-11-12 15:00:00, None, None,46
-1.8,-5.0, None,-0.7, None, None,2022-11-12 16:00:00, None, None,46
-1.5,-5.0, None,-0.7, None, None,2022-11-12 17:00:00, None, None,46
-1.2,-5.0, None,-0.7, None, None,2022-11-12 18:00:00, None, None,46
-1.6,-1.7, None,-1.1, None, None,2022-11-12 19:00:00, None, None,46
-1.5,-1.7, None,-1.1, None, None,2022-11-12 20:00:00, None, None,46
-1.3,-1.7, None,-1.1, None, None,2022-11-12 21:00:00, None, None,46
-1.1,-1.7, None,-0.9, None, None,2022-11-12 22:00:00, None, None,46
-1.4,-1.7, None,-0.9, None, None,2022-11-12 23:00:00, None, None,46
-1.2,-1.7, None,-0.7, None, None,2022-11-13 00:00:00, None, None,46
-1.0,-1.7, None,-0.7, None, None,2022-11-13 01:00:00, None, None,46
-1.4,-1.7, None,-0.7, None, None,2022-11-13 02:00:00, None, None,46
-1.1,-1.7, None,-0.7, None, None,2022-11-13 03:00:00, None, None,46
-0.6,-1.7, None,-0.5, None, None,2022-11-13 04:00:00, None, None,46
-0.4,-1.7, None,-0.3, None, None,2022-11-13 05:00:00, None, None,46
0.8,-1.7, None,0.9, None, None,2022-11-13 06:00:00, None, None,46
0.8,0.6, None,1.1, None, None,2022-11-13 07:00:00, None, None,46
1.9,0.6, None,1.9, None, None,2022-11-13 08:00:00, None, None,46
1.5,0.6, None,2.3, None, None,2022-11-13 09:00:00, None, None,46
1.5,0.6, None,2.3, None, None,2022-11-13 10:00:00, None, None,46
1.0,0.6, None,2.3, None, None,2022-11-13 11:00:00, None, None,46
1.5,0.6, None,2.3, None, None,2022-11-13 12:00:00, None, None,46
1.6,0.6, None,2.3, None, None,2022-11-13 13:00:00, None, None,46
1.9,0.6, None,2.3, None, None,2022-11-13 14:00:00, None, None,46
2.1,0.6, None,2.3, None, None,2022-11-13 15:00:00, None, None,46
2.7,0.6, None,2.6, None, None,2022-11-13 16:00:00, None, None,46
3.0,0.6, None,3.2, None, None,2022-11-13 17:00:00, None, None,46
3.2,0.6, None,3.2, None, None,2022-11-13 18:00:00, None, None,46
3.2,2.9, None,3.6, None, None,2022-11-13 19:00:00, None, None,46
2.7,2.4, None,3.6, None, None,2022-11-13 20:00:00, None, None,46
1.2,1.2, None,3.6, None, None,2022-11-13 21:00:00, None, None,46
3.2,1.0, None,3.6, None, None,2022-11-13 22:00:00, None, None,46
3.1,1.0, None,3.6, None, None,2022-11-13 23:00:00, None, None,46
