pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
0.0,-6.2,-6.3, 0.0, 0.0,-4.8,87.0,2022-11-12 00:00:00,-8.0,46
0.0,-7.9,-7.9, 0.0, 0.0,-4.8,91.0,2022-11-12 01:00:00,-9.0,46
0.0,-8.8,-8.9, 0.0, 0.0,-4.8,92.0,2022-11-12 02:00:00,-10.0,46
0.0,-9.4,-9.5, 0.0, 0.0,-4.8,90.0,2022-11-12 03:00:00,-10.0,46
0.0,-8.7,-9.5, 0.0, 0.0,-4.8,89.0,2022-11-12 04:00:00,-10.0,46
0.0,-8.6,-9.5, 0.0, 0.0,-4.8,88.0,2022-11-12 05:00:00,-10.0,46
0.0,-8.2,-9.5, 0.0, 0.0,-4.8,87.0,2022-11-12 06:00:00,-10.0,46
0.0,-8.1,-8.3, 0.0, 0.0,-8.0,87.0,2022-11-12 07:00:00,-10.0,46
0.0,-7.5,-8.3, 0.0, 0.0,-7.4,85.0,2022-11-12 08:00:00,-9.0,46
0.0,-6.8,-8.3, 0.0, 0.0,-6.7,81.0,2022-11-12 09:00:00,-9.0,46
0.0,-6.4,-8.3, 0.0, 0.0,-6.4,81.0,2022-11-12 10:00:00,-9.0,46
0.0,-4.7,-8.3, 0.0, 0.0,-4.7,77.0,2022-11-12 11:00:00,-8.0,46
0.0,-4.5,-8.3, 0.0, 0.0,-4.4,85.0,2022-11-12 12:00:00,-6.0,46
0.0,-0.9,-8.3, 0.0, 0.0,-0.9,67.0,2022-11-12 13:00:00,-6.0,46
0.0,-0.6,-8.3, 0.0, 0.0,-0.5,68.0,2022-11-12 14:00:00,-5.0,46
0.0,-0.2,-8.3, 0.0, 0.0,-0.2,70.0,2022-11-12 15:00:00,-4.0,46
0.0,-1.1,-8.3, 0.0, 0.0,-0.2,76.0,2022-11-12 16:00:00,-4.0,46
0.0,-1.6,-8.3, 0.0, 0.0,-0.2,78.0,2022-11-12 17:00:00,-4.0,46
0.0,-1.7,-8.3, 0.0, 0.0,-0.2,83.0,2022-11-12 18:00:00,-4.0,46
0.0,-1.7,-1.9, 0.0, 0.0,-1.5,84.0,2022-11-12 19:00:00,-4.0,46
0.0,-2.2,-2.2, 0.0, 0.0,-1.5,84.0,2022-11-12 20:00:00,-4.0,46
0.0,-2.1,-2.3, 0.0, 0.0,-1.5,85.0,2022-11-12 21:00:00,-4.0,46
0.0,-1.9,-2.3, 0.0, 0.0,-1.5,85.0,2022-11-12 22:00:00,-4.0,46
0.0,-2.3,-2.3, 0.0, 0.0,-1.5,88.0,2022-11-12 23:00:00,-4.0,46
0.0,-2.1,-2.4, 0.0, 0.0,-1.5,88.0,2022-11-13 00:00:00,-4.0,46
0.0,-2.1,-2.4, 0.0, 0.0,-1.5,88.0,2022-11-13 01:00:00,-4.0,46
0.0,-2.0,-2.4, 0.0, 0.0,-1.5,88.0,2022-11-13 02:00:00,-3.0,46
0.0,-2.9,-2.9, 0.0, 0.0,-1.5,91.0,2022-11-13 03:00:00,-4.0,46
0.0,-4.0,-4.1, 0.0, 0.0,-1.5,94.0,2022-11-13 04:00:00,-5.0,46
0.0,-4.8,-4.9, 0.0, 0.0,-1.5,94.0,2022-11-13 05:00:00,-6.0,46
0.0,-4.9,-5.1, 0.0, 0.0,-1.5,94.0,2022-11-13 06:00:00,-6.0,46
0.0,-4.8,-5.0, 0.0, 0.0,-4.6,93.0,2022-11-13 07:00:00,-6.0,46
0.0,-4.8,-5.1, 0.0, 0.0,-4.6,92.0,2022-11-13 08:00:00,-6.0,46
0.0,-4.0,-5.1, 0.0, 0.0,-4.0,92.0,2022-11-13 09:00:00,-5.0,46
0.0,-3.2,-5.1, 0.0, 0.0,-3.0,92.0,2022-11-13 10:00:00,-4.0,46
0.0,-2.9,-5.1, 0.0, 0.0,-2.9,94.0,2022-11-13 11:00:00,-4.0,46
0.0,-1.6,-5.1, 0.0, 0.0,-1.8,86.0,2022-11-13 12:00:00,-3.0,46
0.0,-0.1,-5.1, 0.0, 0.0,-0.1,73.0,2022-11-13 13:00:00,-4.0,46
0.0,1.1,-5.1, 0.0, 0.0,1.4,61.0,2022-11-13 14:00:00,-6.0,46
0.0,0.6,-5.1, 0.0, 0.0,2.2,69.0,2022-11-13 15:00:00,-4.0,46
0.0,-1.4,-5.1, 0.0, 0.0,2.2,85.0,2022-11-13 16:00:00,-3.0,46
0.0,-2.1,-5.1, 0.0, 0.0,2.2,85.0,2022-11-13 17:00:00,-4.0,46
0.0,-3.0,-5.1, 0.0, 0.0,2.2,86.0,2022-11-13 18:00:00,-5.0,46
0.0,-3.4,-3.5, 0.0, 0.0,-2.9,88.0,2022-11-13 19:00:00,-5.0,46
0.0,-3.8,-3.9, 0.0, 0.0,-2.9,89.0,2022-11-13 20:00:00,-5.0,46
0.0,-4.2,-4.3, 0.0, 0.0,-2.9,88.0,2022-11-13 21:00:00,-6.0,46
0.0,-3.5,-4.3, 0.0, 0.0,-2.9,84.0,2022-11-13 22:00:00,-5.0,46
0.0,-3.1,-4.3, 0.0, 0.0,-2.9,82.0,2022-11-13 23:00:00,-5.0,46
0.0,-2.9,-4.3, 0.0, 0.0,-2.7,82.0,2022-11-14 00:00:00,-5.0,46
0.0,-2.6,-4.3, 0.0, 0.0,-2.6,80.0,2022-11-14 01:00:00,-5.0,46
0.0,-2.6,-4.3, 0.0, 0.0,-2.5,82.0,2022-11-14 02:00:00,-5.0,46
0.0,-2.6,-4.3, 0.0, 0.0,-2.4,84.0,2022-11-14 03:00:00,-4.0,46
0.0,-2.3,-4.3, 0.0, 0.0,-2.4,83.0,2022-11-14 04:00:00,-5.0,46
0.0,-2.4,-4.3, 0.0, 0.0,-2.2,85.0,2022-11-14 05:00:00,-4.0,46
0.0,-2.6,-4.3, 0.0, 0.0,-2.2,87.0,2022-11-14 06:00:00,-4.0,46
0.0,-3.5,-3.5, 0.0, 0.0,-2.5,90.0,2022-11-14 07:00:00,-5.0,46
0.0,-4.0,-4.0, 0.0, 0.0,-2.5,91.0,2022-11-14 08:00:00,-5.0,46
0.0,-4.1,-4.3, 0.0, 0.0,-2.5,91.0,2022-11-14 09:00:00,-5.0,46
0.0,-3.5,-4.3, 0.0, 0.0,-2.5,93.0,2022-11-14 10:00:00,-4.0,46
0.0,-2.6,-4.3, 0.0, 0.0,-2.3,94.0,2022-11-14 11:00:00,-3.0,46
0.0,0.1,-4.3, 0.0, 0.0,0.0,96.0,2022-11-14 12:00:00,0.0,46
0.0,1.5,-4.3, 0.0, 0.0,1.5,88.0,2022-11-14 13:00:00,0.0,46
0.0,2.4,-4.3, 0.0, 0.0,2.5,84.0,2022-11-14 14:00:00,0.0,46
0.0,1.8,-4.3, 0.0, 0.0,2.6,88.0,2022-11-14 15:00:00,0.0,46
0.0,0.6,-4.3, 0.0, 0.0,2.6,92.0,2022-11-14 16:00:00,-1.0,46
0.0,-1.1,-4.3, 0.0, 0.0,2.6,96.0,2022-11-14 17:00:00,-1.0,46
0.0,-1.8,-4.3, 0.0, 0.0,2.6,95.0,2022-11-14 18:00:00,-2.0,46
0.0,-2.7,-2.9, 0.0, 0.0,-1.7,96.0,2022-11-14 19:00:00,-3.0,46
0.0,-3.2,-3.3, 0.0, 0.0,-1.7,96.0,2022-11-14 20:00:00,-4.0,46
0.0,-3.4,-3.5, 0.0, 0.0,-1.7,96.0,2022-11-14 21:00:00,-4.0,46
0.0,-4.0,-4.0, 0.0, 0.0,-1.7,95.0,2022-11-14 22:00:00,-4.0,46
0.0,-4.7,-4.8, 0.0, 0.0,-1.7,94.0,2022-11-14 23:00:00,-5.0,46
0.0,-5.5,-5.5, 0.0, 0.0,-1.7,94.0,2022-11-15 00:00:00,-6.0,46
0.0,-6.2,-6.2, 0.0, 0.0,-1.7,94.0,2022-11-15 01:00:00,-7.0,46
0.0,-6.4,-6.4, 0.0, 0.0,-1.7,92.0,2022-11-15 02:00:00,-7.0,46
0.0,-7.3,-7.4, 0.0, 0.0,-1.7,92.0,2022-11-15 03:00:00,-8.0,46
0.0,-8.0,-8.0, 0.0, 0.0,-1.7,91.0,2022-11-15 04:00:00,-9.0,46
0.0,-8.5,-8.7, 0.0, 0.0,-1.7,91.0,2022-11-15 05:00:00,-10.0,46
0.0,-9.0,-9.1, 0.0, 0.0,-1.7,90.0,2022-11-15 06:00:00,-10.0,46
0.0,-9.7,-9.6, 0.0, 0.0,-8.9,89.0,2022-11-15 07:00:00,-11.0,46
0.0,-9.9,-10.1, 0.0, 0.0,-8.9,88.0,2022-11-15 08:00:00,-11.0,46
0.0,-9.4,-10.1, 0.0, 0.0,-8.9,88.0,2022-11-15 09:00:00,-11.0,46
0.0,-8.3,-10.1, 0.0, 0.0,-8.2,90.0,2022-11-15 10:00:00,-9.0,46
0.0,-6.9,-10.1, 0.0, 0.0,-6.7,91.0,2022-11-15 11:00:00,-8.0,46
0.0,-4.3,-10.1, 0.0, 0.0,-4.4,92.0,2022-11-15 12:00:00,-5.0,46
0.0,-2.5,-10.1, 0.0, 0.0,-2.5,90.0,2022-11-15 13:00:00,-4.0,46
0.0,-1.3,-10.1, 0.0, 0.0,-1.3,87.0,2022-11-15 14:00:00,-3.0,46
0.0,-1.3,-10.1, 0.0, 0.0,-0.9,86.0,2022-11-15 15:00:00,-3.0,46
0.0,-2.0,-10.1, 0.0, 0.0,-0.8,88.0,2022-11-15 16:00:00,-3.0,46
0.0,-3.4,-10.1, 0.0, 0.0,-0.8,90.0,2022-11-15 17:00:00,-5.0,46
0.0,-3.5,-10.1, 0.0, 0.0,-0.8,91.0,2022-11-15 18:00:00,-4.0,46
0.0,-4.2,-4.4, 0.0, 0.0,-3.4,92.0,2022-11-15 19:00:00,-5.0,46
0.0,-4.9,-5.1, 0.0, 0.0,-3.4,92.0,2022-11-15 20:00:00,-6.0,46
0.0,-6.0,-5.9, 0.0, 0.0,-3.4,92.0,2022-11-15 21:00:00,-7.0,46
0.0,-6.6,-6.7, 0.0, 0.0,-3.4,92.0,2022-11-15 22:00:00,-8.0,46
0.0,-7.2,-7.3, 0.0, 0.0,-3.4,92.0,2022-11-15 23:00:00,-8.0,46
0.0,-7.5,-7.7, 0.0, 0.0,-3.4,92.0,2022-11-16 00:00:00,-9.0,46
0.0,-7.8,-8.0, 0.0, 0.0,-3.4,91.0,2022-11-16 01:00:00,-9.0,46
0.0,-8.5,-8.6, 0.0, 0.0,-3.4,91.0,2022-11-16 02:00:00,-9.0,46
0.0,-9.0,-9.0, 0.0, 0.0,-3.4,90.0,2022-11-16 03:00:00,-10.0,46
0.0,-9.3,-9.3, 0.0, 0.0,-3.4,89.0,2022-11-16 04:00:00,-10.0,46
0.0,-9.5,-9.6, 0.0, 0.0,-3.4,89.0,2022-11-16 05:00:00,-11.0,46
